,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days
708,708,fullstack,Новосибирск,89083.33333333331,135062.5,ANCOR FinTech,2019-10-11T13:22:01+0300,Нет опыта,Полный день,Полная занятость,"В связи с расширением команды, в Крупный Федеральный Банк с филиалом в Новосибирске, требуется Full-stack разработчик! Проект - торговая онлайн-площадка для партнеров. Что предстоит делать: Проектирование и разработка нового функционала на Node.JS с использованием ReactJS для фронт части; Написание технической документации; Поддержка, оптимизация и рефакторинг устаревших частей проекта; Активное взаимодействие с другими командами и сервисами Банка Ожидания по опыту: Отличное знание NodeJS, PHP7, MySQL; Знание ReactJS, Javascript; Опыт работы с системой контроля версий Git, командной строкой Linux. Что предлагают: масштабные и высоконагруженные проекты с использованием новых технологий; команду профессионалов, готовых поддержать ваши инициативы; возможность обучения и сертификации за счёт компании; возможность изучения английского языка, не выходя из офиса; гибкий график; оклад плюс премии по результатам работы; корпоративное обучение; медицинскую страховку; материальную поддержку в особых случаях;",Без требований,Без обязанностей,Без условий,Node.js|Git|JavaScript|Linux|MySQL|PHP7,7
738,738,fullstack,Новосибирск,89083.33333333331,135062.5,KPMG,2019-10-07T11:39:59+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Participation in the following assignments: Designing and developing applications based on requirements specification using C#, HTML, TypeScript, JavaScript Maintaining and enhancing the software for continuous improvement Interacting with internal clients and business analysts Providing support to customer and support department whenever necessary Writing required technical documentation Reporting to the Project Tech Lead about projects progress, any major issues or concerns To fill the role a candidate is expected to meet the following requirements: Higher education At least 1 year of experience in the related field Good knowledge of .NET C#, ASP.NET, T-SQL Basic knowledge of HTML, CSS and JavaScript/TypeScript Experience with Angular is a plus At least intermediate English and fluent Russian in order to work with documentation Strong communication and teamwork skills Strong analytical skills Attention to details Ability to work under tight deadlines and multitask. We offer: Great professional team and friendly environment Usage of modern program languages and technologies like Angular, Visual Studio 2019, etc Powerful and fast desktop with SSD and two monitors Ability to work from home 1-2 days per week Development of the various information systems to be used by up to 5000 users in 24 offices located at 8 countries Comprehensive remuneration package Excellent opportunities for career and professional growth A wide range of training and development programs.",Без требований,Без обязанностей,Без условий,JavaScript|AngularJS|ASP.NET|.NET Framework|HTML5,11
334,334,fullstack,Новосибирск,89083.33333333331,135062.5,IT-People.ru,2019-09-19T11:26:00+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Наш клиент - ИТ-компания. Она известна разработкой инструментов для программистов со всего мира. Кроме этого, компания создает системы, которые моделируют сети и тестируют оборудование гигантских телеком-корпораций, таких, как Cisco и British Telecom. При этом, внутри компании есть несколько экспериментальных проектов. Например, R&amp;D направление и геймдев. Вам предстоит фулл-стек разработка в небольшой команде. Стек технологий сильно зависит от проекта, куда новый сотрудник выйдет. Большая часть проектов на Java и высока вероятность, что работать нужно будет на ней. Но технологии сильно отличаются даже на java-проектах. Есть проекты, где активно используется Eclipse, EMF, XText, GEF/GMF, Docker, Kubernetes, Tigerstripe. Есть проекты, где всего этого нет, зато активно используют Spring, Hibernate, Apache Maven, Oracle, PL/SQL, Dojo. Верстка есть, но ее мало. Есть проекты, где Java не используется совсем, зато есть C/C++, Go, Python и даже Nim. Ваши потенциальные коллеги ждут, что вы: умеете применять классические алгоритмы и структуры данных; знаете и используете принципы ООП и ООД; отлично знаете любой язык программирования; следите за качеством своего кода, пишете unit-тесты; следите за обновлениями технологий и методик разработки; умеете организовывать свою работу; готовы осваивать новые технологии и инструменты разработки. Компания предлагает: официальное трудоустройство и полностью “белую” зарплату ...которая пересматривается по результатам работы с той периодичностью, с которой растет продуктивность работы; гибкий график, возможность работать из дома (за исключением того, что в определенное время есть митинги, и нужно выходить на связь или присутствовать в офисе); возможность перейти на новый технологический стек без ущерба для зарплаты; минимум бюрократии; занятия английским с 50% скидкой прямо в офисе; комната отдыха с массажным креслом, гамаком, комнаты с настольным футболом, турником, настольным теннисом; выплата бонуса для тех сотрудников, у кого родился ребенок.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,29
892,892,fullstack,Новосибирск,89083.33333333331,135062.5,Softline,2019-10-14T07:15:10+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Приглашаем в отдел разработки программного обеспечения программиста Проект soica.ru Вакансия актуальна для РФ Мы рассматриваем кандидатов с профессиональным успешным опытом в разработке, также начинающих специалистов, жаждущих развития и имеющих портфолио с интересными проектами или по результатам ТЗ. ЗАДАЧИ: Работа в команде с team leader над web - модулями платформы soica.ru (система потокового распознавания документов): Модернизация и доработка web приложений платформы; Реализация новых компонентов интерфейса (web-приложение). МЫ ОЖИДАЕМ: 3+ года опыта разработки на C#; ASP.NET MVC и/или Web API; Опыт работы с Entity Framework; JavaScript, HTML, CSS, Ajax, jQuery; Опыт работы с Git; Весьма желательно умение и желание писать unit тесты; Будет преимуществом наличие портфолио. МЫ ПРЕДЛАГАЕМ: Работа в международной и лидирующей IT компании, профессиональное развитие; Социальный пакет согласно ТК РФ, официальное трудоустройство; Работа в молодой и дружной команде профессионалов; Удаленная работа.",Без требований,Без обязанностей,Без условий,C#|ASP.NET|JavaScript|HTML|CSS|Ajax|jQuery|Git,4
761,761,fullstack,Новосибирск,89083.33333333331,135062.5,Тинькофф,2019-10-11T11:21:38+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы открыли центр разработки в Новосибирске и ищем талантливого тестировщика. Мы работаем без филиальной сети, поэтому вдвойне важно качество продуктов, доставляющих услуги до клиентов банка. Мы в тренде мирового IT и используем самые современные подходы и технологии в автоматизации тестирования. Обязанности: Проведение функционального тестирования; Проведение регрессионного тестирования; Автоматизация регрессионного тестирования; Анализ документации и составление тестовых сценариев; Поддержание актуальной тестовой модели; Формализация обнаруженных дефектов и контроль их устранения; Тесное взаимодействие с командой: аналитиками, разработчиками, QA; Участие в процессе CI/CD. Требования: Опыт работы в качестве специалиста по функциональному тестированию от двух лет; Опыт работы с TMS(TestRail); Понимание жизненного цикла ПО; Знание техник тест дизайна; Опыт разработки тестовой документации, анализ спецификаций; Понимание принципов работы реляционных СУБД; Опыт в тестировании API/Backend; Знание языка SQL на уровне написания запросов средней и повышенной сложности (DML, подзапросы, Join, агрегирование и группировка); Опыт работы с REST API, Swagger, HTTP/HTTPS, JSON; Понимание гибких методологий разработки, ценностей и процессов; Опыт работы со стеком продуктов Atlassian: JIRA, Confluence, BitBucket; Понимание git и git-flow (Pull, Push, PR, Merge, ведение веток); Опыт автоматизации REST API; Дополнительным плюсом будет: Опыт работы с message broker (Kafka, IBM mq и т.п); Опыт работы с nosql базами данных Опыт автоматизации на Java/Groovy; Опыт настройки CI/CD с помощью TeamCity или аналогов; Опыт работы с maven/gradle, TestNG/Junit, Allure Report; Опыт работы с одной из систем логирования: Splunk, Graylog, Kibana. От нас: Добровольное медицинское страхование (ДМС); Офис в Технопарке; Компенсация в формате cash-back: обедов, такси, или парковочного места; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Софинансирование обучения (оплата конференций, курсов)",Без требований," Проведение функционального тестирования; Проведение регрессионного тестирования; Автоматизация регрессионного тестирования; Анализ документации и составление тестовых сценариев; Поддержание актуальной тестовой модели; Формализация обнаруженных дефектов и контроль их устранения; Тесное взаимодействие с командой: аналитиками, разработчиками, QA; Участие в процессе CI/CD. ",Без условий,Atlassian Jira|SQL|Java|JUnit|Git,7
522,522,fullstack,Новосибирск,89083.33333333331,135062.5,Смарт консалтинг,2019-10-07T08:48:26+0300,От 1 года до 3 лет,Полный день,Полная занятость,"О компании Мы помогаем сделать жизнь в нашей стране лучше и удобнее для ее граждан! Наш приоритетный вектор - проекты государственной значимости. Наши информационные системы внедрены во многих регионах России от Карелии до Чукотки. Ежедневно государство оказывает услуги порядка 40 миллионам россиян с помощью систем, которые мы разработали. Наши продукты выстраивают работу множества различных государственных ведомств в единый слаженный механизм, чтобы граждане могли быстро и легко получить государственные услуги. О наших продуктах Digit МЭВ предназначен для обеспечения работы региональной части электронного правительства: автоматизации процессов оказания государственных услуг в электронном виде, в том числе для обработки обращений поступающих через систему межведомственного электронного взаимодействия с Единого портала государственных услуг, Региональных порталов, Многофункциональных центров. О продуктовой команде Digit МЭВ Мы энергичная, позитивная и ответственная команда! Каждый готов прийти на помощь друг другу. Мы обеспечиваем полный цикл работы продукта, принимаем участие на всех этапах его жизни, от планирования каких-либо изменений, до утилизации функционала. Мы активно взаимодействуем как с внешними клиентами, так и внутри компании: командами сервиса, эксплуатации, другими продуктовыми командами. Какие задачи будут стоять перед тобой: написание кода; рефакторинг; ревью кода; консультирование специалистов других отделов по технической части; оценка и распределение задач. Твоей зоной развития может быть возможность развивать команду разработки, а именно - повышение технического навыка программистов и наставничество для новых сотрудников. Проверяй насколько ты готов работать со стеком из списка: Java EE фреймворк Tapestry ORM (преимуществом будет Hibernate) любой JS-фреймворк, предпочтительно Backbone реляционные базы данных (преимуществом будет PostgreSQL) разработка клиент-серверных приложений, как с графическим интерфейсом, так и без него. Если ты никогда не сталкивался с чем-то из списка выше, но хотел бы этому научиться, просто напиши об этом в сопроводительном письме к своему резюме и расскажи о том, что ты умеешь. У нас работают, потому что: Мы ценим доверие своих коллег, поэтому предлагаем официальную белую заработную плату и трудоустройство с первого рабочего дня. Нам важно здоровье наших коллег, поэтому у нас есть ДМС и корпоративные скидки на фитнес. Мы помогаем друг другу во всех начинаниях и идеях, а наших новых сотрудников у нас поддерживают наставники. Нам важно наше развитие, поэтому мы даем возможность пробовать себя в новых задачах, если у тебя к ним есть интерес (даже за рамками твоей должности!). Мы меняемся и развиваемся, для этого организуем корпоративные тренинги, конференции и прочие мероприятия как для полезного, так и для приятного времяпровождения. Для комфортной работы у нас есть офисы в центре Новосибирска и Академгородке (резиденты Технопарка). Жми &quot;Откликнуться!&quot; и давай знакомиться!",Без требований,Без обязанностей,Без условий,Без ключевых навыков,11
1065,1065,fullstack,Новосибирск,89083.33333333331,135062.5,Экспобанк,2019-10-03T10:40:31+0300,От 3 до 6 лет,Полный день,Полная занятость,"Экспобанк ищет Full - stack разработчика для выполнения следующих задач: Разработка системы управления и автоматизации конвейера карт. Интеграция с различными внутренними и внешними сервисами и системами. Также мы постоянно находимся в поисках новых идей, проектов и интеграций, которые помогут сократить издержки компании. Присоединяйся к нашей команде и принимай непосредственное участие в развитии новых технологий в банке! Требования: Хорошее знание PHP и JavaScript Опыт работы с MySQL или PostgreSQL Знание современных framework’ов (идеально Laravel 5 и Vue 2) Умение работать с Git Мы предлагаем: Конкурентный уровень дохода. &quot;Белая&quot; заработная плата. Официальное трудоустройство согласно ТК РФ, отпуск, больничный лист. Добровольное медицинское страхование (со стоматологией) после 6-ти месяцев работы в компании. График работы обсуждается индивидуально. Есть возможность работать в офисе удаленно, но с периодическим присутствием в офисе. Удобное расположение офиса компании по линии м. Пл. Ленина",Без требований,Без обязанностей,Без условий,Без ключевых навыков,15
349,349,fullstack,Новосибирск,89083.33333333331,135062.5,Auriga,2019-10-10T13:08:51+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"АУРИГА — российско-американская компания, ведущий разработчик программного обеспечения на заказ для зарубежных и российских клиентов. Наша специализация: встроенные системы, системы реального времени, сложные корпоративные решения, мобильные и веб-приложения. Мы ищем Full-Stack разработчиков в команду Ауриги . Целевой стек технологий: .NET + Angular.js Требования: Опыт разработки backend от 2х лет; Базовые знания и опыт разработки frontend; English: Минимум Pre-Intermediate (чтение технической литературы, написание технической документации). Условия: Официальное трудоустройство и стабильная заработная плата. По завершению проекта мы подбираем новый (может даже лучше текущего). Мы надеемся на длительное сотрудничество. И хотим взаимности ;) Хорошая корпоративная программа ДМС со стоматологией, скорой помощью, вызовом врача на дом и льготным подключением родственников в лучших клиниках региона. Мы фанаты гибкого графика, баланса работы и отдыха, во многих проектах есть возможность иногда работать из дома. Важно выполнять свои задачи и быть на связи для продуктивной командной работы. Заботливый HR создаст комфортные условия и внимательно отнесется ко всем вашим пожеланиям. Обучение английскому в офисе, в случае необходимости возможны интенсивные курсы, упор на разговорную практику. Вакансия открыта в любом из наших офисов: Москва, Санкт-Петербург, Ростов-на-Дону, Нижний Новгород, Новосибирск. Из другого региона? Поможем с переездом в случае необходимости. Также есть возможность работать удаленно. Помогаем сотрудникам «не стоять на месте», отправляем на тренинги, подключаем к онлайн-ресурсам, проводим внутренние тренинги на регулярной основе, закупаем необходимую литературу по запросам инженеров. А еще Аурига славится своими классными корпоративами, тимбилдингами, пицца-пати, интеллектуальными и спортивными турнирами, детскими днями. Следите за нами в соцсетях! =)"," Опыт разработки backend от 2х лет; Базовые знания и опыт разработки frontend; English: Минимум Pre-Intermediate (чтение технической литературы, написание технической документации). ",Без обязанностей," Официальное трудоустройство и стабильная заработная плата. По завершению проекта мы подбираем новый (может даже лучше текущего). Мы надеемся на длительное сотрудничество. И хотим взаимности ;) Хорошая корпоративная программа ДМС со стоматологией, скорой помощью, вызовом врача на дом и льготным подключением родственников в лучших клиниках региона. Мы фанаты гибкого графика, баланса работы и отдыха, во многих проектах есть возможность иногда работать из дома. Важно выполнять свои задачи и быть на связи для продуктивной командной работы. Заботливый HR создаст комфортные условия и внимательно отнесется ко всем вашим пожеланиям. Обучение английскому в офисе, в случае необходимости возможны интенсивные курсы, упор на разговорную практику. Вакансия открыта в любом из наших офисов: Москва, Санкт-Петербург, Ростов-на-Дону, Нижний Новгород, Новосибирск. Из другого региона? Поможем с переездом в случае необходимости. Также есть возможность работать удаленно. Помогаем сотрудникам «не стоять на месте», отправляем на тренинги, подключаем к онлайн-ресурсам, проводим внутренние тренинги на регулярной основе, закупаем необходимую литературу по запросам инженеров. А еще Аурига славится своими классными корпоративами, тимбилдингами, пицца-пати, интеллектуальными и спортивными турнирами, детскими днями. Следите за нами в соцсетях! =)",C#|.NET Framework|SQL|JavaScript|CSS|AngularJS,8
534,534,fullstack,Новосибирск,89083.33333333331,135062.5,ПаникАпп,2019-10-03T07:07:13+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Мы занимаемся разработкой корпоративных и клиентских мобильных приложений с 2012 года. Среди наших клиентов крупная сеть пиццерий Pizza Hut, Burger King, ИНВИТРО, крупные сети медицинских учреждений. Также мы сотрудничаем со стартапами и разрабатываем приложения с использованием машинного обучения и компьютерного зрения. Мы собираем команду увлеченных разработчиков, готовых расти. Сейчас нам нужен fullstack разработчик для реализации нетривиальных проектов и сложных задач. Обязанности: Поддержка и доработка имеющихся внутренних/внешних интернет-проектов компании. Разработка и сопровождение новых проектов, проектирование архитектуры, сопровождение проектов от момента развёртки до момента “ДеплойНаБой” Требования: Знание ООП; Умение писать на PHP; Знание и опыт работы с какими - либо из перечисленных фронтовыми инструментами VueJS/webpack/Angular/react/Bootstrap Знание *NIX систем на уровне пользователя и выше будет плюсом; Умение разбираться в чужом коде; Опыт в разработке от 2х лет Желание развиваться как Fullstack разработчик Условия: Полный рабочий день, гибкий график. Заработная плата в зависимости от квалификации (отработанные часы + премии). Готовы обсуждать индивидуально. Молодая и увлеченная команда. Интересные задачи и проекты разной специфики. Личностный и профессиональный рост. Корпоративные мероприятия в хорошей компании.", Знание ООП; Умение писать на PHP; Знание и опыт работы с какими - либо из перечисленных фронтовыми инструментами VueJS/webpack/Angular/react/Bootstrap Знание *NIX систем на уровне пользователя и выше будет плюсом; Умение разбираться в чужом коде; Опыт в разработке от 2х лет Желание развиваться как Fullstack разработчик ," Поддержка и доработка имеющихся внутренних/внешних интернет-проектов компании. Разработка и сопровождение новых проектов, проектирование архитектуры, сопровождение проектов от момента развёртки до момента “ДеплойНаБой” "," Полный рабочий день, гибкий график. Заработная плата в зависимости от квалификации (отработанные часы + премии). Готовы обсуждать индивидуально. Молодая и увлеченная команда. Интересные задачи и проекты разной специфики. Личностный и профессиональный рост. Корпоративные мероприятия в хорошей компании.",PHP|Vue JS|Bootstrap|Angular,15
1079,1079,fullstack,Новосибирск,89083.33333333331,135062.5,ClearScale,2019-10-07T11:48:34+0300,Более 6 лет,Удаленная работа,Полная занятость,"About the company: ClearScale delivers best-of-breed cloud systems integration, application development, and managed services. We are experts in utilizing proven cloud technologies and are on the cutting edge of integrating emerging cloud technologies into our practice. ClearScale holds a prestigious Premier AWS Consulting partner status (about 50 partners in North America out of 15,000+, top 2% tier). We have 7 competencies (DevOps, Data &amp; Analytics, IoT, HealthCare, Migration, Mobile, and Nonprofit) and over 80+ AWS certifications . Unlike many partners, we are committed to AWS platform exclusively which makes our consulting team most experienced and knowledgeable about AWS products and solutions in North America. Our company is headquartered in San Francisco, CA, the heart of the Silicon Valley, with offices in New York, Denver, Phoenix, Toronto, Novosibirsk. About the role We are looking for a professional developer with AWS skills to participate in our projects and to join our agile software development team as a full-stack developer with a focus on Node.JS and other JS technologies running on AWS. We want to find a highly motivated, user-focused individual with a willingness to work collaboratively in an agile environment, innovate, and quickly learn and effectively apply new technologies. The culture is casual, positive, and collaborative. Responsibilities · Design, code, test and deploy internal and customer-facing cloud services in NodeJS · Analyze, scope and estimate tasks, identify technology stack and tools · Design and implement optimal architecture and migration plan · Communicate with client on data-related issues and support data infrastructure needs · Collaborate with in-house and external development and analytical teams Qualifications ClearScale expects successful candidate to have most of the following qualifications and skills: - Candidates with 6+ years of experience in an application developer or senior developer role, who has attained a degree in Computer Science, Informatics, Information Systems or another quantitative field are preferred. - 3+ years of experience developing back-end technologies: Node.JS - Seasoned knowledge within JavaScript and JavaScript technologies (EmberJS, ExpressJS) - We run on AWS, so you should have the ability to build, test, and deploy code to run on cloud infrastructure (at least - AWS Lambda). - Proficiency in NoSQL (Redis) and SQL (PostgreSQL) database design - Strong knowledge of data integration, integration patterns, strong REST API and microservices understanding - Strong self-management and self-organizational skills - Advanced English, participation in voice calls with the US team and customer - Work in customer’s hours (like overlap 2-3 hours with Canada) You’ll be a great fit if: You&#39;d like to work remotely with a flexible schedule You thrive in a small, dynamic, and agile team that encourages you to learn and grow You desire to work with some of the world’s top brands You enjoy finding solutions to interesting problems and figuring out how things work You&#39;re a quick learner - we face exciting new challenges every day, and are constantly evolving with emerging technology You welcome having autonomy with complex tasks You are passionate about using your experience and expertise to inspire the team",Без требований,Без обязанностей,Без условий,Node.js|JavaScript|Redis|Agile Project Management|PostgreSQL|EmberJS|ExpressJS|AWS|Lambda|fullstack|Business English|Английский язык|cloud,11
974,974,fullstack,Новосибирск,89083.33333333331,135062.5,Сбербанк,2019-10-11T10:07:37+0300,Нет опыта,Полный день,Полная занятость,"Java / JS - fullstack разработчик Разработка кроссплатформенного (iOS/Android) мобильного приложения на React Native + Java-backend по визуализации разнообразных данных о производственном процессе и других управленческих показателях. Конечные потребители: бизнес-, ИТ- руководство, команда. Источники данных: Elastic Search, Jira и другие. Примерные темы для реализации в приложении: релизы, их состав, соблюдение плана релизов, результаты тестирования, конвейер DevOps, бюджет, штат и прочее. Мы ждем от кандидата: Опыт работы и уверенные знания Java (Core, Collection framework, Servlets, Multithreading) Опыт работы и уверенные знания основных модулей Spring Framework Опыт работы и уверенные знания JPA (опыт работы с реализациями Hibernate/OpenJPA) Опыт разработки по методологии TDD и знание основных инструментов (TestNG/JUnit, Mockito) Опыт разработки REST-сервисов (с пониманием основных принципов обеспечения обратной совместимости) Опыт работы с JMS (IBM MQ/ActiveMQ) Понимание основных шаблонов проектирования Опыт работы с Git (используется BitBucket), Jira Опыт разработки на Java от 2,5 лет Плюсом будет: Опыт разработки ПО для управления периферией (камера и микрофон) Опыт разработки на JS (React, Redux Form) Мы предлагаем: - масштабные и высоконагруженные проекты с использованием новых технологий; - команду профессионалов, готовых поддержать ваши инициативы; - использование Agile-методологии; - возможность обучения и сертификации за счёт компании; -возможность изучения английского языка, не выходя из офиса; - гибкий график ; - трудоустройство согласно трудовому кодексу - оклад плюс премии по результатам работы - корпоративное обучение - медицинскую страховку - материальная поддержка в особых случаях - скидки на продукты Сбербанка. Про Сбербанк Сбербанк — это современная техническая платформа, создающая новые способы потребления финансовых (и не только) услуг. Мы собираем лучшие технологии и управленческие методы из мировой практики, чтобы превратить «главный» банк России в передовую сервисную экосистему. Если тебе нравится эта идея, присоединяйся к нашей команде. За что сотрудники любят Сбербанк: прогрессивность: да, мы — банк со столетней историей, но одновременно и финтех-стартап с идеями о том, как изменить мир масштаб: внутри одной компании можно развиваться в любом направлении и строить карьеру с любым уровнем амбиций эффект: ты стараешься — и это видят десятки миллионов людей.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,7
928,928,fullstack,Новосибирск,89083.33333333331,135062.5,Центральный банк Российской Федерации,2019-09-16T10:07:09+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Проведение исследований новых решений и платформ на базе технологии распределенных реестров; Разработка прототипов в рамках проводимых пилотных проектов; Развертывание и поддержка development окружения (как правило на основе Linux, Docker и т.д); Анализ дефектов, выявленных по результатам тестирования; Требования: Высшее техническое образование; Без опыта (для уровня должности &quot;эксперт 1 категории&quot;); 3-5 лет (для уровня должности &quot;главный/ведущий эксперт&quot;); Опыт внедрения/разработки/тестирования ИТ решений; Необходимые теоретические знания: Современные паттерны проектирования и программирования; Архитектуры современных ИТ-систем и методов защиты информации; Необходимые практические знания и навыки: Базовое знание Go, Java, Python, С++ или других языков; Общие представления о проектировании и разработки высоконагруженных отказоустойчивых бэкенд-систем; Общие представления о проектировании и разработки бэкенд-систем в микросервисной архитектуре; Начальное понимание основ технологий распределенного реестра, блокчейна и криптографии; Общее понимание принципов работы децентрализованных приложений; Понимание принципов работы и разработки смарт-контрактов; Базовые знания в области современной front-разработки (веб-приложения, мобильные приложения) приветствуется.",Без требований," Проведение исследований новых решений и платформ на базе технологии распределенных реестров; Разработка прототипов в рамках проводимых пилотных проектов; Развертывание и поддержка development окружения (как правило на основе Linux, Docker и т.д); Анализ дефектов, выявленных по результатам тестирования; ",Без условий,Без ключевых навыков,32
440,440,fullstack,Новосибирск,89083.33333333331,90000.0,Кадровое агентство Алексея Сухорукова,2019-10-03T08:54:32+0300,От 3 до 6 лет,Полный день,Полная занятость,"Компания по контрактной разработке устройств в области гибкой электроники, RFID\NFC, Smart City и логистических роботов ищет в свою команду Senior Fullstack Developer. Что ждет Вас в компании: Разработка архитектуры и непосредственное участие в разработке новых и уже существующих проектов Постановка целей, планирование и организация командной работы Code review От вас ожидают: Опыт разработки на стеке JS, Node.js от 3-х лет Хорошие коммуникативные навыки Внимательность к деталям, структурирование информации, логическое мышление Желание решать весьма нестандартные инженерные задачи ​ Взамен вашему светлому уму вы получаете: Официальное трудоустройство Удобный офис в Технопарке Уровень заработной по результатам собеседования Возможность оказывать влияние на продукт: обсуждать задачи не только с точки зрения методов реализации, но и с точки зрения рациональности Почему стоит обратиться именно к нам? ✓Прежде всего наши услуги бесплатны для кандидатов! ✓Мы более 10 лет занимаемся подбором IT-специалистов для крупнейших российских и международных компаний. А наш опыт по подбору сотрудников позволяет решать вопросы любого уровня сложности. ✓Мы умеем находить для компаний самых подходящих и по духу, и по техническим навыкам кандидатов. ✓ Мы можем предложить вам выбор вакансий и работодателей не только в Новосибирске, но и в разных странах. ✓И сможем помочь успешно трудоустроиться в той из них, которая больше всего нравится именно вам и на которую вы лучше всего подходите. ✓Нет, мы не занимаемся тем, что даем шпаргалки и решаем за кандидатов тестовые задания. Но скажем, как лучше подготовиться к прохождению собеседований и решению технических задач.",Без требований,Без обязанностей,Без условий,JavaScript|MySQL|Node.js,15
347,347,fullstack,Новосибирск,89083.33333333331,135062.5,Acryl platform,2019-10-14T11:08:25+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"ACRYL Platform - платформенное решение, основанное на технологии блокчейн, основной вектор развития которого, направлен на достижение максимальной распределенности сети и обеспечение децентрализации всех ее компонентов. Команда ACRYL - крипто-энтузиасты, аккумулировавшие самые эффективные технологии и подходы индустрии на данный момент. Будем рады видеть Вас в нашей команде! Обязанности: Участие в проектировании бизнес-логики и архитектурных решений интересного, динамичного проекта; Разработка и развитие веб-сервисов для пользователей проекта; Интеграция с внешними системами (блокчейн, банкинг и иные); Работа с криптокошельками. Требования: Хорошее знание JavaScript/TypeScript Общий опыт работы от 2 лет. Опыт работы с node.js от 1 года. Опыт разработки как front-end и back-end решений (может варьироваться в ту или иную сторону). Базовые знания HTML5, CSS, DOM. Базовые знания SQL. Навыки работы с git. Желательно: Знание одного из фреймворков: Angular, Vue.JS, React. Опыт разработки на других языках высокого уровня (C/C++, PHP, Java и проч). Базовое понимание работы Linux-систем. Хорошее знание HTML5, CSS, DOM. Мы предлагаем: официальное трудоустройство, график гибкий, с возможностью периодически работать из дома, зарплата по результатам собеседования, возможность представить мировому ИТ-сообществу свои наработки (Open Source), возможности для карьерного и профессионального развития, бесплатные обеды, чай, кофе и другие плюшки.",Без требований," Участие в проектировании бизнес-логики и архитектурных решений интересного, динамичного проекта; Разработка и развитие веб-сервисов для пользователей проекта; Интеграция с внешними системами (блокчейн, банкинг и иные); Работа с криптокошельками. ",Без условий,Без ключевых навыков,4
610,610,fullstack,Новосибирск,100000.0,135062.5,Roowix,2019-09-24T19:02:26+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Мы - Roowix , и мы создаем команды, которые делают живые ИТ-продукты и решают реальные задачи пользователей. Мы расширяем свои команды и сейчас нам требуется middle/senior developer. LiteForex - это онлайн валютный рынок для трейдеров. Наш проект заключается в создании аналога графиков из сервиса TradingView. Это позволит просматривать графики цен различных активов и проводить их технический анализ с помощью различных индикаторов, таких как скользящее среднее. Так же будет возможность рисования на графике с помощью различных инструментов рисования. Это будут не статические картинки, а изображения, привязанные к точкам &quot;живого&quot; графика, который можно прокручивать и масштабировать, и изображения при этом будут меняться одновременно с графиком. Созданными рисунками можно будет делиться с другими трейдерами по ссылке. Задачи: По технологиям: график рисуется на canvas-е, так как нам необходима высокая производительность и возможность отображать несколько графиков, каждый из которых может состоять из нескольких тысяч точек. Для разработки графика мы используем EaselJS - библиотеку, реализующую подобие DOM - а для canvas и React с custom render-ом, который рендерит компоненты не в стандартный DOM, а в дерево объектов EaselJS. Для хранения глобальных данных используется MobX. Так же в ближайшем будущем для оптимизации производительности будут использоваться Web Workers. Весь код проекта написан на Typescript. Требования: Опыт от 3 лет; Опыт разработки на React, Angular или Vue; Способность разрабатывать алгоритмы средней сложности; Умение проектировать архитектуру приложения; Желателен опыт работы с Typescript; Интерес к решению математических задач. Условия: Официальное трудоустройство, стабильная зарплата; Гибкий график работы, по согласованию с командой; Уроки английского языка прямо в офисе; Дружный коллектив, работа в условиях взаимопомощи между коллегами; Ежегодные выездные корпоративы, проведение митапов; У нас есть два комфортных оборудованных офиса в Академгородке (Технопарк) и в центре города (бц &quot;10 столиц&quot;). Вы можете выбрать для работы наиболее удобный."," Опыт от 3 лет; Опыт разработки на React, Angular или Vue; Способность разрабатывать алгоритмы средней сложности; Умение проектировать архитектуру приложения; Желателен опыт работы с Typescript; Интерес к решению математических задач. ",Без обязанностей," Официальное трудоустройство, стабильная зарплата; Гибкий график работы, по согласованию с командой; Уроки английского языка прямо в офисе; Дружный коллектив, работа в условиях взаимопомощи между коллегами; Ежегодные выездные корпоративы, проведение митапов; У нас есть два комфортных оборудованных офиса в Академгородке (Технопарк) и в центре города (бц &quot;10 столиц&quot;). Вы можете выбрать для работы наиболее удобный.",JavaScript|CSS|HTML|HTML5|Agile Project Management|PHP|AngularJS|ReactJS|ООП,23
