,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
740,740,разработчик c++,Челябинск,60000.0,100000.0,Планар,2019-10-18T16:53:54+0300,От 3 до 6 лет,Полный день,Полная занятость,"Должностные обязанности: Разработка ПО на языках C/C++, Python для платформ Windows, Linux. Разработка внутренних алгоритмов программ (Application backend). Разработка интерфейса пользователя программ (Application frontend). Требуемые навыки: Опыт разработки коммерческих продуктов, опыт программирования на C/С++ от 3 лет. Уверенное владение ООП, знание шаблонов (паттернов) проектирования, основных алгоритмов и структур данных. Хорошие знания STL. Использование современных стандартов C++ 11/14 и практик программирования. Вашим преимуществом будет: Опыт в разработке проектов, использующих многопоточность и синхронизацию, клиент-серверную архитектуру (IPC/TCP/UDP). Отличные навыки отладки, профилирования и оптимизации кода. Опыт разработки приложений с использованием Qt, Wt, ZMQ. Умение работать с системами контроля версий (GIT). Знание технического английского. Навыки работы в больших командах с разными функциональными ролями, подпроектами и т.п. Опыт проведения Code Review. Мы предоставляем : Интересные задачи. Возможность профессионального и карьерного роста. Официальное трудоустройство по ТК РФ. Своевременную выплату заработной платы. Помощь в переезде в Челябинск. Офис в центре города с собственной парковкой. Собственную столовую с питанием по льготным ценам. Обучение английскому языку на территории предприятия. Участие в корпоративных мероприятиях и праздниках.",,,,ООП|STL|Design Patterns|C/C++|Linux|TCP/IP|Python|Qt|GUI
