,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
613,613,senior front end разработчик (tinkoff travel),Новосибирск,,,Тинькофф,2019-09-27T05:38:26+0300,От 3 до 6 лет,Полный день,Полная занятость,"В команду Travel на новые позиции требуется web-разработчики высокого уровня. Перед ними будут стоять интересные и сложные задачи, такие как внедрение кросс-продаж на этапе покупки авиабилета, создание много-функционального приложения для путешественников all included. Разработка и внедрение мобильного web-приложения (PWA, web-view), разработка offline стратегий взаимодействия с пользователем. Разработка механизмов привлечения новых клиентов через продукты Travel. Нам нужны супер-разработчики приятные в общении профессионалы своего дела. Travel - это экосистема путешествий на базе платформы Tinkoff.ru. Мы разрабатываем all included сервис для путешественников, в котором можно покупать авиа и ж/д билеты, забронировать отель или машину, подобрать себе туры онлайн. Мы уже год успешно продаем авиабилеты сами как агент и сотрудничаем с Booking, One Two Trip, RentalCars, Travalata. В наших ближайших планах: внедрение усовершенствованной онлайн службы поддержки клиентов Travel, продажа дополнительных услуг на этапе продажи (страховки, багаж, места в самолете), свое мобильное и PWA приложение, продажа авиабилетов за мили, регистрация на рейс. Редизайн (или полностью своя реализация) разделов Ж/Д, отелей и аренды авто. Мы амбициозный стартап, внутри сформировавшейся и быстро-развивающейся экосистемы Tinkoff.ru . Уже сейчас мы активно тесним лидеров рынка авиаиндустрии сервисом для путешествий, используя самые передовые технологии IT и нашу любовь к клиентам! Тебе предстоит: участие в проектировании архитектуры с использованием нашей платформы; Изучение новых технологий и внедрение их в проект. Да, мы выделяем время на исследовательскую деятельность, а не просто плодим код; Непрерывно обучаться, совершенствовать свои знания и навыки. Мы ждем от тебя : Отличное знание JavaScript; Опыт разработки сложных веб-приложений; Желание работать с React на крупном проекте со сложной бизнес-логикой, разрабатывать новые фичи, внедрять новую архитектуру, оптимизировать, писать UNIT и UI тесты. Опыт разработки RIA/SPA на JS; Опыт работы с React/Redux и разработки universal/isomorphic приложений; Опыт использования TypeScript; Знание JS библиотек, таких как: RxJS, Ramda и подобных. Будет плюсом: Понимание методологии TDD/BDD и опыт написания javascript unit tests; Опыт использования NodeJS/ExpressJS. От нас: Интересные и нетривиальные задачи; Комфортные условия труда, хорошо оборудованное рабочее место в БЦ «Кронос» в центре города; Белая заработная плата, размер которой обсуждаем индивидуально на собеседовании; Добровольное медицинское страхование (ДМС); Компенсация на выбор в формате cashback: обедов, такси; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Поездки на конференции и обучающие курсы.",,,,HTML5|CSS3|Работа в команде|Деловая этика|MS Movie Maker
