,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1092,1092,ведущий эксперт управления разработкой team lead (nsk),Новосибирск,,,Билайн,2019-10-15T10:57:52+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Наша команда Digital разрабатывает и внедряет в жизнь самые актуальные и современные технологии. Вместе мы не только создаем digital-будущее Телекома, но и используем инновационные инструменты в своих проектах, работая по Scrum в дистанционных командах. Если ты готов решать по-настоящему сложные задачи, которые, возможно, до тебя не решал никто, обладаешь аналитическими способностями, если тебя не пугают масштабные проекты и профессиональные вызовы – присоединяйся! Билайн признан работодателем №1 в телеком-отрасли России. И сейчас у тебя есть возможность присоединиться к лучшей команде в качестве Team Lead. Итак, тебе предстоит: • Перенос большой микросервисной системы во внутреннюю разработку; • Глубокое погружение в работающую систему с многолетней историей; • Перенос системы без остановки эксплуатации; Задачи: • Изучение большой микросервисной системы, разработанной вендором; • Планирование процедуры переноса включая исходники, баг-трекер, CI/CD средства и т.д; • Анализ и описание существующей архитектуры; • Проектирование новой архитектуры с учетом интеграции с DMP-платформой (платформой по обработке больших данных); • Проектирование и реализация новых микросервисов; • Управление командой разработки. Мы будем рады рассмотреть твою кандидатуру, если у тебя есть: • Опыт промышленной разработки на Java от 5 лет; • Уверенное знание Java Core (коллекции, многопоточность), Stream API; • Большой опыт работы со Spring(Core, Data, Security, MVC, Boot); • Опыт работы с реляционными СУБД (Oracle, PostgreSQL); • Опыт работы с очередями сообщений (Kafka, ZeroMQ, Rabbit); • Желателен опыт создания высоконагруженных систем с обработкой большого количества данных (Spark, Hadoop, MapReduce); • Желателен опыт работы NO-SQL хранилищами(Hbase, Redis, Ignite); • Желательно знакомство со Scala, Python; • Желательно знакомство со средствами логирования, мониторинга и визуализации обработки больших данных (Splunk, Grafana, QlickSense); • Опыт планирования командной работы (постановка задач, планирование итераций); • Опыт отслеживания командной работы (системы контроля версий, баг-трекеры, CI/CD .инструменты). Что мы предлагаем: • Непосредственное участие в разработке уникальных продуктов; • Работа в современной гибкой среде, где есть возможность самостоятельно принимать решения; • Дружеская открытая атмосфера, где приветствуется инициативность и поощряется нестандартный подход; • Развитие через новые и сложные задачи; • Постоянное саморазвитие и обучение; • Beefree - гибкий рабочий график и возможность работать удаленно – планируй свое время сам; • Полис добровольного медицинского страхования, обслуживаемый в лучших клиниках города; • Служебную сотовую связь. В Билайн мы развиваем и поддерживаем здоровую и безопасную рабочую среду. Каждый сотрудник соблюдает Кодекс поведения, внутренние правила компании и придерживается принципов деловой этики. Мы поступаем честно и этично как по отношению к друг другу, так и к нашим внешним партнерам.",,,,PostgreSQL|Java|SQL|Python|SCALA|Базы данных|Spring Framework
