,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1207,1207,руководитель web разработки (team lead) в г.казань,Самара,,,Maxima,2019-10-16T14:13:13+0300,От 3 до 6 лет,Полный день,Полная занятость,"Уважаемые кандидаты, обратите, пожалуйста, внимание, что наша компания находится в Казани. Вакансия предполагает переезд в наш город. Обязанности: Управление командой разработчиков (backend, frontend); Разработка и поддержание архитектуры проекта; Выбор технологий для реализации проектов; Контроль сроков и качества задач; Отладка, профилирование, оптимизация кода; Ревью кода; Разработка технической документации; Участие в подборе/найме специалистов Работа с мотивацией и адаптацией сотрудников отдела Требования: Опыт руководства отделом/команды от 3 лет Опыт коммерческой разработки: C#/C++/JavaScript/CSS/HTML/PHP/SQL; Умение выстраивать процессы работы отдела; Знание принципов и опыт применения гибких методологий; Навыки постановки задач и контроля Лидерские качества; Инициативность, целеустремлённость, настойчивость Системный подход к выстраиванию процессов, реализации задач Условия: Оформление по ТК РФ, все социальные гарантии; Гибкий график работы (пятидневка, присутственное время с 10.00 до 17.00, но не менее 40 часов в неделю); ДМС после испытательного срока; Профессиональное обучение и сертификация, корпоративные тренинги и семинары; Работу в профессиональной команде. Многие специалисты являются уникальными в своей области; Комфортный офис класса А; Полностью оборудованная кухня, корпоративные напитки; Собственный спортзал на 1-м этаже офисного здания; Курсы английского языка за счет компании; Корпоративные мероприятия, team-building; Игры в волейбол и настольный теннис с коллегами каждую неделю. Помощь в релокации"," Опыт руководства отделом/команды от 3 лет Опыт коммерческой разработки: C#/C++/JavaScript/CSS/HTML/PHP/SQL; Умение выстраивать процессы работы отдела; Знание принципов и опыт применения гибких методологий; Навыки постановки задач и контроля Лидерские качества; Инициативность, целеустремлённость, настойчивость Системный подход к выстраиванию процессов, реализации задач "," Управление командой разработчиков (backend, frontend); Разработка и поддержание архитектуры проекта; Выбор технологий для реализации проектов; Контроль сроков и качества задач; Отладка, профилирование, оптимизация кода; Ревью кода; Разработка технической документации; Участие в подборе/найме специалистов Работа с мотивацией и адаптацией сотрудников отдела "," Оформление по ТК РФ, все социальные гарантии; Гибкий график работы (пятидневка, присутственное время с 10.00 до 17.00, но не менее 40 часов в неделю); ДМС после испытательного срока; Профессиональное обучение и сертификация, корпоративные тренинги и семинары; Работу в профессиональной команде. Многие специалисты являются уникальными в своей области; Комфортный офис класса А; Полностью оборудованная кухня, корпоративные напитки; Собственный спортзал на 1-м этаже офисного здания; Курсы английского языка за счет компании; Корпоративные мероприятия, team-building; Игры в волейбол и настольный теннис с коллегами каждую неделю. Помощь в релокации",JavaScript|CSS|HTML|Контроль качества|Постановка задач разработчикам
