,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
594,594,"full stack developer (bitrix, php, javascript, jquery, cms) в офисе или удаленно",Челябинск,40000.0,80000.0,Первый Гипермаркет Мебели,2019-10-19T11:37:56+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"В наш замечательный ИТ - отдел, где каждый - специалист своего дела как раз требуется талантливый разработчик &amp; хороший человек! У нас понятные задания, отзывчивые пользователи! А если Вы хотите стать частью проекта &quot;мебельный маркетплейс&quot; - дайте нам знать! Приглашаем Вас сразу на итоговое интервью, если Вы: Имеете опыт от 1 года (PHP, JavaScript, jQuery)? Реализовали интересные проекты Back - end или Full - stack? Уже догадались, что опыт с bitrix - важная составляющая для кандидатов на удаленную вакансию! Откликайтесь и мы назначим Вам встречу в течение 3 дней! Также можно оставить отклик СООБЩЕНИЕМ в TELEGRAMM! Что мы Вам предоставим: Крутой офис, постоянный контакт с командой ИТ-службы, приятная рабочая атмосфера; Уровень оплаты труда (fix) оговариваем с финальным кандидатом индивидуально! Уединенная кухня в 33 шагах от рабочего стола, с релаксирующим видом из окна; Отдельное место для бесплатного чая и кофе прямо рядом с рабочим местом; Работа в команде full-time ( 5/2 09.00-18.00 по местному времени ) - В ОФИСЕ ИЛИ УДАЛЕННО; Для студентов и будущих выпускников профильных факультетов - особые условия! Мы работаем в Open Space, но для ИТ-отдела выделен отдельный кабинет (!); Подтвержденный официально стаж, гарантия занятости в развивающейся компании; Рабочее мощное &quot;железо&quot; (совсем новенькое), мы даже переписываемся в Discord; Отличная команда: с нами работают и студенты, и опытные разработчики! Ценные денежные подарки именинникам; корпоративные мероприятия; Регулярная оплата труда 2 раза в месяц, без зависимости от &quot;заказчика&quot;; Оплачиваемые отпуска 2 раза в год; Уровень дохода оговаривается по итогам интервью и прямо пропорционален навыкам; За знания и умения мы платим больше, чем конкурент - проверено. Важно: сразу проводим тех.интервью, без сложных этапов отбора, 30-40 минут; ! Конфиденциальность гарантируем - наш HR умудренный опытом и дружит с кандидатами и доступен в &quot;телеграмм&quot;! объявление не является публичной офертой!",,,,PHP|HTTP|JavaScript|MySQL|Ajax|XML|Linux|SQL|Управление проектами|CSS|Java|Nginx|CSS3|Git|HTML|HTML5|jQuery|CMS Bitrix
