,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
872,872,devops engineer (фабрика микросервисов),Екатеринбург,,,МегаФон,2019-10-07T09:19:33+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Федеральный оператор мобильной и фиксированной связи ПАО МегаФон в связи с запуском Фабрики микросервисов приглашает принять участие в конкурсе на вакансию- DevOps engineer. Ваши будущие задачи: Разработка программных решений для платформ Бизнес-сервисов, в том числе на базе OpenSource решений Разработка архитектуры Разработка и поддержка решений для непрерывной доставки и интеграции ПО для платформ Бизнес-сервисов (CI/CD), используя практики и подходы DevOps Разработка новых подходов, развитие и сопровождение систем управления конфигурациями Разработка и поддержка решений для развертывания тестовых зон платформ Бизнес-сервисов Разработка систем для реакции на типовые инциденты, автоматизация часто повторяющихся процессов на платформе Бизнес-сервисов Совместно с командами BSS проводить аналитику платформ Бизнес-сервисов и связанных подсистем, проводить оптимизацию, разрабатывать новые программно-аппаратные комплексы. От кандидата мы ждем: Опыт работы с инструментами управления конфигурацией Ansible, Terraform, Forman, Puppet, Chef – любые. Знание языков, Shell, Python, Ruby, C – два любых Опыт работы с системами контейнеризации Docker-Swarm, Kubernetes, Cattle - любые Знание ОС Linux на уровне администратора системы. Знание виртуализации KVM, VMware, XEN, Hyper-V – любая. Желательно: опыт работы с высоконагруженными платформами – Docker, Kubernetes, Nginx, HAProxy Желательно: знать модель OSI и уметь применять знания на практике Мы используем в работе: CI/CD - GitLab, Jenkins, Terraform, Artifactory, Vault, Rancher OC – RHEL, CentOS, Ubuntu Базы данных – Oracle, PostgreSQL, mySQL, DataStax(Cassandra), Tarantool, ClickHouse Условия: Работа в одной из самых крупных телекоммуникационных компаний России Официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата Возможность удаленной работы несколько дней в неделю Теплая и дружественная атмосфера в коллективе, помощь в адаптации на новом месте ДМС (включая стоматологию и возможность льготного подключения родственников к программе) Страхование жизни Так как мы заинтересованы в Вашем развитии, мы предлагаем компенсацию по изучению английского языка Компенсация мобильной связи МегаФон Частичная компенсация любого фитнес-абонемента и возможность участия в различных корпоративных спортивных секциях, командах и состязаниях Внутренние конкурсы с достойными призами и зажигательные корпоративные мероприятия Настольный хоккей на территории офиса",,," Работа в одной из самых крупных телекоммуникационных компаний России Официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата Возможность удаленной работы несколько дней в неделю Теплая и дружественная атмосфера в коллективе, помощь в адаптации на новом месте ДМС (включая стоматологию и возможность льготного подключения родственников к программе) Страхование жизни Так как мы заинтересованы в Вашем развитии, мы предлагаем компенсацию по изучению английского языка Компенсация мобильной связи МегаФон Частичная компенсация любого фитнес-абонемента и возможность участия в различных корпоративных спортивных секциях, командах и состязаниях Внутренние конкурсы с достойными призами и зажигательные корпоративные мероприятия Настольный хоккей на территории офиса",ORACLE|Ruby|Nginx|SQL|PostgreSQL|MongoDB|Python
