,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
530,530,web разработчик (backend),Челябинск,30000.0,50000.0,Кадры Роста,2019-10-21T06:45:02+0300,От 3 до 6 лет,Полный день,Полная занятость,"Мы активно-развивающаяся торгово-строительная компания (mottex), которая ищет в свою небольшую, но дружную команду Backend разработчика для поддержки существующих проектов компании и разработки новых. Требования: Опыт работы от 2 лет на релевантной позиции Знание JS (node) Знание PHP7, понимание принципов ООП Опыт работы с СУБД MYSQL (MariaDB) Знание систем контроля версий (Git) Опыт работы с фреймворками будет плюсом (Laravel, Yii2, Symfony4) Условия: График 5\2 c 8:30 до 18:00 Возможности роста Обучение и интересные проекты Корпоративные мероприятия Официальное трудоустройство Рабочее место с хорошим железом Оставляйте свои отклики даже если сомневаетесь - мы рассматриваем все резюме"," Опыт работы от 2 лет на релевантной позиции Знание JS (node) Знание PHP7, понимание принципов ООП Опыт работы с СУБД MYSQL (MariaDB) Знание систем контроля версий (Git) Опыт работы с фреймворками будет плюсом (Laravel, Yii2, Symfony4) ",, График 5\2 c 8:30 до 18:00 Возможности роста Обучение и интересные проекты Корпоративные мероприятия Официальное трудоустройство Рабочее место с хорошим железом Оставляйте свои отклики даже если сомневаетесь - мы рассматриваем все резюме,MySQL|Git|ООП|Yii|1С-Битрикс
