,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
871,871,аналитик 1с разработка по для рынка оаэ,Новосибирск,90000.0,,Первый Бит,2019-09-18T14:01:08+0300,От 3 до 6 лет,Полный день,Полная занятость,"Подразделение Middle East компании &quot; First BIT&quot; в России приглашает опытного аналитика 1С с хорошим английским языком (технический) для разработки новых модулей решения FirstBIT ERP для рынка ОАЭ. FirstBIT ERP - это ERP-система, разработанная на платформе 1С для международного рынка. Это уникальный опыт для сферы 1С - мы первые, кто вывел наш программный продукт на новый уровень и адаптировал его под англоговорящего пользователя. Требуемый опыт работы: от 3 лет (участие в крупных проектах по внедрению программных продуктов 1С или по разработке тиражных решений в качестве аналитика). Полная занятость, полный день, удаленная работа (home office). Обязанности: Продумывать концепции новых модулей на базе собственного опыта и изучения международных подходов; Создавать детальное описание нового функционала на языке метаданных; Давать пояснения по функционалу программистам, тестировщику, техническому писателю; Помощь маркетологу в подготовке маркетинговых материалов и мероприятий; Изучение государственных нормативных документов, влияющих на функционал продукта. Требования: Владение английским языком на уровне, достаточном для уверенного чтения текстов и нормативной документации; Отличное понимание бухгалтерского, налогового и управленческого учета; Отличное понимание основных бизнес-процессов коммерческих организаций; Отличное знание архитектуры 1С на уровне подготовки технических заданий; Минимум один сертификат 1С: Специалист-консультант (по 1C: Бухгалтерии предприятия, 1C: Управлению торговлей, 1C: ERP); Хорошее понимание принципов МСФО. Условия: Получение уникального международного опыта работы; Гибкая система мотивации, нацеленная на Ваш профессиональный рост и качественное выполнение обязанностей; Официальное оформление; Полностью белая зарплата фикс по результатам собеседования (в объявлении указана вилка &quot;от&quot; - мы готовы обсуждать пожелания успешного кандидата при личном общении). Льготный ДМС; Работа в составе удаленной команды (home-office или другой удобный Вам формат); 5-дневная рабочая неделя; Мультинациональная команда профессионалов, всегда готовых помочь."," Владение английским языком на уровне, достаточном для уверенного чтения текстов и нормативной документации; Отличное понимание бухгалтерского, налогового и управленческого учета; Отличное понимание основных бизнес-процессов коммерческих организаций; Отличное знание архитектуры 1С на уровне подготовки технических заданий; Минимум один сертификат 1С: Специалист-консультант (по 1C: Бухгалтерии предприятия, 1C: Управлению торговлей, 1C: ERP); Хорошее понимание принципов МСФО. "," Продумывать концепции новых модулей на базе собственного опыта и изучения международных подходов; Создавать детальное описание нового функционала на языке метаданных; Давать пояснения по функционалу программистам, тестировщику, техническому писателю; Помощь маркетологу в подготовке маркетинговых материалов и мероприятий; Изучение государственных нормативных документов, влияющих на функционал продукта. "," Получение уникального международного опыта работы; Гибкая система мотивации, нацеленная на Ваш профессиональный рост и качественное выполнение обязанностей; Официальное оформление; Полностью белая зарплата фикс по результатам собеседования (в объявлении указана вилка &quot;от&quot; - мы готовы обсуждать пожелания успешного кандидата при личном общении). Льготный ДМС; Работа в составе удаленной команды (home-office или другой удобный Вам формат); 5-дневная рабочая неделя; Мультинациональная команда профессионалов, всегда готовых помочь.",1С: Предприятие 8|ERP-системы на базе 1С|Обновление конфигурации 1С|1С: Комплексная автоматизация|Английский язык|МСФО|Бухгалтерская отчетность|1С: CRM ПРОФ|1С программирование|1С Аналитик|1С: Бухгалтерия|Налоговый учет|Управленческий учет|1С: специалист
