,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
884,884,руководитель проектов (1 с),Новосибирск,60000.0,150000.0,Первый Бит,2019-10-03T07:12:39+0300,От 3 до 6 лет,Полный день,Полная занятость,"Сегодня компания «ПЕРВЫЙ БИТ» - международная IT-компания, специализируется на предоставлении комплекса услуг по автоматизации предприятий любого масштаба различных видов деятельности. Успешно работаем со всеми компаниями из любой отрасли - от небольших фирм до огромных корпораций, имеющих филиальную структуру. ОБЯЗАННОСТИ: - Участие в продаже проекта; - Выбор стратегии выполнения проекта; - Выстраивание конструктивных отношений с заказчиком; - Ведение проектной документации по стандартам компании; - Участие в разработке, тестировании, сдаче проекта; - Контроль и координация проектной команды на всех этапах проекта; - Контроль выполнения процедур проекта, включая управление рисками, проблемами, коммуникациями, запросами на изменение, ресурсами и поставщиками, финансами и результатами проекта. ТРЕБОВАНИЯ: - Опыт работы от 2х лет в качестве ведущего специалиста или руководителя проектов по внедрению проектов на 1С: ERP, УПП, WMS, Управление торговлей, Зарплата и управление персоналом или Бухгалтерия предприятия; - Опыт работы на всех этапах внедрения проекта; - Опыт написания технической документации; - Знание одной или нескольких предметных областей (производственный учет, торгово-складской учет, расчет зарплаты и кадровый учет, бухгалтерский и налоговый учет); - Знание проектных технологий; - Сертификаты: наличие сертификатов 1С: Специалист по линейке 1С: Предприятие 8; 1C: ERP приветствуется. - Навыки программирования на 1С. МЫ ПРЕДЛАГАЕМ: - Уровень заработной платы будет зависеть от Вашей квалификации, ответственности, самостоятельности и готовности решать сложные, интересные и разноплановые задачи; - Возможность профессионального и карьерного роста; - Возможность работать с интересными, сложными задачами в сфере автоматизации бизнеса клиентов; - Возможность перенять опыт успешных коллег из других городов; - Льготное ДМС, &quot;белая&quot; заработная плата; - Оформление по ТК РФ.",,,,
