,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
809,809,fullstack веб разработчик (дальний восток сибирь),Новосибирск,80000.0,130000.0,Conjoint.ly,2019-10-14T21:12:46+0300,От 3 до 6 лет,Полный день,Полная занятость,"Наша небольшая команда занимаемся разработкой сервиса для маркетинговых исследований. Нам требуется надёжный full-stack веб-разработчик для внедрения новых функций и рефакторинга. Работа на постоянной удаленной основе. ﻿Обратите внимание! ﻿ ﻿ Мы рассматриваем заявки от соискателей, которые живут только ﻿по часовому поясу от Новосибирска до Чукотки и НЕ являются агенством или студией по подбору персонала﻿. Обязательные технические умения: Умение развернуть и настроить окружение Apache, PHP, MySQL PHP 7.x (ООП) с одним из бек-енд фреймворков (например, Laravel, Yii2, Slim) Vue.js, JavaScript (JQuery), HTML5, CSS Опыт разработки UI с использованием Bootstrap Git (GitHub) Желательный технический опыт работы с: MySQL (проектирование, оптимизация БД) Twig (шаблонизатор) API (например, Amazon, Google) Понимание, как работает протокол HTTP(S) Требуемые навыки по работе: Написание понятного объектно-ориентированного кода Использовать рефакторинг, и производить его, когда это необходимо Привычка учитывать уязвимости и методы безопасности, от HTTP-запроса и до БД Умение оценить объем и время выполнения задачи Умение работать с чужим кодом Административные моменты: Работа на постоянной удаленной основе в расчете на полный рабочий день Быть на связи в течение вашего рабочего дня, используем Slack и Skype. Работать по часовому поясу от Благовещенска до Чукотки Готовность выполнить небольшое тестовое задание (один или два дня за оплату при выполненной задаче) Готовность подписать договор о неразглашении Бонусы Интересная и разнообразная работа, на передовой маркетинговых исследований Стабильная занятость в маленькой, приятной команде Хорошая зарплата и бонусы за качественный, безбаговый код",,,,Vue.js|CSS|Git|JavaScript|MySQL|HTML5|PHP|Bootstrap|HTML|Apache HTTP Server
