,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
113,113,frontend developer frontend разработчик,Новосибирск,80000.0,,АйТи Мегастар,2019-09-27T14:14:15+0300,Нет опыта,Полный день,Полная занятость,"Megastar — команда из более чем 50 специалистов, которая знает как делать IT/digital - продукты, предназначенные как для широкой, так и узкоспециализированной аудитории. Лидеры внутренних команд компании — истинные профессионалы, контролирующие выполнение задач и отвечающие за здравый смысл в разработке. К каждой задаче мы относимся как к продукту, думая не только о её прямом выполнении, но и стараемся заложить собственную экспертизу, в том числе и в её постановку. Мы делаем всё от нас зависящее, чтобы определить реальные цели наших партнеров и достичь их оптимальным способом.Наши ключевые ценности- компетентность, ответственность, гибкость и клиентоориентированность. В связи с расширением, приглашаем в нашу команду Frontend developer. Пожелания к будущему сотруднику: опыт разработки на HTML5 и CSS3 (кроссбраузерность, адаптивность, табличная и блочная верстка); опыт разработки на последних версиях ECMAScript либо на Typescript; опыт работы с Angular,Vuejs; опыт использования SASS/LESS; знание CSS методологий (BEM, SMACSS); опыт работы с системами контроля версий, Mercurial/Git; Будет плюсом: понимание принципов RESTful APIs и опыт их построения; опыт работы с ASP.NET WebAPI; знание React; опыт построения и использования OData API. Чем предстоит заниматься: разработка и поддержка проектов на angular/react/vuejs. Мы предлагаем: оформление по ТК РФ; гибкий график; команды профессионалов, искренне заинтересованных в развитии проектов, с продуктовым подходом; интересные проекты различной сложности; возможность профессионального и карьерного роста до Team/Tech Lead; достойный уровень заработной платы (обсуждается на собеседовании); безлимит чай, кофе, печеньки,корпоративы; удобная парковка с большим количеством парковочных мест; комфортные, стильные офисы в Новосибирске и Академгородке. Даже если Вы не нашли какой -то пункт у себя в резюме, мы все равно будем рады познакомиться и рассмотреть Вашу кандидатуру, поэтому смело откликайтесь, даем обратную связь! В случае, если мы не ответили Вам в течение 14 календарных дней, значит мы пока не можем предложить Вам дальнейшее взаимодействие и сотрудничество. Но! Мы сохраняем отклик на перспективу, на будущие проекты. «Отправляя резюме на данную вакансию, Вы тем самым подтверждаете свое согласие на сбор, систематизацию, накопление, хранение, уточнение, использование, передачу, обезличивание, блокирование, уничтожение своих персональных данных в соответствии с п.3 ч.1 ст.3 Федерального закона от 27.07.2006г № 152-ФЗ «О персональных данных».",,,,JavaScript|Git|CSS|Typescript|HTML|Rest API|AngularJS|Vue.js
