,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
168,168,руководитель группы разработчиков 1с,Новосибирск,120000.0,150000.0,Кадры-54,2019-10-20T06:25:24+0300,Более 6 лет,Полный день,Полная занятость,"Требуется Руководитель группы разработчиков (1С) На постоянную работу у крупного Новосибирского производителя. Цель проекта - оптимизировать текущую ИТ структуру, с учетом потребностей предприятий Этапы проекта (рабочая версия, детали обсуждают): Аудит текущей ИТ структуры, аудит ИТ бизнес-процессов. Выработка предложения по оптимальной и приемлемой структуре Оценка ресурсов (сроки, бюджет, персонал) Формирование ТЗ и требований Внедрение решение (управление командой разработчиков, организация переноса данных, тестирования, обучение пользователей и пр) Требования: Опыт работы Руководителем группы разработчиков, Ведущим программистом , Тим-лидом Опыт самостоятельного ведения проектов, успешных внедрений продуктов на базе платформы 1С Опыт разработки решений на платформе 1С 8.2/8.3 Знание конфигураций 1С:УПП, 1С:ERP (желательно) Знание прикладных областей (производство, торговая деятельность, складской учет, логистика) Навыки оценки задач на автоматизацию на предмет влияния на существующие бизнес-процессы Условия: Позиция топ-менеджера в компании Высокая заработная плата (есть премии и бонусы) Профессиональная команда ИТ отдела и менеджеров Интересные масштабные проекты Работа на стабильного крупного производителя График работы 5/2 с 8.00 до 17.00, соц. пакет полный Уютная рабочая атмосфера (кафе, дружные кооперативы и пр)"," Опыт работы Руководителем группы разработчиков, Ведущим программистом , Тим-лидом Опыт самостоятельного ведения проектов, успешных внедрений продуктов на базе платформы 1С Опыт разработки решений на платформе 1С 8.2/8.3 Знание конфигураций 1С:УПП, 1С:ERP (желательно) Знание прикладных областей (производство, торговая деятельность, складской учет, логистика) Навыки оценки задач на автоматизацию на предмет влияния на существующие бизнес-процессы ",," Позиция топ-менеджера в компании Высокая заработная плата (есть премии и бонусы) Профессиональная команда ИТ отдела и менеджеров Интересные масштабные проекты Работа на стабильного крупного производителя График работы 5/2 с 8.00 до 17.00, соц. пакет полный Уютная рабочая атмосфера (кафе, дружные кооперативы и пр)",Управление проектами|1С: Управление Производственным Предприятием|1С: Предприятие 8|1С: Производство|1С: Зарплата и управление персоналом|ERP-системы на базе 1С|руководство командой разработчиков|1С программирование|Ведение переговоров|1С: Управление предприятием|Оптимизация бизнес-процессов
