,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
310,310,project manager менеджер проектов (обучающая платформа),Новосибирск,,,Группа компаний «SWEB GROUP»,2019-10-13T15:30:52+0300,От 3 до 6 лет,Полный день,Полная занятость,"О команде. Мы EdTech проект, меняем традиционное образование в сфере охраны труда с помощью технологий. Наша IT-команд растет и развивается, у нас есть продуктовая команда, большая команда по разработке, а также сильная экспертиза в данной области. Наша разработка — обучающая платформа с более 200 различных обучающих курсов. Это уникальный продукт для нашего рынка. Под капотом. Распределённая команда с четкими ролями, применяем смесь kanban и scrum: работаем на результат, в production выкатываем изменения по нескольку раз в день, регулярные стендапы, ретроспективы. Наши менеджеры не боятся слова «рефакторинг», для работы с техническим долгом выделяем время в спринте. Не боимся ошибаться, а если так происходит, то проводим post mortem, разбираем ошибки и работаем дальше. Используем современные инструменты коммуникации. О вакансии. Мы в поиске сильного Project manager, способного взять на себя техническое лидерство над одной из наших команд разработки продуктов. Что нужно будет делать: Постановка задач команде разработки (2 бэкенд разработчика, фронтенд разработчик, тестировщик); Коммуникация с другими участниками команды (продуктовый менеджер, системный аналитик, маркетологи, эксперт, продажи); Участие в развитии проектной команды; Участие в разработке архитектуры информационных систем. У нас: Сильная команда разработки с четким распределением ролей (Agile); Разработка сложного web-сервиса и системы автоматизации в крупной компании; Конкурентоспособная заработная плата; Официальное трудоустройство Гибкий рабочий график; Офис в центре города. Необходимые навыки: Опыт работы менеджером проекта в крупных веб проектах (agile); Опыт разработки технических заданий и мокапов; Опыт работы с системами баг-трекинга; Наличие портфолио; Кого мы хотим найти: Активного, энергичного и дружелюбного - мы сами такие и хотим поддерживать комфортную нам атмосферу в коллективе; С хорошими организаторскими способностями и умением доводить задачи до реализации; С умением ясно и грамотно излагать свои мысли. Наши достижения: - Слаженная многоплановая команда, способная решать любые задачи; - Уникальная обучающая платформа для нашего рынка; - NPS (удовлетворенность пользователей) продуктом 93%; - Конверсия заявки в пользователя - более 90%. Наши планы: - Развитие команды разработки; - Запуск различных сервисов для специалистов охраны труда; - Масштабирование проекта по России и СНГ; Что нужно сделать сейчас: В нескольких предложениях напишите, чем мы Вам интересны (Или почему Вы нам подходите. Или просто, покажите что Вы интересный собеседник). Отсутствие сопроводительного письма - признак верной рассылки резюме = &quot;устройства обычного сотрудника на первую попавшуюся работу&quot;. Нам кажется, что удачное сотрудничество начинается иначе, поэтому такие обращения мы игнорируем. А если человек стесняется/не умеет написать несколько строк о себе - как же ему развивать отношения с клиентами?",,,,Project management|Agile Project Management|Scrum|Team management|Управление проектами|Организаторские навыки
