,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
203,203,программист 1с (техническая поддержка),Новосибирск,,,Газпром нефть,2019-10-18T12:08:21+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Будем рады, если вы проголосуете за нас в разделе &quot;Энергетика, добыча и переработка сырья&quot; по ссылке: http://rating.hh.ru/poll/ В связи со значительным увеличением объема внедрения и развития продуктов 1С в группе компаний «Газпром нефть» требуется Специалист 1С. Задачи: Техническая поддержка систем 1С Консультация пользователей систем 1С Администрирование информационных баз Тестирование релизов, поиск технических ошибок Описание технических ошибок на доработку Аналитическая работа по данным систем мониторинга. Пожелания: Стаж работы программистом 1С не менее 2-х лет Знание и понимание архитектуры и функциональных возможностей Платформы 1С:Предприятие 8 Владение языком запросов, разработка управляемых форм, создание отчетов на СКД, использование БСП Понимание программного кода на 1С версий 8.2, 8.3, практические знания проверки качества кода и его оптимизации, опыт написания запросов с помощью консоли запросов 1С Опыт работы веб-сервисов Опыт настройки правил регистрации объектов Опыт работы с конфигурацией «Конвертации данных» Опыт командной разработки, документирования, оценки трудоемкости задач и соблюдения сроков. Будет преимуществом: Наличие сертификатов 1С Знание и практический опыт применения методик оптимизации производительности решений 1С. Мы предлагаем: Составление индивидуального плана развития Возможность обучения за счет компании в сертифицированных учебных центрах фирмы «1С» Подготовку к сдаче экзаменов для получения сертификатов по направлению 1С Возможность использования корпоративных источников для самообразования и развития Возможность участия во внедрении и развитии автоматизированных систем на крупных предприятиях группы компаний «Газпром нефть» Возможность изучения нестандартных решений корпоративной отчетности, шаблонных решений для группы компаний, нетиповых интеграционных механизмов Возможность применения инженерных практик (многопоточная разработка, автоматизация тестирования) Возможность приобретения навыков работы в крупных компаниях: иерархия управления, требования служб безопасности, взаимодействие со службами поддержки Клиента и т.д. Комфортный офис Участие в корпоративных тимбилдингах, конференциях, конкурсах Работу в профессиональном коллективе. Условия: ДМС со стоматологией, страхование жизни Уровень заработной платы обсуждаем по итогам собеседования.",,," ДМС со стоматологией, страхование жизни Уровень заработной платы обсуждаем по итогам собеседования.",1С программирование|1С: Предприятие 8
746,746,программист 1с (техническая поддержка),Челябинск,,,Газпром нефть,2019-10-18T12:08:22+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Будем рады, если вы проголосуете за нас в разделе &quot;Энергетика, добыча и переработка сырья&quot; по ссылке: http://rating.hh.ru/poll/ В связи со значительным увеличением объема внедрения и развития продуктов 1С в группе компаний «Газпром нефть» требуется Специалист 1С. Задачи: Техническая поддержка систем 1С Консультация пользователей систем 1С Администрирование информационных баз Тестирование релизов, поиск технических ошибок Описание технических ошибок на доработку Аналитическая работа по данным систем мониторинга. Пожелания: Стаж работы программистом 1С не менее 2-х лет Знание и понимание архитектуры и функциональных возможностей Платформы 1С:Предприятие 8 Владение языком запросов, разработка управляемых форм, создание отчетов на СКД, использование БСП Понимание программного кода на 1С версий 8.2, 8.3, практические знания проверки качества кода и его оптимизации, опыт написания запросов с помощью консоли запросов 1С Опыт работы веб-сервисов Опыт настройки правил регистрации объектов Опыт работы с конфигурацией «Конвертации данных» Опыт командной разработки, документирования, оценки трудоемкости задач и соблюдения сроков. Будет преимуществом: Наличие сертификатов 1С Знание и практический опыт применения методик оптимизации производительности решений 1С. Мы предлагаем: Составление индивидуального плана развития Возможность обучения за счет компании в сертифицированных учебных центрах фирмы «1С» Подготовку к сдаче экзаменов для получения сертификатов по направлению 1С Возможность использования корпоративных источников для самообразования и развития Возможность участия во внедрении и развитии автоматизированных систем на крупных предприятиях группы компаний «Газпром нефть» Возможность изучения нестандартных решений корпоративной отчетности, шаблонных решений для группы компаний, нетиповых интеграционных механизмов Возможность применения инженерных практик (многопоточная разработка, автоматизация тестирования) Возможность приобретения навыков работы в крупных компаниях: иерархия управления, требования служб безопасности, взаимодействие со службами поддержки Клиента и т.д. Комфортный офис Участие в корпоративных тимбилдингах, конференциях, конкурсах Работу в профессиональном коллективе. Условия: ДМС со стоматологией, страхование жизни Уровень заработной платы обсуждаем по итогам собеседования.",,," ДМС со стоматологией, страхование жизни Уровень заработной платы обсуждаем по итогам собеседования.",1С программирование|1С: Предприятие 8
