,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
619,619,"программист (1c, зуп, бухгалтерия предприятия, платформа 8.3)",Челябинск,,,Центр коммунального сервиса,2019-10-17T07:33:43+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Осуществляет разработку и доработку конфигураций 1С, используемых в Обществе на основании ТЗ. Взаимодействует с заинтересованными лицами в процессе разработки, тестирования и внедрения информационных систем, в процессе технической поддержки эксплуатации информационных систем, решения проблемных и сбойных ситуаций. Осуществляет построение и описание моделей процессов, данных, объектов предметной области. Выполняет разработку технических заданий на разработку и модернизацию информационных систем. Предоставляет отчетность о ходе аналитической работы. Участвует в тестировании и испытаниях информационных систем. Сдает результаты изменений в информационных системах инициаторам изменений. Оформляет результаты работы в соответствии с установленной процедурой и требованиями. Обучает и консультирует персонал в рамках своей компетенции. Требования: Опыт интеграции систем Профильное образование Знание платформы 1С, конфигурации: 1С Бухгалтерия предприятия, Зарплата и управление персоналом, а также способы интеграции между различными конфигурациями;; Администрирование систем 1С; Основы T-SQL; Знание методологии ITIL; Условия: Официальное трудоустройство, &quot;белая&quot; зарплата Достойный уровень заработной платы (обсуждается индивидуально при рассмотрении опыта кандидата)"," Опыт интеграции систем Профильное образование Знание платформы 1С, конфигурации: 1С Бухгалтерия предприятия, Зарплата и управление персоналом, а также способы интеграции между различными конфигурациями;; Администрирование систем 1С; Основы T-SQL; Знание методологии ITIL; "," Осуществляет разработку и доработку конфигураций 1С, используемых в Обществе на основании ТЗ. Взаимодействует с заинтересованными лицами в процессе разработки, тестирования и внедрения информационных систем, в процессе технической поддержки эксплуатации информационных систем, решения проблемных и сбойных ситуаций. Осуществляет построение и описание моделей процессов, данных, объектов предметной области. Выполняет разработку технических заданий на разработку и модернизацию информационных систем. Предоставляет отчетность о ходе аналитической работы. Участвует в тестировании и испытаниях информационных систем. Сдает результаты изменений в информационных системах инициаторам изменений. Оформляет результаты работы в соответствии с установленной процедурой и требованиями. Обучает и консультирует персонал в рамках своей компетенции. "," Официальное трудоустройство, &quot;белая&quot; зарплата Достойный уровень заработной платы (обсуждается индивидуально при рассмотрении опыта кандидата)",
