,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
43,43,senior с++ developer разработчик с++,Новосибирск,150000.0,,Movavi,2019-10-19T17:47:46+0300,Более 6 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture - одни из самых популярных продуктов в мире, ими пользуются в 150 странах. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде и вместе с нами создавать самый популярный софт для мультимедиа! Чем предстоит заниматься: разработка в команде кросс-платформенных приложений под Windows и Mac; помощь в решении технических проблем другим членам команды. Для успешного выполнения задач тебе потребуется: успешный опыт разработки приложений на C++ от 5-ти лет; уверенные знания C/C++, STL, Qt, boost; опыт кросс-платформенной разработки (Windows/MacOS/Linux). Будет круто, если: есть опыт работы с QML; у тебя есть опыт многопоточного и сетевого программирования. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. Если ты не получил ответ на отклик в течение 3-х рабочих дней : 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам. Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать! Что нужно сделать: Направь резюме своего друга или его контакты (см.контактную информацию) . В теме письма обязательно укажи: Рекомендация_ФИО друга. И жди свой гонорар. Все просто – рекомендуй и зарабатывай! * Друг должен знать, что его рекомендуют. Важно: выплата производится после того, как твой друг успешно пройдет испытательный срок. Есть вопросы? Пиши.",,,,C++|Qt|STL
