,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1171,1171,ведущий разработчик автоматизированных тестов,Самара,,,Банк ВТБ (ПАО),2019-10-21T11:01:07+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: модификация фреймворка управления автотестами; автоматизация подготовки тестовых данных; автоматизация сценариев тестирования; поддержка сценариев тестирование; встраивание сценариев в конвейре непрерывной интеграции\поставки программного обеспечения; взаимодействие с технологами и разработчиками по покрытию тестами модификаций ПО. Требования: высшее или незаконченное высшее техническое образование; опыт в тестировании программного обеспечения; владение одним из средств автоматизации: Selenium, MF UFT, Appium; умение написания SQL запросов; знание ООП (.net или Java); опыт работы с системой контоля версий (SVN, VSS, Git, BitBucket); опыт работы с системами непрерывной интеграции (Jenkins). Желательно: владение Docker, Kubernates, Grafana, Kibana, Splunk, InfluxDb; опыт работы с Jira и Confluence; опыт руководства: команды от 2х сотрудников от 1го года; опыт работы в банковской сфере. Условия: трудоустройство согласно Законодательству; конкурентная заработная плата; профессиональное обучение и развитие; добровольное медицинское страхование, льготные условия кредитования; корпоративная пенсионная программа, материальная помощь; спортивная жизнь и корпоративные мероприятия; возможность построить карьеру в ведущем банке России."," высшее или незаконченное высшее техническое образование; опыт в тестировании программного обеспечения; владение одним из средств автоматизации: Selenium, MF UFT, Appium; умение написания SQL запросов; знание ООП (.net или Java); опыт работы с системой контоля версий (SVN, VSS, Git, BitBucket); опыт работы с системами непрерывной интеграции (Jenkins). Желательно: владение Docker, Kubernates, Grafana, Kibana, Splunk, InfluxDb; опыт работы с Jira и Confluence; опыт руководства: команды от 2х сотрудников от 1го года; опыт работы в банковской сфере. ", модификация фреймворка управления автотестами; автоматизация подготовки тестовых данных; автоматизация сценариев тестирования; поддержка сценариев тестирование; встраивание сценариев в конвейре непрерывной интеграции\поставки программного обеспечения; взаимодействие с технологами и разработчиками по покрытию тестами модификаций ПО. ," трудоустройство согласно Законодательству; конкурентная заработная плата; профессиональное обучение и развитие; добровольное медицинское страхование, льготные условия кредитования; корпоративная пенсионная программа, материальная помощь; спортивная жизнь и корпоративные мероприятия; возможность построить карьеру в ведущем банке России.",
