,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
675,675,backend full stack разработчик,Челябинск,35000.0,50000.0,SaitCraft,2019-10-08T18:09:32+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Интернет-агентство “Сайткрафт” создано в 2011 году. Мы занимаемся комплексным интернет-маркетингом: стратегическим планированием, разработкой и продвижением сайтов. Специализируемся на работе с крупными промышленными компаниями. За последние 3 года работы у нас сформировался штат из 25 человек, который за 2016-2018 годы помог нашим клиентам заработать более 2 млрд. рублей. Требования: Основы HTML/CSS/JS (для full stack - более высокий уровень) Опыт работы с популярными CMS (преимущественно Netcat, Bitrix, Wordpress) Знание принципов ООП PHP MySQL Apache/nginx Ищем того, кто без проблем сможет работать с любой CMS, и умеет ориентироваться в них уверенно. Наличие проектов будет явным преимуществом. Обязанности: Интеграция готовой вёрстки с CMS Разработка собственного функционала, плагинов Контроль сервера, базы данных Подключение сторонних модулей и сервисов Поддержка проектов, находящихся в агентстве на абонентском обслуживании Умение быстро переключаться между задачами, быстрое включение в новую работу Для full stack - вёрстка с нуля Условия: Интересная работа в сфере информационных технологий Сильные наставники и команда Возможность получить реальный опыт в области web-разработки, приобрести ценные знания и навыки 5-дневная рабочая неделя с 09:00 до 18:00 Официальное трудоустройство (оплачиваемый отпуск, больничный и прочее) Молодой и очень дружный коллектив Просторный офис в самом центре города"," Основы HTML/CSS/JS (для full stack - более высокий уровень) Опыт работы с популярными CMS (преимущественно Netcat, Bitrix, Wordpress) Знание принципов ООП PHP MySQL Apache/nginx Ищем того, кто без проблем сможет работать с любой CMS, и умеет ориентироваться в них уверенно. Наличие проектов будет явным преимуществом. Обязанности: Интеграция готовой вёрстки с CMS Разработка собственного функционала, плагинов Контроль сервера, базы данных Подключение сторонних модулей и сервисов Поддержка проектов, находящихся в агентстве на абонентском обслуживании Умение быстро переключаться между задачами, быстрое включение в новую работу Для full stack - вёрстка с нуля ",," Интересная работа в сфере информационных технологий Сильные наставники и команда Возможность получить реальный опыт в области web-разработки, приобрести ценные знания и навыки 5-дневная рабочая неделя с 09:00 до 18:00 Официальное трудоустройство (оплачиваемый отпуск, больничный и прочее) Молодой и очень дружный коллектив Просторный офис в самом центре города",MySQL|ООП|PHP|Apache HTTP Server|Веб-программирование|Linux|SQL|1С-Битрикс|CMS Wordpress|API|CSS3|HTML5|JavaScript|NetCat
