,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
590,590,разработчик банковского по,Челябинск,60000.0,80000.0,ЧЕЛЯБИНВЕСТБАНК,2019-10-21T07:57:04+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Уважаемые соискатели! Просьба к письму прилагать образцы исходных текстов. Обязанности: Интересные задачи по разработке новых масштабных проектов; Сопровождении существующих модулей корпоративной информационной системы. Требования: Высшее образование (профильное); Знания методологий разработки программного обеспечения; Владение одним/несколькими языками программирования (Java, C#, Python, C++ и т.п.); Уверенное владение объектно-ориентированным подходом к разработке ПО; Знакомство с шаблонами проектирования; Понимание, чем хороший код отличается от плохого; Code-review; Знание технического английского языка; Навыки написания программ для современных реляционных СУБД, серверов приложений, web-серверов, многопоточных приложений. Условия: Сильная команда профессионалов; Программа наставничества; Социальный пакет: - Премирование сотрудников Банка (ежемесячное и дополнительное); - ДМС; - Бесплатное медицинское обслуживание сотрудников в медицинской службе Банка; - Организация питания сотрудников по льготным ценам в столовой Банка; - Дополнительные оплачиваемые дни отпуска; - Материальная поддержка сотрудников Банка за счет Банка и профсоюзной организации Банка; - Организация корпоративных мероприятий ко дню Банка и другим праздникам; - Подарки к праздникам сотрудникам Банка и их детям; - Посещение бассейна, спортзала, покупка билетов в театр, кино на льготных условиях; - Частичная компенсация стоимости путевок в детские оздоровительные и спортивные лагеря; - Присвоение почетных званий и памятных знаков с выделением материального поощрения в связи с награждением сотрудников Банка. 5-дневная рабочая неделя; Официальное трудоустройство."," Высшее образование (профильное); Знания методологий разработки программного обеспечения; Владение одним/несколькими языками программирования (Java, C#, Python, C++ и т.п.); Уверенное владение объектно-ориентированным подходом к разработке ПО; Знакомство с шаблонами проектирования; Понимание, чем хороший код отличается от плохого; Code-review; Знание технического английского языка; Навыки написания программ для современных реляционных СУБД, серверов приложений, web-серверов, многопоточных приложений. ", Интересные задачи по разработке новых масштабных проектов; Сопровождении существующих модулей корпоративной информационной системы. ," Сильная команда профессионалов; Программа наставничества; Социальный пакет: - Премирование сотрудников Банка (ежемесячное и дополнительное); - ДМС; - Бесплатное медицинское обслуживание сотрудников в медицинской службе Банка; - Организация питания сотрудников по льготным ценам в столовой Банка; - Дополнительные оплачиваемые дни отпуска; - Материальная поддержка сотрудников Банка за счет Банка и профсоюзной организации Банка; - Организация корпоративных мероприятий ко дню Банка и другим праздникам; - Подарки к праздникам сотрудникам Банка и их детям; - Посещение бассейна, спортзала, покупка билетов в театр, кино на льготных условиях; - Частичная компенсация стоимости путевок в детские оздоровительные и спортивные лагеря; - Присвоение почетных званий и памятных знаков с выделением материального поощрения в связи с награждением сотрудников Банка. 5-дневная рабочая неделя; Официальное трудоустройство.",
