,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
985,985,data engineer (python developer),Новосибирск,,120000.0,Зарплата.ру,2019-10-09T12:43:40+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Привет! Меня зовут Миша, я тимлид команды reSearch. Мы делаем всякие крутые штуки, используя машинное обучение, и нам нужен единомышленник, который поможет внедрять наши модели:) Зарплата.ру – федеральная job-платформа с центром разработки в Новосибирске. Мы лидеры в Сибири и на Урале и продолжаем расти. Над нашим продуктом работает 60 разработчиков, системных администраторов, QA-инженеров, дизайнеров, продуктовых менеджеров и аналитиков, а всего нас 250. Каким мы тебя видим: • Ты отлично владеешь Python: pandas, Sklearn, NumPy; • Знаешь PHP; • Linux: можешь, любишь, практикуешь; • Умеешь работать с ElasticSearch; • Ты понимаешь принципы машинного обучения; • Знаешь SQL и у тебя есть опыт работы с MongoDB; • Ты ответственен, хочешь работать в команде и развиваться. Ты просто уникален, если знаешь/видел/трогал: • Clickhouse • Имеешь опыт работы с текстовыми данными TF-IDF, Word2vec. У нас тебе предстоит работать со следующими технологиями: • PHP 7, Python 3; • Системы хранения данных — MySQL, MongoDB; • Clickhouse - для работы с аналитикой; • Поисковый движок – ElasticSearch; • RabbitMQ как очередь сообщений; • Рабочие инструменты — Jira/Confluence/Bitbucket+git, Concourse CI. У нас тебе предстоит разрабатывать окружения, выводить их в продакшен и поддерживать модели, разработанные Data Science отделом. Для тебя здесь нет незнакомых слов? Тогда ты точно наш кандидат! А что мы тебе можем предложить, чтобы наше сотрудничество было приятным и полезным? • Официальное трудоустройство в первый рабочий день, отпуск, заработная плата два раза в месяц и вот это вот всё; • Комфортный и уютный оупенспейс в новом бизнес-центре с видом на Оперный театр; • Возможность проходить внешнее обучение за счет компании, участие во внутренних митапах, хакатонах, тренингах; • Корпоративная библиотека, кухня с кофемашиной и завтраками за счет компании; • Корпоративные скидки на фитнес, футбольная, баскетбольная и волейбольная команды. Интересно? Откликайся!",,,,Python|MySQL|MongoDB|Linux|Atlassian Confluence|PHP|Atlassian Jira|Git
