,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1206,1206,js разработчик,Самара,70000.0,105000.0,Отраслевой центр разработок и внедрения информационных систем / ОЦРВ,2019-09-26T12:22:04+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Участие в разработке единой геоинформационной платформы ОАО &quot;РЖД&quot;; Развитие фронтовой части разработки Геопортала; Редизайн, рефакторинг, написание нового функционала; Взаимодействие с командой бекэнда; Участие в принятии технических решений. Требования: Знание JavaScript(ES6+), HTML(5), CSS(3), jQuery на высоком уровне; Понимание архитектуры web-проектов; Опыт разработки клиентских приложений на React/Redux не менее 2-х лет; Опыт разработки адаптивных и кроссбраузерных приложений; Опыт покрытия кода тестами (jest/enzyme/karma/mocha/react test utils); Умение писать поддерживаемый код; Опыт работы в команде, понимание и умение формировать стандарты разработки; Опыт работы со сборщиками, компиляторами, линтерами. Будет плюсом: Знание современных методологий проектирования, разработки и тестирования; Опыт решения задач в ГИС-технологиях; Опыт командной разработки с использованием Jira, Confluence, Git; Опыт работы с одним из препроцессоров PostCSS/Less/Sass/Stylus; Навыки проектирования пользовательских интерфейсов; Знание и опыт использования следующих библиотек: OpenLayers, Leaflet, D3,Turf.js; Опыт работы с TypeScript. Условия: Оформление по ТК РФ, белая стабильная заработная плата 70-105 000 gross (в зависимости от компетенции) + премии; Оплачиваемый отпуск; Медицинская страховка; Дружный коллектив профессионалов."," Знание JavaScript(ES6+), HTML(5), CSS(3), jQuery на высоком уровне; Понимание архитектуры web-проектов; Опыт разработки клиентских приложений на React/Redux не менее 2-х лет; Опыт разработки адаптивных и кроссбраузерных приложений; Опыт покрытия кода тестами (jest/enzyme/karma/mocha/react test utils); Умение писать поддерживаемый код; Опыт работы в команде, понимание и умение формировать стандарты разработки; Опыт работы со сборщиками, компиляторами, линтерами. Будет плюсом: Знание современных методологий проектирования, разработки и тестирования; Опыт решения задач в ГИС-технологиях; Опыт командной разработки с использованием Jira, Confluence, Git; Опыт работы с одним из препроцессоров PostCSS/Less/Sass/Stylus; Навыки проектирования пользовательских интерфейсов; Знание и опыт использования следующих библиотек: OpenLayers, Leaflet, D3,Turf.js; Опыт работы с TypeScript. "," Участие в разработке единой геоинформационной платформы ОАО &quot;РЖД&quot;; Развитие фронтовой части разработки Геопортала; Редизайн, рефакторинг, написание нового функционала; Взаимодействие с командой бекэнда; Участие в принятии технических решений. "," Оформление по ТК РФ, белая стабильная заработная плата 70-105 000 gross (в зависимости от компетенции) + премии; Оплачиваемый отпуск; Медицинская страховка; Дружный коллектив профессионалов.",
