,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
25,25,программист разработчик php,Новосибирск,,,ТЭК-Торг,2019-10-15T10:20:10+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Обязанности: устранение инцидентов и причин их возникновения в Web-приложении; внесение исправления в БД или в программный код для решения инцидента; решение системных проблем, порождающих инциденты; реализация дополнительного функционала, рефакторинг; выполнение доработок системы, реализация которых снижает число обращений и число инцидентов; выполнение запросов, требующих внесение изменений в БД внештатными средствами; развитие автоматизированного тестирования Требования: аналитический склад ума; опыт работы в области разработки ПО; владение PHP 7, SQL, JavaScript; базовое знание OC Linux желательно; опыт работы с системой контроля версий исходных текстов Условия: - работа удалённая; - начало работы с 08.00 утра по Московскому времени; - работа в крупнейшей компании в отрасли Предусмотрено тестовое задание"," аналитический склад ума; опыт работы в области разработки ПО; владение PHP 7, SQL, JavaScript; базовое знание OC Linux желательно; опыт работы с системой контроля версий исходных текстов "," устранение инцидентов и причин их возникновения в Web-приложении; внесение исправления в БД или в программный код для решения инцидента; решение системных проблем, порождающих инциденты; реализация дополнительного функционала, рефакторинг; выполнение доработок системы, реализация которых снижает число обращений и число инцидентов; выполнение запросов, требующих внесение изменений в БД внештатными средствами; развитие автоматизированного тестирования ", - работа удалённая; - начало работы с 08.00 утра по Московскому времени; - работа в крупнейшей компании в отрасли Предусмотрено тестовое задание,
