,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1152,1152,c# developer (c# разработчик),Самара,,,СМС-ИНФОРМАЦИОННЫЕ ТЕХНОЛОГИИ,2019-10-16T09:40:55+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания “СМС-информационные технологии”, занимающаяся уже 16 лет разработкой и внедрением информационных систем для предприятий отечественной энергетики, производит набор квалифицированных специалистов. У вас есть все шансы влиться в наш молодой и передовой коллектив и ощутить это приятное чувство гордости, когда нашими продуктами пользуются в каждом уголке страны. На данный момент мы работаем более чем над 10 проектами и ищем разработчиков C#. Проекты разрабатывается с использованием технологий HTML5/JS, WPF, Silverlight, EntityFramework, WCF, TPL, с использованием инструментария VisualStudio 2015, Mercurial, Redmine, MediaWiki. Наши процессы впитали в себя (и продолжают впитывать) лучшие практики Agile/Scrum/XP/Lean. Что нужно делать: участие в командной разработке больших и интересных программных продуктов; разработка архитектуры системы на основе технического задания и функциональных спецификаций; проектирование структуры БД; планирование, оценка и декомпозиция задач. Мы ожидаем: опыт работы C# разработчиком от 1 года; написание качественного, поддерживаемого кода; свободное владение ООП; практическое знание реляционных СУБД. Приветствуется: опыт многопоточного программирования; знание и использование паттернов проектирования, принципов SOLID; владение инструментарием командной разработки (системы контроля версий, task-трекер, wiki) здоровый интерес к саморазвитию, чтение полезных книг и ведение профессионального блога. Мы предлагаем: Уникальный опыт: разработка собственных продуктов с использованием новых технологий; Условия: отличная заработная плата и оформление по ТК РФ; Здоровье: Расширенный ДМС в лучших клиниках с первого дня работы; Обучение: повышение квалификации и обучение за счет компании; Команда: молодой, дружный коллектив, который умеет не только работать, но и отдыхать; Спорт и отдых: обыгрывай коллег в настольный теннис и хоккей, участвуй в корпоративных мероприятиях; Комфортный офис: отличное расположение в центре города и шикарный вид на Волгу.",,," отличная заработная плата и оформление по ТК РФ; Здоровье: Расширенный ДМС в лучших клиниках с первого дня работы; Обучение: повышение квалификации и обучение за счет компании; Команда: молодой, дружный коллектив, который умеет не только работать, но и отдыхать; Спорт и отдых: обыгрывай коллег в настольный теннис и хоккей, участвуй в корпоративных мероприятиях; Комфортный офис: отличное расположение в центре города и шикарный вид на Волгу.",
