,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
764,764,программист тестировщик 1с,Екатеринбург,,,Броневик,2019-10-17T13:28:04+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Bronevik.com - это революционная система онлайн-бронирования отелей в России и СНГ, созданная в 2008 году. Мы работаем над созданием собственного качественного продукта для онлайн-бронирования отелей по всей России и странам СНГ, с которыми работаем напрямую. Взаимодействуем с крупнейшими компаниями в сфере предоставления отельных услуг. На данный момент мы заинтересованы в поиске кандидата с опытом программирования в 1С и навыками тестирования. Какие навыки требуются? Знания в 1 С 8.3. Минимальный опыт работы с конфигурациями. Техническое образование (специальность). Опыт программирования на каком-либо языке. Аналитическое мышление. Было бы здорово: Опыт программирования 1С. Опыт работы в 1 С 8.3 (бухгалтерия предприятия 3.0). Знание основ бухгалтерского учёта. Какие задачи выполнять? Тестирование функционала внешних обработок. Изучение основ программирования на языке 1С. Создание собственных обработок. Мы предлагаем: Гибкий график работы, пн-пт с 8 до 10:30. Официальное трудоустройство, официальная заработная плата. Дружный коллектив. Обучение программированию 1С. Возможность карьерного роста. Уютный офис в центре Екатеринбурга с кухней. Уровень заработной платы зависит от опыта и обсуждается на собеседовании.",,,,1С: Бухгалтерия|1С программирование|Аналитическое мышление|Тестирование
