,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
384,384,senior java kotlin developer,Краснодар,160000.0,200000.0,E TOUZI LLC,2019-10-08T16:03:33+0300,От 3 до 6 лет,Полный день,Полная занятость,"О нас Мы разрабатываем платформу, которая объединяет людей, желающих купить или продать биткоины и предоставляем эквайринг на основе P2P-платежей для криптобирж. Наш продукт — это следующее, более совершенное поколение таких платформ как LocalBitcoins. Резюме позиции Вы станете частью быстро-бегущей команды и будете проектировать и разрабатывать код совместно с другими разработчиками в рамках методологии Scrum, итеративно предоставляя релизы интерфейса высокого качества, выполняя согласованные совместно с командой цели спринтов. Стек проекта: Kotlin, Spring boot (webflux), Mongodb, Rabbitmq, Redis, Kubernetes, ELK, Grafana, Prometheus Ваши задачи — тесно сотрудничать с коллегами: бэкенд и фронтенд разработчиками, дизайнерами и владельцем продукта для выполнения задач и решения проблем — разрабатывать продукт, используя красивый и чистый код — интегрировать бэкенд-сервисы с фронтенд-интерфейсами — устанавливать стандарты разработки кода и следовать им — улучшать и адаптировать существующую интеграцию компонентов — участвовать в создании эффективных автоматизированных и ручных тест-кейсов Обязательные требования — опыт работы с Java от 5 лет — опыт работы с Kotlin — опыт работы со Spring (Spring Boot, data,web, webflux), Hibernate, Mongo — опыт работы с WebSocket — опыт работы с базами данных SQL на уровне сложных запросов, оптимизация, нереляционные СУБД (MongoDB, Redis, Cassandra и пр.) — умение работать с Messaging middleware - опыт с RabbitMQ, kafka, activeMQ — опыт проектирования и разработки архитектуры систем - микросервисы, монолиты, ивент-дривн систем — опыт работы с GIT — опыт в диагностике производительности систем: профилирование приложений, принципы устранения узких мест — дисциплинированный подход к тестированию и обеспечению качества — сильный драйв для изучения и создания красивого кода Желательные требования — опыт использования OAuth и OpenID — опыт использования Atlassian Jira и Confluence — опыт работы в локальных и распределённых командах — опыт работы с RESTful API Services — опыт работы в Agile разработке в составе команды Scrum — опыт проведения code review — умение оценивать сроки реализации задач и укладываться в них — желание быстро обучаться новым технологиям — английский язык на уровне чтения технической литературы — профиль на github с актуальными проектами — опыт работы в проектах, связанных с интеграциями со сторонними системами Софт-скилы и критически важные качества — формирование твёрдых обязательств и приверженность открытому диалогу — определение успеха с точки зрения всей команды — ориентация на конкретные действия и ощущение неотложности — использование логики и сформированных навыков для решения проблем и поиска эффективных решений — чёткая ориентация на клиента и стремление превзойти ожидания внутренних и внешних заказчиков — продвижение инноваций и креативных идей Условия — работа в локальном офисе в Краснодаре с перспективой переезда зарубеж на горизонте года — рекомендуемые часы присутствия: с 11:00 до 19:00, суббота и воскресенье — выходные дни Почему у нас здорово — предлагаем зарплату, которая позволит тебе думать о продукте, а не о завтрашнем дне — оформляем в штат и предоставляем ДМС после окончания испытательного срока — оплачиваем участие в конференциях и обучение — прозрачность и плоская структура компании, минимум бюрократии и гибкие внутренние процессы — мы верим, что ты самостоятельно справишься с контролем рабочего времени — удобный офис с видом на стадион Краснодар и прилегающим парком для прогулок — минимум легаси)",,,,Atlassian Jira|Git|MongoDB|Java|Agile Project Management|Kotlin|WebSocket|Spring|Scrum
