,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
10,10,middle senior android developer (video editor),Новосибирск,,,Movavi,2019-10-13T21:59:59+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture, Movavi Clips - одни из самых популярных продуктов в мире, ими пользуются в 200 странах мира и помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! У нас замечательная команда, и для ее расширения мы ищем старшего Android-разработчика. Приглашаем тебя присоединиться к команде мобильного Видеоредактора - Movavi Clips и вместе с нами создавать одно из самый популярных приложений! Clips - это: кратно растущий мобильный продукт; более 5 000 000 скачиваний приложения на iOS и Android; приложение, которым пользуются в более чем 150 странах. Чем предстоит заниматься: разрабатывать мобильное приложение - Видеоредактор. Для успешного выполнения задач тебе потребуется: опыт программирования на Java/Kotlin от 2-х лет; опыт разработки Android-приложений от 2-х лет; знание Android API 4.3 и выше; знание Git. Не обязательно, но будет круто, если: используешь в разработке DI; умеешь проектировать с использованием MVP или MVVM. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать! Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту (см.контактную информацию) с пометкой &quot;Внешняя рекомендация на позицию Android разработчика&quot; и получи бонус : 70 000р. за Senior-разработчика, после прохождения им испытательного срока. Или 50 000р. за рекомендацию уровня Middle. * Друг должен знать, что его рекомендуют. Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,Android|Java|Kotlin|Git
