,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
215,215,junior middle qa engineer,Новосибирск,50000.0,100000.0,Plesk,2019-10-09T08:30:55+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"О продукте и проекте SolusVM как продукт – это простое PHP приложения для автоматизации управления виртуальными машинами KVM, Xen и OpenVZ, а еще это маленький и очень дерзкий проект сделал разработку, тестирование, доставку и поддержку коробочных серверных решений максимально удобными для разработчиков, тестировщиков и саппорта. Для реализации этого проекта у нас есть огромный опыт нашей команды, который позволяет нам выбирать подходящие современные решения, обходить известные проблемы и приносить максимальную пользу нашим пользователям. Сейчас мы расширяем команду и нам нужен QA Engineer Какие задачи тебя ждут? Quality Assistance (оказание поддержки разработчикам в обеспечении качества) Ручное тестирование Автоматизация тестирования (опционально) Требования: Обязательно: Законченное образование в сфере ИТ Будет плюсом: Опыт тестирования web приложений, сервисов, API Навыки работы в ОС семейства Linux на уровне пользователя Опыт разработки или администрирования или эксплуатации серверов, сервисов, приложений Знание любого языка программирования на уровне написания тестов или небольших скриптов Soft skills: Переносимость быстро меняющихся условий и недостатка формализованных требований. Что тебе понравится: Работа в маленькой команде над новым проектом Все мы профи своего дела и любим его Конкурентная заработная плата Обучение, повышение квалификации и обмен опытом на конференциях, митапах, tech- и biz talks 2 раза в месяц Research Day, которые полностью оплачиваются Два благоустроенных офиса: в Центральном районе и Академгородке. Расширенная ДМС в регионе и корпоративный врач в офисе Бесплатные корпоративные курсы английского языка Корпоративные мероприятия несколько раз в год Теплая подземная парковка Настольный теннис, турник или настольный футбол в обеденный перерыв, возможность передвигаться по офису на самокате или скейте Бассейн и своя футбольная команда Бесплатный кофе, йогурты, чай, фрукты и печенье в ассортименте круглые сутки Парикмахер, приезжающий в офис, и возможность принять душ прямо в разгаре рабочего дня П ри переезде мы готовы поддержать нового сотрудника суммой в размере одного месячного оклада.",,,,Git|MySQL|Linux|PHP|Функциональное тестирование|Тестирование
