,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
80,80,ui ux дизайнер,Новосибирск,40000.0,90000.0,Секвения,2019-10-20T07:01:37+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Разработка и совершенствование интерфейсов мобильных приложений для платформ iOS и Android. Наша студия входит в ТОП-45 лучших мобильных разработчиков России по версии &quot;Рейтинг Рунета&quot;. Мы делаем лучшие в мире мобильные приложения и хотим, чтобы вы помогли нам в этом. Самое главное - понимать, что за &quot;мобайлом&quot; будущее и желание создавать это будущее своими руками. Мы не рисуем красивые картинки, а создаем удобные, понятные и популярные приложения, которые помогают людям и делают их жизнь лучше. Требования: Наличие портфолио обязательно; Понимание специфики и особенностей проектирования интерфейсов для Web, iOS, Android; (Или желание разобраться и освоить гайдлайны : iOS Human Interface Guidelines и Google Material Design guide) + прототипирование; Уверенное владение Zeplin, Figma, другими графическими пакетами; Художественный вкус, умение разрабатывать и выдерживать единую визуальную стилистику, знание принципов композиции и колористики, сочетания цветов и шрифтов; Ответственность и дисциплинированность, аккуратность, внимание к деталям; Умение и желание работать в команде, самосовершенствоваться. Условия: Работа fulltime в офисе в центре города (рядом с &quot;Аурой&quot;); После испытательного срока - свободный график при условии четкого соблюдения согласованных дедлайнов."," Наличие портфолио обязательно; Понимание специфики и особенностей проектирования интерфейсов для Web, iOS, Android; (Или желание разобраться и освоить гайдлайны : iOS Human Interface Guidelines и Google Material Design guide) + прототипирование; Уверенное владение Zeplin, Figma, другими графическими пакетами; Художественный вкус, умение разрабатывать и выдерживать единую визуальную стилистику, знание принципов композиции и колористики, сочетания цветов и шрифтов; Ответственность и дисциплинированность, аккуратность, внимание к деталям; Умение и желание работать в команде, самосовершенствоваться. "," Разработка и совершенствование интерфейсов мобильных приложений для платформ iOS и Android. Наша студия входит в ТОП-45 лучших мобильных разработчиков России по версии &quot;Рейтинг Рунета&quot;. Мы делаем лучшие в мире мобильные приложения и хотим, чтобы вы помогли нам в этом. Самое главное - понимать, что за &quot;мобайлом&quot; будущее и желание создавать это будущее своими руками. Мы не рисуем красивые картинки, а создаем удобные, понятные и популярные приложения, которые помогают людям и делают их жизнь лучше. ", Работа fulltime в офисе в центре города (рядом с &quot;Аурой&quot;); После испытательного срока - свободный график при условии четкого соблюдения согласованных дедлайнов.,
