,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
778,778,проектировщик (проект rs securities v.6),Новосибирск,,,R-Style Softlab (Эр-Стайл Софтлаб),2019-10-11T13:48:27+0300,От 1 года до 3 лет,Полный день,Полная занятость,"R-Style Softlab — ведущий российский разработчик и интегратор банковского ПО, входящий в международный холдинг Asseco Group, приглашает кандидата на вакансию &quot; Проектировщика &quot;. Обязанности: Согласование аналитического ТЗ Разработка проектной документации и постановка задач разработчикам Декомпозиция автоматизируемой функциональности Разработка механизмов взаимодействия между различными частями программного продукта и с внешними системами Проектирование базы данных Консультирование разработчиков в процессе реализации Требования: Высшее техническое или математическое образование Желателен опыт работы по специальности или в сфере информационных технологий Умение работать с Microsoft Word, Microsoft Excel на уровне пользователя. Желательно: Visual Studio, какое-то из CASE-средств (Power Disigner, Rational Rose или др.) Знание теории реляционных баз данных, умение писать SQL-запросы, навыки программирования, грамотные устная и письменная коммуникации. Условия: Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение."," Высшее техническое или математическое образование Желателен опыт работы по специальности или в сфере информационных технологий Умение работать с Microsoft Word, Microsoft Excel на уровне пользователя. Желательно: Visual Studio, какое-то из CASE-средств (Power Disigner, Rational Rose или др.) Знание теории реляционных баз данных, умение писать SQL-запросы, навыки программирования, грамотные устная и письменная коммуникации. ", Согласование аналитического ТЗ Разработка проектной документации и постановка задач разработчикам Декомпозиция автоматизируемой функциональности Разработка механизмов взаимодействия между различными частями программного продукта и с внешними системами Проектирование базы данных Консультирование разработчиков в процессе реализации , Оформление в соответствии с ТК РФ. Заработная плата официальная: оклад и достойные премии по результатам работы. Добровольное медицинское страхование. Корпоративное обучение.,
