,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1055,1055,разработчик ms sql,Самара,47000.0,95000.0,VDcom,2019-09-27T16:08:38+0300,Нет опыта,Полный день,Полная занятость,"Компания VDcom существует уже более 20 лет на рынке автоматизации решений для инвестиционных компаний. В связи с расширением команды производим поиск новых сотрудников. Мы предлагаем : Обучение под присмотром наставника Стабильную белую зарплату; Интересные задачи в тесном ежедневном взаимодействии с заказчиком в проектах по развитию и поддержке систем учёта крупных инвестиционных компаний; Работу в офисах, расположенных в 200 метрах от берега Волги, в историческом центре города; Работу в распределенной команде по Agile методологиям; Иногородним сотрудникам предоставляется возможность проживания до 6 месяцев в квартире компании в шаговой доступности от офиса. Обязанности: Написание и доработка хранимых процедур (T-SQL); Оптимизация запросов (MS SQL Server); Проектирование структур данных, схем взаимодействия с подсистемами, внешними системами; Интеграция с торговыми системами с учетом торговли на российских и западных площадках; Написание вспомогательных скриптов на VBA, JS Требования: Уверенное знание MS SQL Server, T-SQL: опыт написания хранимых процедур, триггеров, функций; Опыт оптимизации SQL запросов, понимание работы индексов, планов выполнения, работа с большими таблицами; Плюсами будет: Знание принципов ООП; Знания общих принципов бухучета; Базовые знания теории рынка ценных бумаг; Знания в области XML, XSLT; Опыт работы с GIT/TFS/SVN; Crystal Reports; SSMS Profiler, Extended Events; VB6.0; JavaScript Знание английского языка.",," Написание и доработка хранимых процедур (T-SQL); Оптимизация запросов (MS SQL Server); Проектирование структур данных, схем взаимодействия с подсистемами, внешними системами; Интеграция с торговыми системами с учетом торговли на российских и западных площадках; Написание вспомогательных скриптов на VBA, JS ",,Transact-SQL|MS SQL Server|MS SQL|SQL|ООП|Cистемы управления базами данных|Работа с базами данных
