,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
838,838,руководитель группы отчетность,Новосибирск,,,Электронный город (ООО Новотелеком),2019-10-08T06:17:45+0300,От 1 года до 3 лет,Полный день,Полная занятость,"В компанию ООО «Новотелеком» (бренд-Электронный город), являющуюся ведущим интернет-провайдером на Новосибирском рынке,требуется руководитель группы разработчиков отчетности Обязанности: Планирование работы команды и контроль за соблюдением сроков и качеством выполненных задач Выстраивание внутренних и внешних связей группы Разработка БД Требования: Умение организовать работу в команде разработки Уверенное владение языком запросов SQL (PostgreSQL, Sybase) Понимание системного анализа на уровне проектирования структуры БД Опыт работы от 1 года на позиции: руководителя группы/отдела разработки, проекта Условия: График работы - 5/2, 8-ми часовой рабочий день Официальное трудоустройство, белая заработная плата Плюшки и приятные бонусы: бесплатный интернет у Вас дома (при наличии технической возможности), возможность заниматься спортом"," Умение организовать работу в команде разработки Уверенное владение языком запросов SQL (PostgreSQL, Sybase) Понимание системного анализа на уровне проектирования структуры БД Опыт работы от 1 года на позиции: руководителя группы/отдела разработки, проекта ", Планирование работы команды и контроль за соблюдением сроков и качеством выполненных задач Выстраивание внутренних и внешних связей группы Разработка БД ," График работы - 5/2, 8-ми часовой рабочий день Официальное трудоустройство, белая заработная плата Плюшки и приятные бонусы: бесплатный интернет у Вас дома (при наличии технической возможности), возможность заниматься спортом",PostgreSQL|Проектная документация|Системное мышление|Cистемы управления базами данных
