,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
557,557,team lead (руководитель программист разработчик),Челябинск,,,НПО Панцирь,2019-10-11T13:26:15+0300,От 1 года до 3 лет,Полный день,Полная занятость,"НПО &quot;Панцирь&quot;- разработчик программного обеспечения и оборудования для автоматизированных систем безопасности, периметрального и объектового оборудования, систем контроля и видеонаблюдения, мобильных приложений для внешних и внутренних пользователей. Наши продукты в сфере высоконагруженных систем безопасности применяются на крупных промышленных объектах, обеспечивают сохранность имущества, жизни и здоровья людей. Работая в нашей команде, Вы получаете серьезный опыт и возможность реализовать свои профессиональные амбиции. В зависимости от Ваших навыков, мы готовы Вам поручить: Проектирование архитектуры и стека разработки; Объединение всех процессов разработки; Постановка задач разработчикам; Разработка новых сервисов на Python/ C#/ Golang; Тестирование промежуточных и конечных результатов разработки; Наставничество разработчиков. Требования: Опыт программирования и выпуска программных продуктов в релиз на Python или C#; Глубокое понимание принципов микросервисной архитектуры; Умение работать с чужим кодом; Написание сложных SQL запросов. Желание учиться, расти и развиваться. Будет плюсом: Умение объяснить сложное простыми словами как устно, так и письменно. Опыт работы с брокерами сообщений; Опыт работы с контейнерами(Docker и т.д.), веб-серверами (Nginx и т.д.); Опыт разработки на Golang; Опыт работы с трекерами задач Trello, Jira, Confluence и т.д. Условия: Официальное трудоустройство; Заработная плата обсуждается на собеседовании; Современное, оборудованное рабочее место (Курчатовский р-н); Профессиональное развитие; Обучение за счет компании; Участие в крупных корпоративных проектах по автоматизации; Развитая корпоративная культура; Дружный коллектив профессионалов высокого уровня; Индивидуальный подход к возможностям и потребностям каждого сотрудника; Возможно Вы – тот‚ кого мы ищем! Высылайте нам свое резюме и мы рассмотрим его в течение 7 дней. Если Ваш опыт и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам."," Опыт программирования и выпуска программных продуктов в релиз на Python или C#; Глубокое понимание принципов микросервисной архитектуры; Умение работать с чужим кодом; Написание сложных SQL запросов. Желание учиться, расти и развиваться. Будет плюсом: Умение объяснить сложное простыми словами как устно, так и письменно. Опыт работы с брокерами сообщений; Опыт работы с контейнерами(Docker и т.д.), веб-серверами (Nginx и т.д.); Опыт разработки на Golang; Опыт работы с трекерами задач Trello, Jira, Confluence и т.д. ",," Официальное трудоустройство; Заработная плата обсуждается на собеседовании; Современное, оборудованное рабочее место (Курчатовский р-н); Профессиональное развитие; Обучение за счет компании; Участие в крупных корпоративных проектах по автоматизации; Развитая корпоративная культура; Дружный коллектив профессионалов высокого уровня; Индивидуальный подход к возможностям и потребностям каждого сотрудника; Возможно Вы – тот‚ кого мы ищем! Высылайте нам свое резюме и мы рассмотрим его в течение 7 дней. Если Ваш опыт и пожелания соответствуют требованиям и возможностям компании - мы свяжемся с Вами по указанным контактам.",Python|C#|Golang|Bash|Git|SQL|Linux|Unix|Управление проектами|Постановка задач разработчикам|Проведение тестирований
