,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
604,604,руководитель отдела разработки и внедрения erp (санкт петербург),Челябинск,,,"Максимум, Автомобильный холдинг",2019-10-18T12:25:39+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Автомобильный холдинг Максимум, один из лидеров автомобильного рынка, ищет себе в команду “Руководителя отдела разработки и внедрения ERP”, которому интересны амбициозные, интересные задачи. Мы предлагаем ВЫСОКИЙ ДОХОД за высокие результаты! Какими направлениями в подразделении будете управлять: бизнес/системный анализ разработка 1С/Битрикс техническая поддержка пользователей 1С/Битрикс архитектура/тестирование/поставка разрабатываемых продуктов Какие управленческие функции будете осуществлять: подбор, адаптация, обучение планирование/организация/контроль/координация деятельности подразделения мотивация сотрудников коммуникации с подчиненными/смежным подразделениями Что мы предлагаем: возможность управлять большой командой – 28 человек возможность управлять руководителями подчиненные под каждую из функций в отделе возможность управлять по KPI\SLA возможность перестраивать процессы отдела возможность влиять на развитие и реструктурирование компании возможность взаимодействовать с топ-менеджерами компании возможность работать продукт-оунером возможность пробовать и внедрять лучшие практики как по разработке, так и по управлению отдела возможность участия в интересных проектах (например, интеграция с QlikSense, проекты трансформации направлений фронт-лайна, проект трансформации корпоративного портала) · официальное оформление по ТК РФ · льготное питание, скидки на абонементы фитнес-клубов · скидки на приобретение товаров и услуг компании Что нам важно: опыт управлением циклом разработки программных продуктов опыт управление подразделением разработки программных продуктов от 2-х лет опыт бизнес\системного анализа знание по тестированию разрабатываемых продуктов навыки постановки задач, делегирования, мотивации сотрудников, контроля деятельности сотрудников знания по управлению проектами (waterfall, agile) опыт проектирования и построения бизнес-процессов · умение организовать командную работу",,,,Управление проектами|Управление командой|Управление персоналом|Мотивация персонала|1С-Битрикс|Управление бизнес процессами|Системный подход
962,962,руководитель отдела разработки и внедрения erp (санкт петербург),Екатеринбург,,,"Максимум, Автомобильный холдинг",2019-10-18T12:25:39+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Автомобильный холдинг Максимум, один из лидеров автомобильного рынка, ищет себе в команду “Руководителя отдела разработки и внедрения ERP”, которому интересны амбициозные, интересные задачи. Мы предлагаем ВЫСОКИЙ ДОХОД за высокие результаты! Какими направлениями в подразделении будете управлять: бизнес/системный анализ разработка 1С/Битрикс техническая поддержка пользователей 1С/Битрикс архитектура/тестирование/поставка разрабатываемых продуктов Какие управленческие функции будете осуществлять: подбор, адаптация, обучение планирование/организация/контроль/координация деятельности подразделения мотивация сотрудников коммуникации с подчиненными/смежным подразделениями Что мы предлагаем: возможность управлять большой командой – 28 человек возможность управлять руководителями подчиненные под каждую из функций в отделе возможность управлять по KPI\SLA возможность перестраивать процессы отдела возможность влиять на развитие и реструктурирование компании возможность взаимодействовать с топ-менеджерами компании возможность работать продукт-оунером возможность пробовать и внедрять лучшие практики как по разработке, так и по управлению отдела возможность участия в интересных проектах (например, интеграция с QlikSense, проекты трансформации направлений фронт-лайна, проект трансформации корпоративного портала) · официальное оформление по ТК РФ · льготное питание, скидки на абонементы фитнес-клубов · скидки на приобретение товаров и услуг компании Что нам важно: опыт управлением циклом разработки программных продуктов опыт управление подразделением разработки программных продуктов от 2-х лет опыт бизнес\системного анализа знание по тестированию разрабатываемых продуктов навыки постановки задач, делегирования, мотивации сотрудников, контроля деятельности сотрудников знания по управлению проектами (waterfall, agile) опыт проектирования и построения бизнес-процессов · умение организовать командную работу",,,,Управление проектами|Управление командой|Управление персоналом|Мотивация персонала|1С-Битрикс|Управление бизнес процессами|Системный подход
