,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
312,312,middle developer php js,Новосибирск,65000.0,115000.0,Plesk,2019-10-09T08:31:00+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"SolusVM как продукт – это простое PHP приложения для автоматизации управления виртуальными машинами KVM, Xen и OpenVZ, а еще это маленький и очень дерзкий проект сделать разработку, тестирование, доставку и поддержку коробочных серверных решений максимально удобными для разработчиков, тестировщиков и саппорта. Для реализации этого продукта у нас есть огромный опыт нашей команды, который позволяет нам выбирать подходящие современные решения, обходить известные проблемы и приносить максимальную пользу нашим пользователям. Но для того, чтобы делать это всё ещё лучше, нам нужен Middle Developer(PHP/JS). Сейчас у нас есть два проекта условные &quot;новый&quot; и &quot;старый&quot;, которые оба связаны с менеджментом виртуальных машин (KVM/QEMU). Суть &quot;нового&quot; проекта в создании современного коробочного решения по продаже виртуальных машин. Для команды, в которой вы будете работать, это означает создать новый продукт с нуля на современный стеке и с актуальными подходами в разработке, тестировании и доставке. Мы используем React на фронте, Laravel для бизнес-логики на бекенде и Go для работы с системным ПО и подсистемами ОС Linux. &quot;Старый&quot; проект находится на поддержке в виде небольших регулярных обновлений. Задачи: Разработка frontend&#39;a на ReactJS Разработка backend&#39;a на Laravel и Go Ручного тестирование собственного кода Создание unit, компонентных и e2e тестов Демонстрация работы stackeholder&#39;ам Требования: Обязательно: Не менее одного года опыта работы в сфере веб-разработки и/или смежных областях Понимание принципов построения современных веб-приложений Знание минимум одного фреймворка (Laravel, Symfony, Yii, ReactJS) Опыт работы с СУБД Опыт командной работы (Git, code review, issue tracker) Знание английского на уровне чтения и написания технической документации Будет плюсом: Опыт работы с Docker Опыт системного администрирования Что тебе понравится: Работа в маленькой команде над новым проектом Все мы профи своего дела и любим его Конкурентная заработная плата Обучение, повышение квалификации и обмен опытом на конференциях, митапах, tech- и biz talks 2 раза в месяц Research Day, которые полностью оплачиваются Два благоустроенных офиса: в Центральном районе и Академгородке. Расширенная ДМС в регионе и корпоративный врач в офисе Бесплатные корпоративные курсы английского языка Корпоративные мероприятия несколько раз в год Теплая подземная парковка Настольный теннис, турник или настольный футбол в обеденный перерыв, возможность передвигаться по офису на самокате или скейте Бассейн и своя футбольная команда Бесплатный кофе, йогурты, чай, фрукты и печенье в ассортименте круглые сутки Парикмахер, приезжающий в офис, и возможность принять душ прямо в разгаре рабочего дня. Для кандидатов из других городов: при переезде мы готовы поддержать нового сотрудника суммой в размере одного месячного оклада",,,,Git|Symfony|MySQL|JavaScript|Linux|PHP|ReactJS|СУБД|Laravel
