,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
812,812,php разработчик backend программист (middle senior),Новосибирск,60000.0,150000.0,Сибирские Технологии,2019-10-09T16:47:47+0300,От 3 до 6 лет,Полный день,Полная занятость,"Мобильный сервис знакомств SkyLove приглашает PHP-разработчика . SkyLove – Международный сервис знакомств, социальная сеть, крутой мессенджер, поиск людей на карте. Мы являемся конкурентами популярных мобильных приложений знакомств, таких как Badoo или Tinder. Внимание! Сотрудник требуется в офис (Красноярск), кандидатам из других городов, предлагаем обдумать переезд в наш город. Обязанности: Поддерживать существующий код и развивать новый Backend функционал проекта SkyLove Работа над системой управления сервиса (доработка и улучшение админ панели сервиса) Оптимизация, документирование и рефакторинг существующего кода Умение читать, понимать и анализировать чужой код Писать код, адаптированный к высоким нагрузкам, обеспечивать задачи масштабируемости Работа над другими проектами компании Требования: Опыт работы от 3 лет; Отличное владение: PHP; JS (понимание структуры и алгоритмов, шаблонов проектирования); Отличное знание MySQL (оптимизация запросов), RESTful API, Redis; Отличное владение: ООП, MVC, защиты информации; Хорошее понимание Frontend технологий: CSS3 / HTML / Javascript / Webpack; Опыт или интерес к работе с другими языками (Scala, Go, Python); Проектирование API / DB / Mobile apps; Опыт работы и реализации real-time сервисов и приложений; Опыт работы с Amazon AWS (EC2, SQS, SNS, ELB, ECS, RDS, S3, DynamoDB); Необходимо создавать обдуманные и аргументированные решения и реализовывать их с минимумом «багов»; Опыт работы в команде с использованием GIT (bitbucket); Знание фрейморков codeigniter, laravel и тд; Знание API VK, API facebook. Плюсы работы в нашей команде: Работа в международном постоянно развивающимся IT проекте; Интересные задачи для профессионального роста; Возможности повышать квалификацию; Проект находится на стадии скачкообразного роста, при качественном и ответственном подходе к работе, вы можете занять руководящие посты; Своевременная и достойная зарплата. Условия: Работа в сложных и интересных проектах компании; Достойный уровень заработной платы, с успешным кандидатом оговаривается индивидуально; График работы 5/2, с 10:00 до 19:00; (сб, вс, в случае необходимости срочного вмешательства); Комфортные условия работы и отдыха - офис в центре города, современная техника; Просторный, чистый офис с самым лучшим видом на центр города, Кофе-машина (без ограничений); Вменяемое руководство и адекватное отношение к сотрудникам и рабочему процессу; Возможность стать частью крупного проекта, не имеющего аналогов и задающего тренд на российском рынке;"," Опыт работы от 3 лет; Отличное владение: PHP; JS (понимание структуры и алгоритмов, шаблонов проектирования); Отличное знание MySQL (оптимизация запросов), RESTful API, Redis; Отличное владение: ООП, MVC, защиты информации; Хорошее понимание Frontend технологий: CSS3 / HTML / Javascript / Webpack; Опыт или интерес к работе с другими языками (Scala, Go, Python); Проектирование API / DB / Mobile apps; Опыт работы и реализации real-time сервисов и приложений; Опыт работы с Amazon AWS (EC2, SQS, SNS, ELB, ECS, RDS, S3, DynamoDB); Необходимо создавать обдуманные и аргументированные решения и реализовывать их с минимумом «багов»; Опыт работы в команде с использованием GIT (bitbucket); Знание фрейморков codeigniter, laravel и тд; Знание API VK, API facebook. Плюсы работы в нашей команде: Работа в международном постоянно развивающимся IT проекте; Интересные задачи для профессионального роста; Возможности повышать квалификацию; Проект находится на стадии скачкообразного роста, при качественном и ответственном подходе к работе, вы можете занять руководящие посты; Своевременная и достойная зарплата. "," Поддерживать существующий код и развивать новый Backend функционал проекта SkyLove Работа над системой управления сервиса (доработка и улучшение админ панели сервиса) Оптимизация, документирование и рефакторинг существующего кода Умение читать, понимать и анализировать чужой код Писать код, адаптированный к высоким нагрузкам, обеспечивать задачи масштабируемости Работа над другими проектами компании "," Работа в сложных и интересных проектах компании; Достойный уровень заработной платы, с успешным кандидатом оговаривается индивидуально; График работы 5/2, с 10:00 до 19:00; (сб, вс, в случае необходимости срочного вмешательства); Комфортные условия работы и отдыха - офис в центре города, современная техника; Просторный, чистый офис с самым лучшим видом на центр города, Кофе-машина (без ограничений); Вменяемое руководство и адекватное отношение к сотрудникам и рабочему процессу; Возможность стать частью крупного проекта, не имеющего аналогов и задающего тренд на российском рынке;",Блочная верстка|CSS|Администрирование серверов Linux|Верстка|HTML|Кроссбраузерная верстка|jQuery|Laravel|Codeigniter|SQL|CSS3|ООП|REST|Git|Linux|XML|JavaScript|MySQL|HTML5|PHP5|PHP|Bootstrap|MVC
