,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
608,608,senior ios developer techlead (video editor),Новосибирск,150000.0,,Movavi,2019-10-13T21:57:39+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture - одни из самых популярных продуктов в мире, ими пользуются в 200 странах. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! У нас замечательная команда, и для ее расширения мы ищем Ведущего iOS-разработчика. Приглашаем тебя присоединиться к команде мобильного Видеоредактора - Movavi Clips и вместе с нами создавать одно из самый популярных приложений! Clips - это: кратно растущий мобильный продукт; более 5 000 000 скачиваний приложения на iOS и Android; приложение, которым пользуются в более чем 150 странах. Чем предстоит заниматься: разрабатывать мультимедийные продукты; изучать и внедрять новые, современные технологии; делиться знаниями с коллегами и повышать свой профессионализм; проводить code review; взаимодействовать с отделами тестирования и дизайна. Для успешного выполнения задач тебе потребуется: опыт разработки под iOS от 3-х лет; опыт работы с Git; Objective-C; знание и опыт работы с iOS SDK, Xcode; многопоточное программирование; умение работать с CocoaPods; стремление постоянно улучшать свои знания и навыки. Будет круто, если у тебя есть: опыт работы с AVFoundation; знание шаблонов и принципов проектирования; опыт применения Unit-тестирования, SOLID, CI; опыт работы в командах, желательно Scrum/Agile/Lean. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; обучение детей в IT-школе Movavi; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. Хочешь 70K? Это не розыгрыш. Мы готовы тебе их дать! Порекомендуй нашу вакансию своему другу или знакомому, пришли его резюме на почту (см.контактную информацию) с пометкой &quot;Внешняя рекомендация на позицию Senior iOS Developer&quot; и получи бонус : 70 000р. за Senior-разработчика, после прохождения им испытательного срока. * Друг должен знать, что его рекомендуют. Если ты не получил ответ на отклик в течение 3-х рабочих дней: 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам.",,,,iOS|Git|Objective-C|Разработка ПО
