,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
64,64,фронтендер фронт энд разработчик,Новосибирск,,,Skyeng,2019-10-18T13:56:17+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"В команду массового рекрутинга преподавателей Skyteach самой крупной онлайн-школы английского языка Skyeng нужен фронтендер. Работа с нами – это не шаблонное выполнение инструкций, а возможность для развития и проявления инициативы. Круг обязанностей: HTML адаптивная и кроссбраузерная верстка страниц по psd - макетам. Изменение стилистики сайта в режиме реального времени. Создание landing page по дизайн-макетам. Верстка компонентов из макетов psd и figma. Используемые технологии: HTML5/CSS3 CSS animations Базовые знания JavaScript Умение использовать возможности CSS3 Кроссбраузерная и Адаптивная верстка из PSD макетов Опыт работы с препроцессорами lESS, SASS Опыт работы с git Знание Bootstrap 3 и 4 (использовании сетки) Понимание DOM Желание осваивать компетенции front-end разработки Мы предлагаем: Дрим-тим профессионалов. Знаем, все компании так пишут. Лучше посмотрим на твою реакцию через месяц работы с нами! Сложные и интересные задачи; Высокий уровень заработной платы; Оплачиваемый отпуск; Полный рабочий день; Удалённый график работы; Дружный и целеустремленный коллектив (особенно дружный).",,,,CSS3|HTML5|Less|Bootstrap|Sass|DOMObject|JavaScript|Лендинги
