,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
343,343,backend разработчик (nodejs),Новосибирск,80000.0,,ВилайнТв,2019-10-09T15:01:00+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"В нашу компанию требуется backend разработчик (NodeJS) для создания и развития нового проекта Видео тематики. Условия Работа в офисе или возможность работать удаленно на полный рабочий день; Трудоустройство в соответствии с ТК РФ; График работы с Пн по Пт; Просторный офис в центре Новосибирска либо удаленно Начало рабочего дня ненормировано; Требования к кандидату Опыт backend разработки - от 3 лет, на NodeJS (ES5, ES6) - от 1 года. Умение работать со сложными SQL-запросами. Самостоятельность и умение планировать свою работу. Навыки работы с системами контроля версий. Ждем в нашу команду инициативного, ответственного сотрудника. Будет плюсом Опыт проектирования и разработки API сервисов. Опыт работы в команде. Опыт работы с NoSQL базами данных. Опыт разработки highload систем",,,,Node.js|MySQL|Git|Nginx|PostgreSQL|MongoDB|Linux
