,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
117,117,ведущий разработчик разработчик 1с,Новосибирск,,,Диалог Информационные Технологии,2019-10-10T14:27:53+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Диалог ИТ – одна из компаний-лидеров в области автоматизации бизнес-процессов на платформе 1С. В связи с расширением портфеля проектов, мы ищем к себе в команду Ведущего разработчика/Разработчика 1С в департамент корпоративных проектов. Что тебе предстоит: Решать серьезные и масштабные задачи на проектах внедрения в компаниях федерального уровня; Разбирать и оценивать требования для реализации поставленных задач; Программировать по техническому заданию; Консультировать аналитиков по архитектуре информационных систем на этапах обследования, анализа и моделирования; Помогать аналитикам в построении оптимального решения разрабатываемой архитектуры информационной системы на этапе разработки технического задания. Нам важно: Опыт программирования на 1С от 2 лет; Отличное знание платформы 1С:Предприятие 8 на уровне разработчика; Хорошее знание одной или нескольких типовых конфигураций: УПП, ERP, БП, ЗУП, УТ, КА; Умение дать экспертную оценку по технической структуре продукта. Преимущества работы у нас: Команда: дружная и экспертная, объединенная общей миссией и ценностями; Загрузка: стабильная на крупных и масштабных проектах; Зарплата: «белая», достойный оклад + премии за результативность + надбавка за новые сертификаты 1С; Профессиональный рост: доступ к корпоративной библиотеке 1С, получение сертификатов 1С за счет компании; Карьерный рост – реален, зависит от совершенствования твоих компетенций; Оформление: официальное, отпуск 28 календарных дней, оплачиваемые больничные, ДМС после года работы; График: можешь работать в офисе или удаленно из дома, 8-ми часовой гибкий рабочий день; Бонусы : вкусняшки по пятницам, летние и зимние выезды, безлимитный кофе, свежий чай и позитивная атмосфера. Мы находимся в Санкт-Петербурге и рассматриваем кандидатов на удаленную занятость или готовых к релокации.",,,,
441,441,ведущий разработчик разработчик 1с,Краснодар,,,Диалог Информационные Технологии,2019-10-10T14:27:53+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Диалог ИТ – одна из компаний-лидеров в области автоматизации бизнес-процессов на платформе 1С. В связи с расширением портфеля проектов, мы ищем к себе в команду Ведущего разработчика/Разработчика 1С в департамент корпоративных проектов. Что тебе предстоит: Решать серьезные и масштабные задачи на проектах внедрения в компаниях федерального уровня; Разбирать и оценивать требования для реализации поставленных задач; Программировать по техническому заданию; Консультировать аналитиков по архитектуре информационных систем на этапах обследования, анализа и моделирования; Помогать аналитикам в построении оптимального решения разрабатываемой архитектуры информационной системы на этапе разработки технического задания. Нам важно: Опыт программирования на 1С от 2 лет; Отличное знание платформы 1С:Предприятие 8 на уровне разработчика; Хорошее знание одной или нескольких типовых конфигураций: УПП, ERP, БП, ЗУП, УТ, КА; Умение дать экспертную оценку по технической структуре продукта. Преимущества работы у нас: Команда: дружная и экспертная, объединенная общей миссией и ценностями; Загрузка: стабильная на крупных и масштабных проектах; Зарплата: «белая», достойный оклад + премии за результативность + надбавка за новые сертификаты 1С; Профессиональный рост: доступ к корпоративной библиотеке 1С, получение сертификатов 1С за счет компании; Карьерный рост – реален, зависит от совершенствования твоих компетенций; Оформление: официальное, отпуск 28 календарных дней, оплачиваемые больничные, ДМС после года работы; График: можешь работать в офисе или удаленно из дома, 8-ми часовой гибкий рабочий день; Бонусы : вкусняшки по пятницам, летние и зимние выезды, безлимитный кофе, свежий чай и позитивная атмосфера. Мы находимся в Санкт-Петербурге и рассматриваем кандидатов на удаленную занятость или готовых к релокации.",,,,
