,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
810,810,"консультант по направлению sap fi fm, fi bl, trm",Новосибирск,,,АК АЛРОСА,2019-10-07T15:37:31+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Техническая проработка и экспертиза инициатив; Настройка системы по направлению SAP FI-FM, FI-BL, TRM; Разработка технических заданий; Консультации и обучение пользователей; Обучение, оценка и развитие стажеров. Требования: Высшее профильное образование; От 5-ти лет опыта работы в соответствующем функциональном направления SAP системы; Знание функциональности TRM - Управление фин. сделками: денежный рынок, иностранная валюта, ценные бумаги; Опыт настройки PSM-FM: деривация FM, БДДС, онлайн обновление платежей; Знание функциональности платежей: опыт настройки стандартной АПП, DMEE, H2H, опыт работы с выпиской; Знание архитектуры SAP, структуры данных основных модулей SAP ERP; Навыки разработки проектной и пользовательской документации; Навыки сбора и формализации требований заказчика; Чтение abap-кода и умение работать с отладчиком. Условия: Работа в одной из крупнейших компаний как в России, так и во всем мире в рамках своей отрасли; Оформление в штат компании в соответствии с ТК РФ; Социальный пакет: ДМС, премия по итогам работы за квартал и год, оплата обучения; Заработная плата обсуждается с успешным кандидатом."," Высшее профильное образование; От 5-ти лет опыта работы в соответствующем функциональном направления SAP системы; Знание функциональности TRM - Управление фин. сделками: денежный рынок, иностранная валюта, ценные бумаги; Опыт настройки PSM-FM: деривация FM, БДДС, онлайн обновление платежей; Знание функциональности платежей: опыт настройки стандартной АПП, DMEE, H2H, опыт работы с выпиской; Знание архитектуры SAP, структуры данных основных модулей SAP ERP; Навыки разработки проектной и пользовательской документации; Навыки сбора и формализации требований заказчика; Чтение abap-кода и умение работать с отладчиком. "," Техническая проработка и экспертиза инициатив; Настройка системы по направлению SAP FI-FM, FI-BL, TRM; Разработка технических заданий; Консультации и обучение пользователей; Обучение, оценка и развитие стажеров. "," Работа в одной из крупнейших компаний как в России, так и во всем мире в рамках своей отрасли; Оформление в штат компании в соответствии с ТК РФ; Социальный пакет: ДМС, премия по итогам работы за квартал и год, оплата обучения; Заработная плата обсуждается с успешным кандидатом.",
