,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
855,855,инженер монтажник слаботочных сетей,Екатеринбург,20000.0,55000.0,"Принтград, ГК",2019-10-21T11:01:10+0300,Нет опыта,Полный день,Полная занятость,"Обязанности: Протяжка СКС на торговом объекте; ПНР торгового оборудования (кассы, терминалы сбора данных, мобильные принтеры и т.д.); Монтаж и настройка видеонаблюдения; Проведение ППР; Требования: Опыт монтажа ЛВС; Опыт настройки торгового оборудования и видеонаблюдения будет преимуществом; Желание обучаться и развиваться; Умение работать в команде; Мобильность; Условия: работа разъездного характера график работы 5/2, желание развивать технические компетенции, работа в команде. только белая заработная плата, официальное трудоустройство по ТК РФ, оклад 20 000 руб, сдельная часть без ограничения сверху по уровню дохода. Варианты: выполнять больше простых работ или брать сложные виды работ или комбинация простых и сложных работ. Для примера, сдельная часть за август: от 20 000 руб. до 50 000 руб, работа рядом с домом, стремление развиваться и обучаться в успешной Компании. Присоединяйтесь к нашей команде, отправляйте резюме прямо сейчас!", Опыт монтажа ЛВС; Опыт настройки торгового оборудования и видеонаблюдения будет преимуществом; Желание обучаться и развиваться; Умение работать в команде; Мобильность; ," Протяжка СКС на торговом объекте; ПНР торгового оборудования (кассы, терминалы сбора данных, мобильные принтеры и т.д.); Монтаж и настройка видеонаблюдения; Проведение ППР; "," работа разъездного характера график работы 5/2, желание развивать технические компетенции, работа в команде. только белая заработная плата, официальное трудоустройство по ТК РФ, оклад 20 000 руб, сдельная часть без ограничения сверху по уровню дохода. Варианты: выполнять больше простых работ или брать сложные виды работ или комбинация простых и сложных работ. Для примера, сдельная часть за август: от 20 000 руб. до 50 000 руб, работа рядом с домом, стремление развиваться и обучаться в успешной Компании. Присоединяйтесь к нашей команде, отправляйте резюме прямо сейчас!",
899,899,инженер монтажник слаботочных сетей,Екатеринбург,20000.0,55000.0,"Принтград, ГК",2019-09-23T12:39:35+0300,Нет опыта,Полный день,Полная занятость,"Обязанности: Протяжка СКС на торговом объекте; ПНР торгового оборудования (кассы, терминалы сбора данных, мобильные принтеры и т.д.); Монтаж и настройка видеонаблюдения; Проведение ППР; Требования: Опыт монтажа ЛВС; Опыт настройки торгового оборудования и видеонаблюдения будет преимуществом; Желание обучаться и развиваться; Умение работать в команде; Мобильность; Условия: работа разъездного характера, график работы 5/2, желание развивать технические компетенции, работа в команде. только белая заработная плата, официальное трудоустройство по ТК РФ, оклад 20 000 руб, сдельная часть без ограничения сверху по уровню дохода. Варианты: выполнять больше простых работ или брать сложные виды работ или комбинация простых и сложных работ. Для примера, сдельная часть за март: от 20 000 руб. до 55 000 руб, работа рядом с домом, стремление развиваться и обучаться в успешной Компании. Присоединяйтесь к нашей команде, отправляйте резюме прямо сейчас!", Опыт монтажа ЛВС; Опыт настройки торгового оборудования и видеонаблюдения будет преимуществом; Желание обучаться и развиваться; Умение работать в команде; Мобильность; ," Протяжка СКС на торговом объекте; ПНР торгового оборудования (кассы, терминалы сбора данных, мобильные принтеры и т.д.); Монтаж и настройка видеонаблюдения; Проведение ППР; "," работа разъездного характера, график работы 5/2, желание развивать технические компетенции, работа в команде. только белая заработная плата, официальное трудоустройство по ТК РФ, оклад 20 000 руб, сдельная часть без ограничения сверху по уровню дохода. Варианты: выполнять больше простых работ или брать сложные виды работ или комбинация простых и сложных работ. Для примера, сдельная часть за март: от 20 000 руб. до 55 000 руб, работа рядом с домом, стремление развиваться и обучаться в успешной Компании. Присоединяйтесь к нашей команде, отправляйте резюме прямо сейчас!",
