,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
693,693,backend developer (go),Челябинск,,,Integral,2019-10-09T06:52:07+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Наша компания является одной из первых в России, основным направлением которой является разработка решений на основе блокчейн-технологий: - разработка программной архитектуры децентрализованных приложений/платформ/сервисов; - создание новых и уникальных блокчейн-платформ (в том числе участие в open-source проектах); - разработка полного цикла децентрализованных решений, включая сопутствующие программные продукты, которые входят в экосистему децентрализованного решения (Frontend - мобильные и веб-приложения, Backend - middleware, многоуровневые сервисы, модули интеграции, cross-chain сервисы, etc). Требования к кандидату: Опыт разработки на GoLang от одного года; Опыт создания и настройки распределенных сервисов; Хорошее знание сетевых протоколов; Знание и опыт работы с git и git flow; Опыт работы с unix системами; Опыт работы с gRPC; Опыт работы с реляционными и KV базами данных; Уверенное владение docker/docker-compose. Будет плюсом: Наличие github аккаунта с примерами разработок; Опыт работы с блокчейн-технологиями; Работа с серверами очередей; Знание и опыт работы на любом другого языке программирования; Опыт самостоятельного ведения проекта; Опыт оптимизации высоконагруженных проектов; Опыт проектирования и разработки REST API. Мы предлагаем: Удаленная работа; Конкурентная оплата труда; Участие в сложных и интересных проектах; Работа в кругу профессионалов; Белая зарплата.",,,,Golang|REST|Databases|Network protocols|Microservices|Blockchain|Git
1245,1245,backend developer (go),Самара,,,Integral,2019-10-17T07:41:30+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Наша компания является одной из первых в России, основным направлением которой является разработка решений на основе блокчейн-технологий: - разработка программной архитектуры децентрализованных приложений/платформ/сервисов; - создание новых и уникальных блокчейн-платформ (в том числе участие в open-source проектах); - разработка полного цикла децентрализованных решений, включая сопутствующие программные продукты, которые входят в экосистему децентрализованного решения (Frontend - мобильные и веб-приложения, Backend - middleware, многоуровневые сервисы, модули интеграции, cross-chain сервисы, etc). Требования к кандидату: Опыт разработки на GoLang от одного года; Опыт создания и настройки распределенных сервисов; Хорошее знание сетевых протоколов; Знание и опыт работы с git и git flow; Опыт работы с unix системами; Опыт работы с gRPC; Опыт работы с реляционными и KV базами данных; Уверенное владение docker/docker-compose. Будет плюсом: Наличие github аккаунта с примерами разработок; Опыт работы с блокчейн-технологиями; Работа с серверами очередей; Знание и опыт работы на любом другого языке программирования; Опыт самостоятельного ведения проекта; Опыт оптимизации высоконагруженных проектов; Опыт проектирования и разработки REST API. Мы предлагаем: Удаленная работа; Конкурентная оплата труда; Участие в сложных и интересных проектах; Работа в кругу профессионалов; Белая зарплата.",,,,Golang|REST|Databases|Network protocols|Microservices|Blockchain|Git
