,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
134,134,java developer (audit),Новосибирск,,,Сбербанк,2019-10-18T13:03:52+0300,От 1 года до 3 лет,Полный день,Полная занятость,"О компании Мы технологический двигатель Сбербанка. Мы создаём технологии позволяющие Сбербанку достигать всё более высоких результатов. Мы продуктовая компания. Создаваемые нами продукты включают технологические и прикладные сервисы технологической платформы Сбербанка, но не ограничены ими. Мы инженерная компания. Все наши сотрудники независимо от роли и должности должны обладать инженерным мышлением. О продукте Наша команда разрабатывает продукт по предоставлению функций аудита информационным системам Банка по модели SaaS (Software-as-a-Service). Нашими сервисами будут пользоваться все бизнес приложения банка поэтому наличие сбоев в нашем сервисе недопустимо. В ближайшее время нам предстоит реализовать различные схемы взаимодействия с нашим компонентом, как из классических сред (сервера приложений, размещенных на baremetal или виртуальных серверах), так и из сред контейнерезации (таких как Kubernetes и OpenShift). Сервис, реализованный нашей командой, уже находятся в промышленной эксплуатации и успешно выполняют поставленные задачи с доступностью 99.99%. О команде Наша команда работает по методологии Agile и имеет полную свободу выбора технических решений. Вместе с этой свободой приходит ответственность за результат принятых нами решений перед нашими клиентами. Так как нашими клиентами являются высокопрофессиональные команды разработки уровень нашей работы должен быть очень высоким. Мы постоянно повышаем свой уровень приобретая новые знания и совершенствуя свои компетенции. В нашей команде мы предоставляем сотрудникам время на R&amp;D задачи при условии, что результатом исследования будет работающий прототип, который обсуждается всеми членами команды. Мы ищем Java Developer с опытом коммерческой разработки. Мы ценим если Ты любишь писать код, простой и надёжный. И понимаешь, что простота достигается трудом и упорством, а качество для тебя естественно и необходимо. Ты ценишь открытость, умеешь признавать и исправлять ошибки. Ты можешь донести ценность своего технического решения до других разработчиков. Умеешь защищать свои решения в конструктивном диалоге с коллегами. Ты заботишься о своей команде и помогаешь ей достигать наилучших результатов. О работе Тебе предстоит Технологический анализ Проектирование доработок в существующих и запускаемых с нуля продуктах Разработка новой и улучшение существующей функциональности Проведение код-ревью решений коллег Выпуск в опытную и промышленную эксплуатацию Сопровождение продуктов и устранение дефектов Требования Отличное знание Java SE 8+. Умение работать с системой контроля версий Git. Опыт командной разработки коммерческих приложений от 1 года. Понимание принципов OOП, шаблонов проектирования. Понимание и опыт написания потокобезопасного кода. Опыт работы с реляционными СУБД (Postgres, Oracle). Знакомство с технологиями разработки (Spring Framework, Hibernate, JDBC и др). Знание технологий и методик проведения модульного тестирования, опыт использования инструментов модульного тестирования (JUnit, TestNg или др.). Владение основными инструментами (Intellij IDEA, Maven, JIRA, Confluence или др.). Высшее техническое образование. Английский на уровне чтения технической документации. Будет плюсом Владение технологиями виртуализации (Docker, Kubernetes, Openshift и др.) Знание инструментов DevOps (Ansible, Groovy, Jenkins, Bash, SonarQube и др.) Опыт разработки высоконагруженных и распределенных систем Опыт профилирования приложений - поиск утечек памяти, поиск bottleneck приложений Наши условия Высокая конкурентная оплата труда Возможность посещения (как в качестве слушателя, так и в качестве выступающего) всероссийских и международных IT-конференций Курсы повышения квалификации несколько раз в год Возможность изучать английский язык с высококлассными преподавателями на территории компании Возможность организации гибкого графика работы Приятные корпоративные скидки для спорта и отдыха и не только ДМС для сотрудников и скидки на медицинскую страховку для родственников Про Сбербанк Сбербанк — это современная техническая платформа, создающая новые способы потребления финансовых (и не только) услуг. Мы собираем лучшие технологии и управленческие методы из мировой практики, чтобы превратить «главный» банк России в передовую сервисную экосистему. Если тебе нравится эта идея, присоединяйся к нашей команде. За что сотрудники любят Сбербанк: прогрессивность: да, мы — банк со столетней историей, но одновременно и финтех-стартап с идеями о том, как изменить мир масштаб: внутри одной компании можно развиваться в любом направлении и строить карьеру с любым уровнем амбиций эффект: ты стараешься — и это видят десятки миллионов людей.",,,,Spring Framework|Java|Hibernate ORM|Atlassian Jira|JUnit|Git|Apache Maven|Docker
