,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
314,314,руководитель группы по исключению причин ошибок автоматического списания в системе sap,Краснодар,,,КАМАЗ,2019-09-23T09:46:29+0300,От 3 до 6 лет,Полный день,Полная занятость,"ООО «Цифровая платформа КАМАЗ» - 100% дочернее Общество ПАО «КАМАЗ», созданное с целью реализации инновационных проектов в области цифровой трансформации. Основной акцент проектов направлен на использование инструментов анализа данных и машинного обучения. ООО «Цифровая платформа КАМАЗ» является компанией, объединяющей стартапы группы компаний КАМАЗ в области цифровых сервисов, предоставляющих услуги по каршерингу и электронной коммерции. Компания ООО &quot;Цифровая платформа &quot;КАМАЗ&quot; объявляет набор на вакансию &quot;Руководитель группы по исключению причин ошибок автоматического списания в системе SAP&quot; Чем Вам предстоит заниматься : Организация постоянно действующего процесса по установления причин проблем автоматического списания в системе SAP и их устранению: Организация (найм и обучение) работы группы по аудиту причин возникновения ошибок списания Выработка корректирующих мероприятия для устранения причин возникновения ошибок списания Организация регулярных совещаний по рассмотрению результатов аудита и причин выполнения корректирующих мероприятий Наша вакансия подойдет Вам, если у Вас есть: Понимание бизнес-процессов проектирования, разработки технологической документации, производства, оперативного учета Опыт внедрения систем объемного планирования является преимуществом Опыт управления проектными командами Навыки эффективного организатора, коммуникационные навыки, умение управления конфликтами Опыт работы с производственными составами (BOM), настройка модуля SAP ММ, работа с журналом ошибок COGI (желательно) Компания предлагает: Место работы: г.Наб.Челны, ИТ-парк (ул.Машиностроительная) Конкурентная зарплата и премии, т.е. возможность влиять на размер своей заработной платы Реальные перспективы профессионального и карьерного роста Интересная работа в стабильной компании Дружный, активный и высокопрофессиональный коллектив Широкие возможности для обучения и развития Официальное трудоустройство, гарантии согласно ТК РФ Если Вы ориентированы на профессиональное развитие в крупной компании, мы Вас ждем!",,,,
1174,1174,руководитель группы по исключению причин ошибок автоматического списания в системе sap,Самара,,,КАМАЗ,2019-09-23T08:35:51+0300,От 3 до 6 лет,Полный день,Полная занятость,"ООО «Цифровая платформа КАМАЗ» - 100% дочернее Общество ПАО «КАМАЗ», созданное с целью реализации инновационных проектов в области цифровой трансформации. Основной акцент проектов направлен на использование инструментов анализа данных и машинного обучения. ООО «Цифровая платформа КАМАЗ» является компанией, объединяющей стартапы группы компаний КАМАЗ в области цифровых сервисов, предоставляющих услуги по каршерингу и электронной коммерции. Компания ООО &quot;Цифровая платформа &quot;КАМАЗ&quot; объявляет набор на вакансию &quot;Руководитель группы по исключению причин ошибок автоматического списания в системе SAP&quot; Чем Вам предстоит заниматься : Организация постоянно действующего процесса по установления причин проблем автоматического списания в системе SAP и их устранению: Организация (найм и обучение) работы группы по аудиту причин возникновения ошибок списания Выработка корректирующих мероприятия для устранения причин возникновения ошибок списания Организация регулярных совещаний по рассмотрению результатов аудита и причин выполнения корректирующих мероприятий Наша вакансия подойдет Вам, если у Вас есть: Понимание бизнес-процессов проектирования, разработки технологической документации, производства, оперативного учета Опыт внедрения систем объемного планирования является преимуществом Опыт управления проектными командами Навыки эффективного организатора, коммуникационные навыки, умение управления конфликтами Опыт работы с производственными составами (BOM), настройка модуля SAP ММ, работа с журналом ошибок COGI (желательно) Компания предлагает: Место работы: г.Наб.Челны, ИТ-парк (ул.Машиностроительная) Конкурентная зарплата и премии, т.е. возможность влиять на размер своей заработной платы Реальные перспективы профессионального и карьерного роста Интересная работа в стабильной компании Дружный, активный и высокопрофессиональный коллектив Широкие возможности для обучения и развития Официальное трудоустройство, гарантии согласно ТК РФ Если Вы ориентированы на профессиональное развитие в крупной компании, мы Вас ждем!",,,,
