,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1149,1149,программист 1с (лабораторная ис),Самара,,,Транснефть-Технологии,2019-10-18T17:08:24+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Расширение функционала производственной информационной системы, разработанной на платформе 1С: Предприятие 8.3 с нуля (БСП 3.1) Разработка на управляемых формах. Работа в команде разработчиков. Групповая разработка кода в хранилище 1С. Разработка эргономичных интерфейсных решений. Обсуждение бизнес-задач и проектирование лучших решений. Требования: Опыт работы на 1С:Предприятие 8.3 Опыт работы с управляемыми формами. Опыт работы с БСП 3.1 Отличное знание языка запросов 1С. Опыт разработки отчетов на СКД. Умение читать и понимать чужой код. Разработка кода по стандартам разработки 1С. Аналитические способности. Ответственность. Условия: Работа в стабильной, развивающейся компании, высокий уровень дохода (оклад +ежемесячные премии), широкий социальный пакет: медицинское страхование, доплата к отпуску, частичная компенсация санаторно-курортного лечения и отдыха", Опыт работы на 1С:Предприятие 8.3 Опыт работы с управляемыми формами. Опыт работы с БСП 3.1 Отличное знание языка запросов 1С. Опыт разработки отчетов на СКД. Умение читать и понимать чужой код. Разработка кода по стандартам разработки 1С. Аналитические способности. Ответственность. ," Расширение функционала производственной информационной системы, разработанной на платформе 1С: Предприятие 8.3 с нуля (БСП 3.1) Разработка на управляемых формах. Работа в команде разработчиков. Групповая разработка кода в хранилище 1С. Разработка эргономичных интерфейсных решений. Обсуждение бизнес-задач и проектирование лучших решений. "," Работа в стабильной, развивающейся компании, высокий уровень дохода (оклад +ежемесячные премии), широкий социальный пакет: медицинское страхование, доплата к отпуску, частичная компенсация санаторно-курортного лечения и отдыха",1С: Предприятие 8|Аналитическое мышление|1С: Предприятие
