,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
261,261,аналитик технический писатель,Новосибирск,35000.0,,Форвард,2019-10-15T14:28:00+0300,Нет опыта,Полный день,Полная занятость,"Обязанности: Сбор и формирование первичных требований к специализированному оборудованию; Поиск наиболее верных решений, сбор и анализ необходимой информации для реализации, поставленных задач; Разработка технической документации на производимое оборудование и ПО; Актуализация документации: отслеживать изменения, версии, связи и приоритеты; Своевременное взаимодействие с участниками разработки. Требования: Понимание или желание разбираться в принципах работы автомобилей и спец.техники; Знание ПДД; Умение структурировать информацию; Умение самостоятельно анализировать исходный материал и находить нужную информацию в открытых источниках; Умение писать грамотные и понятные тексты на русском техническом языке. Будет преимуществом: Опыт работы аналитиком / техническим писателем в сфере разработки программного обеспечения; Опыт тестирования симуляторных программных продуктов; Техническое образование; Желание разбираться и погружаться в автомобильную тематику и специализированную технику. Мы предлагаем: Молодой, профессиональный, дружный коллектив; Комфортный офис в центре города, 5 минут от метро «Гагаринская»; Трудоустройство согласно ТК РФ; Официальную зарплату; Возможность профессионального и карьерного роста; Разные «вкусняшки» для всегда позитивного настроения; Абонементы в тренажерный зал, бассейн и т.д. за счет компании; Уровень заработной платы определяется по результатам собеседования.",," Сбор и формирование первичных требований к специализированному оборудованию; Поиск наиболее верных решений, сбор и анализ необходимой информации для реализации, поставленных задач; Разработка технической документации на производимое оборудование и ПО; Актуализация документации: отслеживать изменения, версии, связи и приоритеты; Своевременное взаимодействие с участниками разработки. ",,
