,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
926,926,разработчик sql (junior),Екатеринбург,,,Восточный Ветер,2019-10-17T11:48:59+0300,Нет опыта,Полный день,Полная занятость,"Компания Eastwind специализируется на разработке решений для операторов мобильной и фиксированной связи. Задачи , которые стоят перед группой аналитики и DWH отдела биллинга: сопровождение и развитие продукта Eastwind Billing System, в основе которого находится большая (сотни Тб) БД MS SQL Server, работающая в режиме online-доступа. Мы ищем разработчика SQL((junior) Обязанности: развитие и поддержка горизонтально-масштабируемого высоконагруженного хранилища данных MS SQL Server, работающего в режиме online-доступа: написание, тестирование и поддержка кода; анализ производительности баз данных MS SQL Server; развитие и поддержка аналитической системы на основе OLAP-кубов (SSAS). Обязательные требования: понимание архитектурных принципов реляционных хранилищ данных, знание требований ACID к транзакционным системам, навыки программирования на языке SQL в любой СУБД (MS SQL Server, Oracle, PostgreSQL, MySQL и др.); желание развиваться в области разработки высоконагруженных хранилищ данных и BI. Желательно: навыки программирования на T-SQL в MS SQL Server 2008/2012 и более поздних версий; опыт разработки, поддержки и оптимизации крупных высоконагруженных баз данных, умение анализировать планы и оптимизировать тяжелые запросы; знания и опыт работы с технологией OLAP в MS SSAS: разработка аналитических кубов, оптимизация, умение написания запросов к многомерным базам данных на языке MDX; опыт работы с MS SSIS: разработка и отладка пакетов. Условия: участие в международных проектах; профессиональный рост; режим работы с 9.30 до 18.00 с возможностью сдвига графика в пределах 2-х часов; офис на Лукиных (Уралмаш); &quot;белая&quot; заработная плата, которая зависит от ваших способностей; корпоративная авто и вело парковка.",,," участие в международных проектах; профессиональный рост; режим работы с 9.30 до 18.00 с возможностью сдвига графика в пределах 2-х часов; офис на Лукиных (Уралмаш); &quot;белая&quot; заработная плата, которая зависит от ваших способностей; корпоративная авто и вело парковка.",MS SQL|MS SQL Server|SQL|Работа с базами данных|MySQL|PostgreSQL|Transact-SQL
