,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
428,428,преподаватель курсов по программированию,Краснодар,,20000.0,Алгоритмика г. Краснодар,2019-09-24T20:04:28+0300,От 1 года до 3 лет,Гибкий график,Частичная занятость,"Алгоритмика -­ это крупнейший образовательный проект по обучению детей программированию! С 2016 года мы активно занимаемся разработкой и внедрением новейших IT технологий в обучение школьников. На наших уроках дети не только учатся программированию, но и развивают логику и мышление, учатся проектной и командной работе, проявлять креативность и творческие способности. У нас чёткие и достижимые цели! Мы постоянно обучаемся сами и развиваем свою команду! Наша компания активно развивается, и мы ищем энергичных и доброжелательных преподавателей! НАМ ВАЖНО, ЧТОБЫ ВЫ ОБЛАДАЛИ: Ответственностью Пунктуальностью Грамотной речью Опытом работы с детьми Умением объяснять сложные вещи простыми словами Знанием любого языка программирования Интересом к сфере образования Желанием развиваться И любили общаться с детьми ЧЕМ НУЖНО БУДЕТ ЗАНИМАТЬСЯ: Проводить мастер-классы и занятия по программированию для детей 6-17 лет Поддерживать интерес и мотивацию учеников к обучению Формировать у учеников лигическое мышление, развивать их технические и творческие способности Работать в бэк-офисе и вести отчётность ЧЕГО НЕ БУДЕТ: Рутины Скуки Бездушного отношения Унылой команды ЧТО МЫ ПРЕДЛАГАЕМ: Гибкий график. Согласуем индивидуально! Можно работать от 2-х часов в неделю Возможность обучать замотивированных детей, которые стремятся узнать все о современных технологиях Корпоративные обучения Карьерный рост Дружелюбный коллектив, увлеченный своим делом Если Вы хотите в нашу команду, то в отклике укажите чем вас заинтересовала наша вакансия, расскажите о своих навыках и почему именно вы идеально впишетесь в нашу команду.",,,,Работа в команде|Преподаватель|Навыки межличностного общения|Коммуникабельность
