,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1232,1232,web разработчик java разработчик,Самара,40000.0,120000.0,БАСС,2019-10-21T08:17:27+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Разработка на java веб-приложений для применения в медицинских организациях, подведомственных Минздраву, а также ТФОМС Самарской области Требования: знание java; знание одного из java веб-фрэймворков (play, spring, др.); знание HTML, CSS; знание ООП и понимание в его применении. Приветствуются навыки: java8+, Hibernate, WebSocket, REST, SOAP; Javascript; опыт применения инженерных практик: TDD, Code review, Continues Integration; проектирование БД; знание форматов XML ,JSON; опыт работы с СУБД (Oracle PostgreSQL); PL/SQL PLpgSQL; работа с системами контроля версий (SVN, Git, др); работа с серверными приложениями (GlassFish, Tomcat, др.); умение самостоятельно разбираться в новых технологиях. Условия: Рассматриваем кандидатов учащихся на последнем курсе ВУЗа Заработная плата - от 40 000 рублей до 120 000 рублей. График работы 5/2. Испытательный срок 3 месяца. Официальное оформление, отпуск, больничный, согласно ТК РФ. Оформление полиса ДМС (добровольное медицинское страхование) за счёт работодателя. Честная система премирования. Возможности самореализации. Сложные задачи в инновационных секторах IT-рынка. Индивидуальный подход в организации труда полезных сотрудников. Перспектива профессионального и карьерного роста. Обучение в компании и учебных центрах, участие в выставках и конференциях. Комфортный офис в тихом районе города. Дружный демократичный коллектив увлеченных профессионалов!"," знание java; знание одного из java веб-фрэймворков (play, spring, др.); знание HTML, CSS; знание ООП и понимание в его применении. Приветствуются навыки: java8+, Hibernate, WebSocket, REST, SOAP; Javascript; опыт применения инженерных практик: TDD, Code review, Continues Integration; проектирование БД; знание форматов XML ,JSON; опыт работы с СУБД (Oracle PostgreSQL); PL/SQL PLpgSQL; работа с системами контроля версий (SVN, Git, др); работа с серверными приложениями (GlassFish, Tomcat, др.); умение самостоятельно разбираться в новых технологиях. "," Разработка на java веб-приложений для применения в медицинских организациях, подведомственных Минздраву, а также ТФОМС Самарской области "," Рассматриваем кандидатов учащихся на последнем курсе ВУЗа Заработная плата - от 40 000 рублей до 120 000 рублей. График работы 5/2. Испытательный срок 3 месяца. Официальное оформление, отпуск, больничный, согласно ТК РФ. Оформление полиса ДМС (добровольное медицинское страхование) за счёт работодателя. Честная система премирования. Возможности самореализации. Сложные задачи в инновационных секторах IT-рынка. Индивидуальный подход в организации труда полезных сотрудников. Перспектива профессионального и карьерного роста. Обучение в компании и учебных центрах, участие в выставках и конференциях. Комфортный офис в тихом районе города. Дружный демократичный коллектив увлеченных профессионалов!",
1166,1166,1с разработчик (middle senior) в самаре,Самара,50000.0,120000.0,Realize,2019-10-03T13:35:39+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы ведем крупные проекты в ювелирной отрасли и реализуем собственные идеи, ограниченные только фантазией. Чтобы делать больше и быстрее, собираем большую команду. Работаем по Scrum/Kanban. Это значит, что для нас разработчики не подчиненные, а активные участники проекта. У нас нет сорванных сроков и неожиданных задач в пятницу вечером. Зато есть командная работа и взаимоуважение. Что ждем от соискателя: Умение мыслить системно, аналитические способности; Опыт профессионального программирования на платформе 1С Предприятие (включая управляемые формы) от 2 лет; Знание основ MS SQL, участие в крупных проектах; Опыт составления технической документации; Разработка и администрирование на базе 1С:Предприятие 8. Основные конфигурации: БП, ЗУП, УТ; Хорошие знания методик разработки: — использование типового кода и приемов разработки, использование типовых общих модулей, библиотеки стандартных подсистем; — качественное оформление кода: формат, комментарии, — регулярный код-ревью и тестирование собственных разработок, — опыт работы с управляемым приложением, клиент-серверным режимом работы системы 1С, — знания современных методик обмена данными и интеграции с другими приложениями (http/web-сервисы (REST, SOAP), XML/json, конвертация данных). Свободное владение языком запросов 1С и его расширениями для СКД; Желательно знание инструментов, входящих в пакет 1С:КИП, и методик их применения. Будет плюсом: Знание основ бухгалтерского и налогового учета, торговли; Знание MS SQL, умение работать с профайлером, знание языка запросов SQL; Наличие сертификатов специалист по платформе, эксперт по технологическим вопросам, конфигурациям; Второй язык программирования (C++, C#, Delphi, etc.); Опыт работы по Scrum. Если вы что-то не знаете, но готовы учиться, или знаете гораздо больше, — отлично. В зависимости от знаний и опыта определяется начальный уровень зарплаты. От нас: интересные и сложные задачи (базы с высокой нагрузкой, использование возможностей новейших версий платформы 1С); возможность влиять на разработку и открыто высказывать мнение; все условия для профессионального развития: менторы и опытные коллеги рядом, бесплатное обучение и курсы от компании; карьерный рост: прозрачная система грейдов с ростом зарплаты, возможность вести целый проект. Условия: У нас официальное трудоустройство без звездочек в договоре. Испытательный срок оплачивается полностью, без урезания оклада. Работаем в офисе, пять дней с 9:00 до 18:00. Оборудованное рабочее место современным ноутбуком.",,," У нас официальное трудоустройство без звездочек в договоре. Испытательный срок оплачивается полностью, без урезания оклада. Работаем в офисе, пять дней с 9:00 до 18:00. Оборудованное рабочее место современным ноутбуком.",1С программирование|WMS|1С: Управление Торговлей
831,831,программист 1с,Екатеринбург,50000.0,110000.0,Сима-ленд,2019-10-04T07:50:25+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Доработка нетиповых конфигураций 1С. Организация обменов между базами. Оптимизация программного кода. Требования: Знание платформы 1С 8.x. Владение языком запросов. Опыт работы с управляемыми формами. Условия: IT - офис на выбор: Черняховского или Добролюбова. Оклад по результатам собеседования (ограничено только вашим опытом и знаниями). Отсутствие задержек по оплате труда. Официальное трудоустройство. Гибкое начало рабочего дня (выход с 7 до 11). Помощь в переезде, предоставление жилья иногородним. Скидка в гипермаркете. Молодой, сплоченный, отзывчивый коллектив. Электрогитара в департаменте ИТ и возможность обучения игры на ней. Различные корпоративные мероприятия (флешмобы, концерты, спортивные соревнования, премьеры в театрах для сотрудников компании). Компания является спонсором ФК Урал и ХК Автомобилист, поэтому у нас всегда есть пригласительные билеты на матчи этих команд.", Знание платформы 1С 8.x. Владение языком запросов. Опыт работы с управляемыми формами. , Доработка нетиповых конфигураций 1С. Организация обменов между базами. Оптимизация программного кода. ," IT - офис на выбор: Черняховского или Добролюбова. Оклад по результатам собеседования (ограничено только вашим опытом и знаниями). Отсутствие задержек по оплате труда. Официальное трудоустройство. Гибкое начало рабочего дня (выход с 7 до 11). Помощь в переезде, предоставление жилья иногородним. Скидка в гипермаркете. Молодой, сплоченный, отзывчивый коллектив. Электрогитара в департаменте ИТ и возможность обучения игры на ней. Различные корпоративные мероприятия (флешмобы, концерты, спортивные соревнования, премьеры в театрах для сотрудников компании). Компания является спонсором ФК Урал и ХК Автомобилист, поэтому у нас всегда есть пригласительные билеты на матчи этих команд.",
220,220,c# разработчик приложения для автоматизации обработки деталей на лазерных станках,Новосибирск,50000.0,110000.0,Ледас,2019-10-03T11:25:14+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Компания ЛЕДАС хорошо известна на международном рынке как ведущий разработчик САПР и инженерного ПО. Мы занимаемся наукоёмким программированием, разрабатываем продвинутые алгоритмы и уникальные приложения. География наших партнёров обширна, как обширна и область наших интересов. Нам нужен Программист на языке C# в команду, разрабатывающую приложение, помогающее выполнять обработку деталей на лазерных станках. В приложении реализуются алгоритмы для самых разных направлений лазерной обработки: лазерная сварка, резка, 3D печать из металлического порошка, гравировка - по обычной фотографии выжигается текстура на металлической поверхности и многое другое. Пользователю достаточно загрузить 3D модель обрабатываемой детали и задать способ обработки, расчёт необходимых действий станка, создание управляющей программы и общение с контроллером станка выполняется автоматически. Мы готовы рассмотреть кандидатов любого уровня: от студентов до самых опытных разработчиков, неизменным и необходимым условием будет хорошая математическая подготовка. GUI, бизнес-логика: C#, WPF, MVVM, WCF. Вычислительные алгоритмы: C#/C++. Взаимодействие с контроллерами станков: индивидуально для каждого типа контроллеров. Требования Высшее техническое образование или обучение на последних курсах Знание C#. Понимание и применение принципов ООП. Хорошее знание и понимание математики: аналитической геометрии, алгоритмов на графах, численных методов, мат. анализа. Плюсом будет Знание следующих вспомогательных и/или используемых в других наших проектах технологий: MS Visual Studio / GCC / CMake Svn / Git / JIRA / Phabricator / Jenkins / TeamCity / Nunit / TestComplete / TestLink C / C++ / Python / JavaScript / TypeScript OpenGL / DirectX / WebGL / three.js Qt Опыт программирования микроконтроллеров / станков с ЧПУ / CNC. Будет не лишним Знание английского языка. Опыт работы с CAD-приложениями. Условия Офис в Академгородке. Официальное трудоустройство согласно ТК РФ, белая зарплата, оплачиваемые больничные и отпуск. Полная (предпочтительно) или частичная занятость, гибкий график, возможность удаленной работы. Частичная компенсация затрат на спорт и изучение английского языка. Бонусы, кофе-чай-конфеты-бутерброды-фрукты. Молодой дружный коллектив, играем в настольный теннис, знаем про Scrum/Agile и всё остальное, каждый пятый сотрудник - кандидат наук.",,,,C#
1019,1019,web программист,Самара,50000.0,110000.0,БАСС,2019-10-21T08:17:27+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Обязанности: Участие в проектировании и разработке web-проектов различной степени сложности. Развитие существующих проектов компании, создание новых модулей, интеграция со сторонними сервисами. Требования: Опыт разработки Web-приложений не менее 2-х лет ; Знание ООП, успешный опыт работы с PHP 5.x Понимание реляционных баз данных (MySQL, PostgreSQLи т.п., опыт по оптимизации БД и запросов в них Понимание работы REST API и HTTP Опыт работы с системой контроля версий GIT Понимание верстки, уверенное владение HTML,CSS JavaScript Приветствуются навыки: Ajax, WebSocket, SOAP; Понимание принципов работы серверов (Apache, Nginx) Опыт работы с API сторонних сервисов (билетные системы, платежные системы и т.д.), парсерами, написание собственных Технический английский Условия: Заработная плата на руки, по результатам собеседования - от 50 000 до 110 000 рублей. Размер и темпы её роста мы обсуждаем на собеседовании, и зависят оба этих показателя в основном от коэффициента полезности каждого конкретного сотрудника (отталкиваться будем от опыта, знаний). Зарплата белая, фиксированная (не зависит от количества проектов), и своевременная. График работы 5/2. Испытательный срок 3 месяца. Официальное оформление, отпуск, больничный, согласно Трудового Кодекса РФ. Оформление полиса ДМС (добровольное медицинское страхование), корпоративные мероприятия с выездами на природу за счёт работодателя. Команда профессионалов, готовых поддержать твои инициативы. Возможность работы с новыми технологиями. Перспектива профессионального и карьерного роста. Обучение. Если тебе хочется большего, всегда есть возможности самореализации. Стильный чистый офис в тихом районе города, с хорошей транспортной развязкой (утром и вечером добираться против пробок). Современная техника, дополнительные мониторы и всё что нужно для продуктивной работы. Изолированное помещение с кондиционером и видом на сквер. Уголок релакса с мягким диваном и шезлонг качалкой, массажное кресло, кофемашина."," Опыт разработки Web-приложений не менее 2-х лет ; Знание ООП, успешный опыт работы с PHP 5.x Понимание реляционных баз данных (MySQL, PostgreSQLи т.п., опыт по оптимизации БД и запросов в них Понимание работы REST API и HTTP Опыт работы с системой контроля версий GIT Понимание верстки, уверенное владение HTML,CSS JavaScript Приветствуются навыки: Ajax, WebSocket, SOAP; Понимание принципов работы серверов (Apache, Nginx) Опыт работы с API сторонних сервисов (билетные системы, платежные системы и т.д.), парсерами, написание собственных Технический английский "," Участие в проектировании и разработке web-проектов различной степени сложности. Развитие существующих проектов компании, создание новых модулей, интеграция со сторонними сервисами. "," Заработная плата на руки, по результатам собеседования - от 50 000 до 110 000 рублей. Размер и темпы её роста мы обсуждаем на собеседовании, и зависят оба этих показателя в основном от коэффициента полезности каждого конкретного сотрудника (отталкиваться будем от опыта, знаний). Зарплата белая, фиксированная (не зависит от количества проектов), и своевременная. График работы 5/2. Испытательный срок 3 месяца. Официальное оформление, отпуск, больничный, согласно Трудового Кодекса РФ. Оформление полиса ДМС (добровольное медицинское страхование), корпоративные мероприятия с выездами на природу за счёт работодателя. Команда профессионалов, готовых поддержать твои инициативы. Возможность работы с новыми технологиями. Перспектива профессионального и карьерного роста. Обучение. Если тебе хочется большего, всегда есть возможности самореализации. Стильный чистый офис в тихом районе города, с хорошей транспортной развязкой (утром и вечером добираться против пробок). Современная техника, дополнительные мониторы и всё что нужно для продуктивной работы. Изолированное помещение с кондиционером и видом на сквер. Уголок релакса с мягким диваном и шезлонг качалкой, массажное кресло, кофемашина.","PHP, MySQL, JavaScript, CSS, HTML"
351,351,ios разработчик,Краснодар,50000.0,110000.0,Spider Group,2019-10-07T17:15:25+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Spider Group на рынке разработки заказного программного обеспечения более 19 лет. За это время мы выполнили более сотни AR, VR &amp; mobile apps проектов для наших клиентов в России и Европе. Мы нацелены на развитие европейского направления и в связи с этим открыли ряд вакансий удаленного формата . Наша цель- долгосрочное развитие и сотрудничество. Что мы ждем от кандидатов: Опыт работы с iOS от 2 лет Уверенное знание Swift (Objective-C - будет большим плюсом); Английский язык на уровне чтения технической документации; Работа с GIT; Наличие опубликованных проектов в App Store Опыт работы в Agile проектах и командах (Scrum, Kanban) Будет плюсом: Опыт использования Reactive и MVVM. Чем предстоит заниматься: Участвовать в командной разработке мобильных приложений для IOS Поддержка существующих проектов Мы предлагаем: Ко нкурентную оплату труда по результатам собеседования Официальное оформление с первого дня, ДМС Возможность иногда работать удаленно Корпоративное обучение и поездки на IT-конференции Отбор на вакансию предполагает прохождение тестирования",,,,Objective-C|Agile Project Management|Git|iOS|Английский язык
294,294,программист 1с,Краснодар,50000.0,120000.0,КАМАЗ,2019-10-02T14:20:09+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ООО &quot;Центр обслуживания бизнеса&quot; (100% дочернее предприятие ПАО &quot;КАМАЗ&quot;) - это компания, специализирующаяся на оказании услуг по направлениям: IT-услуги (1C, SAP, WEB, инфраструктура), бухгалтерский и налоговый учет, кадровое администрирование и оплата труда, техническая поддержка пользователей. Наши постоянные клиенты: ПАО &quot;КАМАЗ&quot;, ПАО &quot;Татнефть&quot;. Для продвижения новых масштабных проектов мы ищем ответственных и опытных разработчиков 1С: Чем Вам предстоит заниматься: Настройка, сопровождение, администрирование типовых и нетиповых конфигураций на базе 1С 8.3; Доработка типовых и разработка нетиповых конфигураций на базе 1С 8.3 под задачи компании; Составление инструкций, оформление технической документации; Наша вакансия подойдет Вам, если у Вас есть: Опыт программирования на языке 1С не менее 2 лет; Желательно наличие сертификатов 1С-Специалист. Компания предлагает: Условия работы: г.Набережные Челны. Полный рабочий день, командировки, возможен удаленный формат работы. Конкурентная зарплата и премии, т.е. возможность влиять на размер своей заработной платы Реальные перспективы профессионального и карьерного роста Интересная работа в крупной стабильной компании Дружный, активный и высокопрофессиональный коллектив Широкие возможности для обучения и развития РАСШИРЕННЫЙ СОЦИАЛЬНЫЙ ПАКЕТ: официальное трудоустройство, гарантии согласно ТК РФ Забота о сотрудниках: система материальной поддержки специальные льготы для женщин, имеющих детей льготные условия банковского кредитования корпоративные скидки более чем в 130 компаниях и торговых сетях яркие корпоративные мероприятия разнообразная культурная жизнь (посещение концертов и т.д.) санаторно-курортное лечение доставка на работу и с работы вахтой Забота о детях сотрудников: путевки в детские лагеря оригинальные новогодние подарки приоритетное право на трудоустройство бесплатное участие в различных форумах, направленных на профессиональную ориентацию Если Вы ориентированы на профессиональное развитие в крупной компании, мы Вас ждем!",,,,
1021,1021,php программист (middle senior),Самара,50000.0,120000.0,Ютек-НН,2019-10-09T11:37:09+0300,От 3 до 6 лет,Полный день,Полная занятость,"Общие требования: высокая скорость разработки; умение ориентироваться в чужом коде и продолжать его разработку; оперативное погружение в текущие проекты. Профессиональные требования: опыт PHP программирования от 3-х лет; знание и понимание принципов ООП и шаблонов проектирования; понимание принципов SOLID; умение разрабатывать и использовать реляционные базы данных (MySQL, PostgreSQL); знание и опыт работы Laravel; ведение проектов и контроль версий в Git. Будет плюсом: знание NoSQL решений (Redis, ElasticSearch, MongoDB, Neo4j). Что мы предлагаем: официальное трудоустройство согласно ТК РФ; полностью &quot;белая&quot; заработная плата: оклад и годовые проектные премии; профессиональная команда; молодой, дружный коллектив; офис находится в центре города.",,,,Symfony|PHP|Laravel|PostgreSQL|composer|ElasticSearch
584,584,node.js программист,Челябинск,60000.0,120000.0,Byndyusoft,2019-10-02T14:07:35+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Welcome to Byndyusoft! Мы за открытое и прозрачное общение без иерархии и формализма Мы развиваем сотрудников и адаптируем новичков в компании, будьте проще Мы работаем на бизнес-результат, делая процесс максимально душевным и комфортным У нас вы будете разрабатывать IT-продукты на Node.js в команде с использованием методологии Agile Мы будем рады, если вы: знаете внутреннее устройство Node.js создавали Web-приложения и API грамотно применяете шаблоны и принципы проектирования используете модульное тестирование и Refactoring в повседневной работе работали по Scrum или Kanban готовы выполнить небольшое тестовое задание Мы готовы вам предложить: официальное трудоустройство согласно ТК РФ большой офис в центре города со всем необходимым свободное время прихода и ухода из офиса возможно работать удалённо офис в Санкт-Петербурге в 2020 году внутрикорпоративные тренинги по технологиям и практикам разработки покупку книг для профессионального и саморазвития посещение профильных конференций за счёт компании корпоративы по вашей инициативе за счет компании подарки на Новый Год вашим детям материальную помощь в сложных жизненных ситуациях и при рождении детей Good luck!",,,,Agile Project Management|Transact-SQL|Git|JavaScript|Node.js
545,545,программист .net,Челябинск,60000.0,120000.0,Byndyusoft,2019-10-02T13:56:29+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Welcome to Byndyusoft! Мы за открытое и прозрачное общение без иерархии и формализма Мы развиваем сотрудников и адаптируем новичков в компании, будьте проще Мы работаем на бизнес-результат, делая процесс максимально душевным и комфортным Приходите к нам писать код У нас вы будете разрабатывать IT-продукты на .NET Core в команде с использованием методологии Agile Мы будем рады, если вы: знаете внутреннее устройство .NET Framework создавали Web-приложения и API грамотно применяете шаблоны и принципы проектирования используете модульное тестирование и Refactoring в повседневной работе работали по Scrum или Kanban готовы показать навыки в небольшом тестовом задании Мы готовы вам предложить: официальное трудоустройство согласно ТК РФ большой офис в центре города со всем необходимым свободное время прихода и ухода из офиса возможно работать удалённо офис в Санкт-Петербурге в 2020 году внутрикорпоративные тренинги по технологиям и практикам разработки покупку книг для профессионального и саморазвития посещение профильных конференций за счёт компании корпоративы по вашей инициативе за счет компании подарки на Новый Год вашим детям материальную помощь в сложных жизненных ситуациях и при рождении детей Good luck!",,,,.NET Framework|ASP.NET|Git|C#|MVC|Transact-SQL
