,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
613,613,разработчик bitrix,Челябинск,60000.0,,Нэти,2019-10-10T16:30:05+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Кратко о параметрах работы: Зарплата у разработчика фиксированная и не зависит от возможных простоев или оплаты от клиентов. Командировок и разъездов нет. Работа по нормальному графику (8 часов/день). Работаем только в роли разработчиков, никакого общения с конечными пользователями. Всегда есть отдельный постановщик задачи, который ставит задачи. У нас очень хороший обмен опытом в коллективе. Текучести кадров нет. Стабильность и расширение есть. Что важно уметь кандидату в области программирования: Иметь практический продуктивный опыт разработки на php от 2,5 лет и выше. Иметь практический продуктивный опыт разработки на Bitrix Framework Знания JS, CSS, HTML. Умение писать понятный другим людям код без грубых ошибок оптимизации. Если вы чувствуете, что уровень знаний ниже, но вы горите желанием его подтянуть, то откликайтесь и пообщаемся. Что будет делать сотрудник: Разработка на Bitrix по тех. заданию и без (онлайн-общение с постановщиком задачи по скайпу); Уточнение заданий у постановщика; Предоставление оперативной информации руководителю проекта о статусах своих задач, возможных сроках, видимых рисках, а также трудностях, в которых они могут помочь. Что предоставим мы: Оформление по ТК РФ. Работа официально, в штате. Фиксированный доход, от 60 тыс. на руки. (не зависит от простоев или оплаты клиентов). За все время существования компании не было ни одной задержки выплаты зарплаты; Работа из подходящего вам места (города/страны); После года работы мы подключим вас к системе добровольного медицинского страхования; Есть возможность сдвинуть свой график на удобное для вас время (стандарт с 9 до 18 по московскому времени, возможен сдвиг +/- 1 час); Для тех, кто влюблен в деньги, есть возможность перерабатывать (необязательно, но если очень хочется, то можно); Хорошо работает взаимопомощь. Оплата больничных, отпусков и всего, что предусмотрено ТК РФ. Помимо оклада вы получите полугодовой бонус; Есть возможность приобрести за счет компании любые индивидуальные курсы по Битрикс;",,,,
1210,1210,разработчик bitrix,Самара,60000.0,,Нэти,2019-10-10T16:30:05+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Кратко о параметрах работы: Зарплата у разработчика фиксированная и не зависит от возможных простоев или оплаты от клиентов. Командировок и разъездов нет. Работа по нормальному графику (8 часов/день). Работаем только в роли разработчиков, никакого общения с конечными пользователями. Всегда есть отдельный постановщик задачи, который ставит задачи. У нас очень хороший обмен опытом в коллективе. Текучести кадров нет. Стабильность и расширение есть. Что важно уметь кандидату в области программирования: Иметь практический продуктивный опыт разработки на php от 2,5 лет и выше. Иметь практический продуктивный опыт разработки на Bitrix Framework Знания JS, CSS, HTML. Умение писать понятный другим людям код без грубых ошибок оптимизации. Если вы чувствуете, что уровень знаний ниже, но вы горите желанием его подтянуть, то откликайтесь и пообщаемся. Что будет делать сотрудник: Разработка на Bitrix по тех. заданию и без (онлайн-общение с постановщиком задачи по скайпу); Уточнение заданий у постановщика; Предоставление оперативной информации руководителю проекта о статусах своих задач, возможных сроках, видимых рисках, а также трудностях, в которых они могут помочь. Что предоставим мы: Оформление по ТК РФ. Работа официально, в штате. Фиксированный доход, от 60 тыс. на руки. (не зависит от простоев или оплаты клиентов). За все время существования компании не было ни одной задержки выплаты зарплаты; Работа из подходящего вам места (города/страны); После года работы мы подключим вас к системе добровольного медицинского страхования; Есть возможность сдвинуть свой график на удобное для вас время (стандарт с 9 до 18 по московскому времени, возможен сдвиг +/- 1 час); Для тех, кто влюблен в деньги, есть возможность перерабатывать (необязательно, но если очень хочется, то можно); Хорошо работает взаимопомощь. Оплата больничных, отпусков и всего, что предусмотрено ТК РФ. Помимо оклада вы получите полугодовой бонус; Есть возможность приобрести за счет компании любые индивидуальные курсы по Битрикс;",,,,
838,838,разработчик bitrix,Екатеринбург,60000.0,,Нэти,2019-10-10T16:30:05+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Кратко о параметрах работы: Зарплата у разработчика фиксированная и не зависит от возможных простоев или оплаты от клиентов. Командировок и разъездов нет. Работа по нормальному графику (8 часов/день). Работаем только в роли разработчиков, никакого общения с конечными пользователями. Всегда есть отдельный постановщик задачи, который ставит задачи. У нас очень хороший обмен опытом в коллективе. Текучести кадров нет. Стабильность и расширение есть. Что важно уметь кандидату в области программирования: Иметь практический продуктивный опыт разработки на php от 2,5 лет и выше. Иметь практический продуктивный опыт разработки на Bitrix Framework Знания JS, CSS, HTML. Умение писать понятный другим людям код без грубых ошибок оптимизации. Если вы чувствуете, что уровень знаний ниже, но вы горите желанием его подтянуть, то откликайтесь и пообщаемся. Что будет делать сотрудник: Разработка на Bitrix по тех. заданию и без (онлайн-общение с постановщиком задачи по скайпу); Уточнение заданий у постановщика; Предоставление оперативной информации руководителю проекта о статусах своих задач, возможных сроках, видимых рисках, а также трудностях, в которых они могут помочь. Что предоставим мы: Оформление по ТК РФ. Работа официально, в штате. Фиксированный доход, от 60 тыс. на руки. (не зависит от простоев или оплаты клиентов). За все время существования компании не было ни одной задержки выплаты зарплаты; Работа из подходящего вам места (города/страны); После года работы мы подключим вас к системе добровольного медицинского страхования; Есть возможность сдвинуть свой график на удобное для вас время (стандарт с 9 до 18 по московскому времени, возможен сдвиг +/- 1 час); Для тех, кто влюблен в деньги, есть возможность перерабатывать (необязательно, но если очень хочется, то можно); Хорошо работает взаимопомощь. Оплата больничных, отпусков и всего, что предусмотрено ТК РФ. Помимо оклада вы получите полугодовой бонус; Есть возможность приобрести за счет компании любые индивидуальные курсы по Битрикс;",,,,
