,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
897,897,senior react developer в команду тинькофф банка,Новосибирск,,,Magenta Technology,2019-10-09T12:50:10+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"В распределенную проектную команду разработки Тинькофф Банка мы ищем опытного специалиста на позицию FRONT-END (React) разработчика. Magenta Technology уже более года успешно работает с известным онлайн банком - Тинькофф, которому помогает реализовать UI часть их системы. Профессиональная команда Тинькофф Банка работает на пике самых современных технологий фронт-энд разработки, где очень большое внимание уделяется использованию самых современных фреймворков (React, ES6, Angular 7), грамотному построению процессов (всесторонний code review, покрытие автотестами, continuous integration, continuous delivery, SCRUM). Эта вакансия - прекрасная возможность прокачать свой skillset, поднять свою цену на рынке, расширить круг своих возможностей. С чем предстоит работать: разработка нового продукта; поиск и изучение перспективных технологий для улучшения наших продуктов; разработка архитектуры решения; поддержка и развитие библиотеки используемых UI-компонентов; декомпозиция и постановка задач, контроль выполнения; наставничество членов команды. Чего точно не будет: legacy кода и необходимости в нем разбираться посредственности скуки просрочек по зарплате унылой команды злого манагера Мы ожидаем: отличное знание React / ES6/ TypeScript/ HTML/ CSS; опыт разработки сложных SPA веб-приложений; знание современных подходов к разработке веб-приложений; знание принципов оптимизации интерфейсов; Будет плюсом: знание Redux / Flux/ Webpack; ООП (SOLID, DRY) в JavaScript. Не только уметь рассказать, но и грамотно применять в коде; тестирование (TDD, BDD) кода, начиная с unit-тестов, заканчивая интеграционными; умение автоматизировано тестировать веб-интерфейсы; понимание принципов Continuous Integration и Continuous Delivery. Мы предлагаем: работу из дома или любой точки России, где есть стабильный интернет; возможность работы в нашем комфортном офисе, если вы из Самары. У нас есть всё необходимое для отдыха: удобная кухня, переговорки, кофемашины, теннисный стол, дартс, гамак для йоги, велопарковка. Комплексная доставка обедов в офис по желанию высокую, конкурентоспособную, полностью белую заработную плату; оформление трудовых отношений по Трудовому кодексу РФ, полный социальный пакет (оплачиваемые отпуск и больничный); отличную распределенную команду профессионалов",,,,React|ES6|TypeScript|HTML|CSS|Redux|Flux|Webpack|Solid|DRY
