,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
522,522,инженер программист 1с,Челябинск,120000.0,120000.0,Промышленная группа СТРОЙСИСТЕМА,2019-10-21T08:05:52+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Обновление и изменение конфигураций 1С УПП. Изменение действующих конфигураций 1С УПП под нужды предприятия. Разработка новых документов, отчетов, обработок по техническим заданиям. Консультация пользователей по вопросам работы с программой 1С. Требования: Опыт работы от пяти лет - ОБЯЗАТЕЛЬНО! Знание типовых конфигураций: УПП, Бухгалтерия 3.0, Управление торговлей. Производство Желание работать и развиваться, как профессионал; Законченное высшее образование. Условия : Работа в стабильной компании, одной из лидеров своей отрасли в Уральском регионе, на рынке с 1974 года; Возможность для профессионального и карьерного роста; Пятидневная рабочая неделя с 08.00-16.45 ч., пятница до 15.30; Оформление согласно ТК РФ; Своевременная выплата заработной платы; Корпоративное питание и медработник на территории завода;",," Обновление и изменение конфигураций 1С УПП. Изменение действующих конфигураций 1С УПП под нужды предприятия. Разработка новых документов, отчетов, обработок по техническим заданиям. Консультация пользователей по вопросам работы с программой 1С. ",,
1129,1129,инженер программист 1с,Самара,,,Самараинвестнефть,2019-10-09T07:05:30+0300,От 3 до 6 лет,Полный день,Полная занятость,"Обязанности: Сопровождение, доработка, администрирование конфигураций 1С:Предприятия на платформе версии 8* Разработка новых функциональных блоков для типовых конфигураций на основе технических заданий Консультирование по работе с программными продуктами фирмы &quot;1С&quot;Консультирование Организация обмена между различными конфигурациями 1С:Предприятия Консультирование по работе с программными продуктами фирмы «1С» Требования: Высшее профильное образование Опыт работы от 3 лет Хорошее знание платформы 1С:Предприятие 8*, умение ориентироваться в типовых конфигурациях, знание основ бухгалтерского учета Умение работать в команде, перенимать опыт и делиться собственным Опытный пользователь ПК Возможность ездить в командировки Личностные характеристики: Внимательность при работе с большим объемом данных Коммуникабельность, доброжелательность Аналитический склад ума Пунктуальность, дипломатичность",," Сопровождение, доработка, администрирование конфигураций 1С:Предприятия на платформе версии 8* Разработка новых функциональных блоков для типовых конфигураций на основе технических заданий Консультирование по работе с программными продуктами фирмы &quot;1С&quot;Консультирование Организация обмена между различными конфигурациями 1С:Предприятия Консультирование по работе с программными продуктами фирмы «1С» ",,
