,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
228,228,бэкенд разработчик,Новосибирск,,,ГБУ НСО Центр Информационных Технологий Новосибирской Области,2019-10-14T11:44:24+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Вакансия открыта в связи с увеличением объема работы (новая штатная единица). Цель должности : поддержка и разработка единой платформы сайтов, на которой развернуто боле 600 порталов. Обязанности: Проектирование и создание новых модулей, создание новых сайтов и ресурсов; Внедрение новых информационных систем и разработок; Подготовка отчетов, тестирование нововведений, взаимодействие с подрядными организациями (разработчиками). Требования: Готовность работать с Drupal 7,8; Опыт работы: PHP, MySQL, HTML, CSS, Javascript от 2 лет; со смежными технологиями: XML технологии (SOAP, XML-RPC), работа с объектной моделью документа AJAX – JSON, JSONP; вёрстки: HTML (XHTML), CSS; Обязательно понимание валидной, кросс-браузерной и адаптивной верстки. Будет плюсом:‌ Опыт работы с реляционными СУБД (mySQL, Postgres, Oracle); Опыт работы с linux системами в частности с ос centos, nginx, Apache, Varnish redis; Опыт оптимизации высоконагруженных проектов. Мы предлагаем: профессиональный рост в интересном проекте с неординарными задачами: нетривиальная архитектура авторизации, сложная система кластеризации, интеграция с другими информационными системами; работу в надежном учреждении с историей стабильного развития; официальное трудоустройство, полный соц.пакет согласно ТК РФ: прозрачная система оплаты, заработная плата &quot;вся белая&quot;, всегда вовремя, премии; график работы и локация рабочего места обсуждается; адекватный коллектив и рабочая атмосфера; в перспективе планируется развитие в сторону доработок других информационных систем на разных платформах и языках программирования.",," Проектирование и создание новых модулей, создание новых сайтов и ресурсов; Внедрение новых информационных систем и разработок; Подготовка отчетов, тестирование нововведений, взаимодействие с подрядными организациями (разработчиками). ",,
