,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
946,946,frontend developer (angular react),Екатеринбург,60000.0,150000.0,Шарп Девелоперс,2019-10-17T11:13:32+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Веб программирование Вы должны уметь корректно заверстать HTML по PSD, разбираться в тонкостях работы разных браузеров, иметь чувство прекрасного. Умение встраивать в свой код вызовы различных веб-сервисов Наш стек технологий и тулзов разработки: Клиент: HTML5, CSS3, Javascript, Angular, ReactJS, KnockoutJS, AJAX, JQuery, Typescript Гибридные мобильные приложения: Ionic, Cordova Сервер (от вас не требуется, для информации!): Visual Studio 2012 - 2017, C#, Azure, ASP.NET MVC, Node.js Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячие обеды. Кофе, чай, плюшки, теннис без ограничений. Корпоративное обучение английскому языку, как в офисе, так и удаленно. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам выполнения тестового задания Присоединяйтесь!",,,,JavaScript|frontend development|HTML|HTML5|CSS|CSS3|ReactJS|AngularJS|knockoutJS|mockups
