,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
46,46,middle c++ developer разработчик с++,Новосибирск,,,Movavi,2019-10-08T09:40:43+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Новосибирская IT-компания Movavi создает и продает программы для любительской обработки мультимедиа. Movavi Video Editor, Photo Editor, Video Converter, Screen Capture - одни из самых популярных продуктов в мире, ими пользуются в 200 странах. Наши программы помогают миллионам людей легко обрабатывать фото и видео, не требуя специальных знаний и навыков. Мы счастливы представлять Новосибирск на мировой IT-карте! Приглашаем тебя присоединиться к нашей команде и вместе с нами создавать самый популярный софт для мультимедиа! Чем предстоит заниматься: разработка в команде кросс-платформенных приложений под Windows и Mac; помощь в решении технических проблем другим членам команды Для успешного выполнения задач тебе потребуется: успешный опыт разработки приложений на C++ от 3-х лет; уверенные знания C/C++, STL, Qt, boost, OpenGL/DirectX; опыт работы с WinAPI. Будет круто, если: есть опыт разработки кросс-платформенных приложений с графическим интерфейсом; опыт gamedev. Работа в Movavi - это: команда профессионалов, готовых делиться знаниями и опытом; индивидуальный подход к профессиональному росту и развитию внутри компании; официальное трудоустройство с первого рабочего дня; белая заработная плата + компенсация питания и спорта; удобный график работы как для &quot;жаворонков&quot;, так и для &quot;сов&quot;; занятия йогой и английским языком, не выходя из офиса; здоровье с ДМС; приятная рабочая атмосфера, общение на &quot;ты&quot;; бодрящие корпоративы: горы и ели, море и пальмы, и никакого алкоголя. Если ты не получил ответ на отклик в течение 3-х рабочих дней : 1. Проверь папку &quot;Спам&quot; в электронной почте. Возможно, письмо с ответом оказалось там. 2. Позвони или напиши нам. Можешь кого-то порекомендовать? Отлично! Расскажи о нашей вакансии своему другу или знакомому. Отправь его резюме на почту (см. контактную информацию) с пометкой &quot;Внешняя рекомендация на вакансию С++ разработчик&quot; . Получи денежный бонус: - за рекомендацию специалиста уровня Middle - 50 000 рублей; - за рекомендацию специалиста уровня Senior - 70 000 рублей. Бонус будет доступен после прохождения твоим другом испытательного срока.",,,,C++|Qt|STL|QML|Boost|OpenGL
