,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
595,595,senior ios developer,Новосибирск,120000.0,170000.0,Центр Цифровых Коммуникаций,2019-10-14T07:43:35+0300,От 3 до 6 лет,Полный день,Полная занятость,"Cool – team: делаем мобильные приложения для рынка США. Актуальный продукт для тех, кто стремятся установить необходимые контакты и высоко ценит достоверность в общении! Наша команда активно растет и прямо сейчас в ней есть место для Senior iOS Developer, который может, умеет, практикует … мастерски разрабывть на на Swift / Objective-C, желательно с практическим опытом от 3 х лет и знанием iOS SDK, Human Interface Guidelines; хорошо понимать принципы ООП, SOLID, паттернов проектирования; проектировать архитектуры приложений; разрабатывать клиент-серверных приложений (REST + WebSockets); комфортно работает в команде: постановка и декомпозиция задач, Git flow, code review; знает технический английский. Плюсом будет: опыт написания unit- и UI- тестов; опыт работы с записью/воспроизведением/оптимизацией видео/аудио, VoIP; опыт использования в приложениях облачных сервисов; понимание лучших практик в проектировании клиент-серверного API; знание современных тенденций в UX и UI. Работа в нашей команде - это: уникальный опыт создания, запуска и развития продукта на зарубежных рынках; увлекательные задачи, возможность использовать самые современные технологии разработки и исследований; честная зарплата и социальный пакет (отпускные, больничные, все необходимые налоговые отчисления, программа ДМС); широки возможности профессионального развития и обучения; современное рабочее место (27″ iMac 2017).",,,,iOS|iOS SDK|Human Interface Guidelines|Design Patterns|ООП|Swift
577,577,senior ios developer,Новосибирск,150000.0,,i20,2019-10-10T20:08:38+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Наша команда ищет i⁢OS-разработчика для создания и сопровождения собственных продуктов и реализации проектов для Российских и международных заказчиков. Чем нужно будет заниматься: Участвовать в командной разработке уникальных мобильных приложений Проектировать архитектуру приложений Следовать лучшим практикам разработки и улучшать внутренние стандарты Участвовать в Scrum-митингах, обсуждать план разработки и фичи Чего мы ждем от тебя: Опыт iOS разработки от 2-х лет Умение оценивать проекты и задачи Способность укладываться в свои оценки с разумной погрешностью Знание английского языка на уровне чтения тех. документации Уверенное знание Swift, плюсом будет опыт с Objective-C Хорошее знание Apple development guidelines Понимание назначения и осознанный опыт использования ООП CVS (желательно git) Опыт проектирования и интеграции REST API Твоим преимуществом будет: Знание Human Interface Guidelines Опыт реактивного программирования (RxSwift/RxCocoa/ReactiveCocoa) Сборка сложных проектов, конфигурация систем сборки В офисе тебя ждут: Большая и дружная команда разработчиков, готовых помочь в трудную минуту Стимулирование личностного и профессионального роста Возможность обучаться как самостоятельно, так и на различных тренингах и семинарах Просторная кухня со всем необходимым (бесплатные чай, кофе и вкусняшки) Регулярные корпоративы и различные мероприятия по интересам внутри коллектива (футбол, страйкбол, теннис, велоклуб, го, квиз, киноклуб, english клуб и многое другое) Удобный офис в 5 минутах от м. Площадь Ленина Официальное трудоустройство Гибкий график работы Турник Немного об i20 Group: i20 Group - высокотехнологичная IT-компания, которая предоставляет полный цикл digital-услуг для бизнеса. Уже более 8 лет мы разрабатываем высоконагруженные сайты, мобильные приложения, занимаемся тестированием и веб-дизайном для клиентов по всему миру. Наше портфолио включает в себя всемирно известные бренды, такие как: Всемирный Банк, Органы Государственной власти РФ, русские издания журналов Forbes и Geo, Adidas, IBS, LG Electronics, Голос и многие другие. Мы являемся лидером в сегменте Drupal разработки и входим в top-15 мирового рейтинга. А также по итогам недавно опубликованного Рейтинга Рунета i20 Group на 65 месте среди лучших разработчиков сайтов. Наш приоритет - это крупные проекты, продолжительностью от нескольких месяцев до нескольких лет. Это отличная среда для профессионального роста и развития. С такими проектами скучать не придется! При этом помимо заказной разработки мы развиваем и собственные продукты! В Новосибирске у нас 2 офиса: на пл. Ленина рядом с оперным театром и на вершине Технопарка. У нас нет дресс-кода и есть возможность адаптировать график работы под ваш жизненный ритм. Главное для нас - это качественный результат в срок. У нас принято помогать каждому реализоваться на полную и избегать ненужных рамок. А помимо должностного роста также предусмотрен пересмотр зарплаты в соответствии с ростом вашего опыта и навыков. Перспективы: В нашей команде собралось множество опытных специалистов мирового уровня у которых многому можно научиться. Мы предлагаем отличные перспективы роста для разработчика. Если вам по душе только техническая сторона, то вы можете стать Senior Developer’ом или Архитектором. Если же вы полны решимости и готовы брать ответственность не только за себя, то есть возможность стать Тим лидом, а если захотите, то и руководителем проектов. У нас принято помогать каждому реализоваться на полную и избегать ненужных рамок. А помимо должностного роста также предусмотрен пересмотр зарплаты в соответствии с ростом вашего опыта и навыков. Рост в компании ограничен только вашей зоной комфорта, все зависит от вас!",,,,
183,183,senior ios developer,Новосибирск,195000.0,,TeamDirector,2019-09-25T13:57:32+0300,От 1 года до 3 лет,Удаленная работа,Полная занятость,"TeamDirector is an American company that develops next-generation computer-assisted dispatch (CAD) applications for all industries. Our team of engineers use the latest in cutting-edge technology to push the envelope on getting the right person to the right place in as little time possible. This job is Full-time, REMOTE . TeamDirector is looking for an iOS developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications. Responsibilities - Design and build advanced applications for the iOS platform - Collaborate with cross-functional teams to define, design, and ship new features. - Unit-test code for robustness, including edge cases, usability, and general reliability. - Work on bug fixing and improving application performance. - Continuously discover, evaluate, and implement new technologies to maximize development efficiency. Requirements - Proven working experience in software development - Working experience in iOS development - Have published one or more iOS apps in the app store - A deep familiarity with Objective-C and Cocoa Touch - Experience working with iOS frameworks such as Core Data, Core Animation, Core Graphics and Core Text - Experience with third-party libraries and APIs - Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies - Solid understanding of the full mobile development life cycle - Technical English level: Intermediate and upper. Non verbal skills required",,,,Objective-C|iOS|C++|Mac Os|Design Patterns
978,978,senior ios developer,Новосибирск,200000.0,290000.0,Тензор,2019-09-25T11:47:56+0300,От 3 до 6 лет,Гибкий график,Полная занятость,"Тензор – крупная российская IT-компания. Наш основной продукт – СБИС – сеть деловых коммуникаций. СБИС объединяет людей и компании, системы управления и учета, бизнес-процессы и документы в одной системе. Мы ищем людей, способных реализовывать крупные проекты от идеи до “продакшна”. Проекты, в которых могут быть занято несколько десятков человек - программисты, проектировщики, тестировщики, релиз-инженеры и тд. Вам не нужно знать буквально все наши технологии. Мы вас обучим. Нужна светлая голова и страшное желание работать. Делать лучшее. Придется много трудиться, делать реальные продукты, которые используют реальные люди. Мы не работаем под заказ, мы создаем тиражные продукты. У вас будет уникальная возможность пообщаться с любым человеком в цепочке производства от тестировщика до генерального директора. Все будет в ваших руках. Рост не ограничен! Вам предстоит: разрабатывать мобильные приложения на базе iOS для продуктов компании; проектировать и разрабатывать большие функциональные части приложения с привлечением других программистов$ руководить командой разработчиков. Мы ждём от Вас: знание языков программирования Swift (Objective-C); знание шаблонов проектирования; опыт параллельного и многопоточного программирования; знание классических алгоритмов и структур данных; опыт разработки мобильных приложений под платформы iOS; знание Human Interface Guidelines; знание iOS SDK, общее понимание архитектуры двух платформ; умение общаться с людьми. Желательно: опыт ведения проектов под iOS. Мы предлагаем: оформление по ТК РФ; премии от 5 до 20% по итогам работы за месяц; ДМС после года работы в компании; отличный офис в центре города или Академгородке корпоративные праздники и различные совместные мероприятия, спортивные программы.",,,,
100,100,senior ios developer,Новосибирск,,,Magora Systems,2019-10-02T17:26:51+0300,От 3 до 6 лет,Полный день,Полная занятость,"Magora Systems — международная IT-компания. Мы разрабатываем программное обеспечение, мобильные приложения и веб-сервисы. Мы работаем с 2010 года и выросли до компании с офисами в Новосибирске, Санкт-Петербурге и Лондоне. Наши основные заказчики — компании США, Канады, Австралии, Великобритании и России, а в нашем портфолио — комплексные решения для автоматизации бизнес-процессов, сложные системы слежения для железных дорог и высоконагруженные сервисы. Приглашаем в новосибирский офис Senior iOS-разработчика и предоставляем условия для комфортной работы и профессионального роста: — code-review; — настроенные процессы между отделами; — прозрачная система грейдов и возможность прокачать soft skills; — подготовка к участию в конференциях и митапах за счет компании; — мудрый CTO и опытные коллеги; — адекватный топ-менеджмент компании, открытый к предложениям; — и конечно же, никакой бюрократии, но налаженные алгоритмы. Не хочется даже об этом говорить, но на всякий случай обозначим, что вас ждёт: — прокачанное рабочее место; — современный офис: с зонами отдыха, приставкой, настольными играми, турником и музыкальными инструментами; — официальное трудоустройство с первого дня, отпуск, оплачиваемый больничный и прочие социальные гарантии. А тут не можем настаивать, но предлагаем: — насыщенную корпоративную жизнь с тематическими митапами, покерными турнирами, квизами, спортивными мероприятиями и праздниками; — обучение английскому языку в офисе; — корпоративный бассейн, компанию для бега, компанию для ходьбы в бары и команду для игр в волейбол. Чем вы будете заниматься: — разрабатывать новые приложения на Swift; — поддерживать существующие приложения на Swift и Objective-C; — участвовать в первичной оценке проектов на этапе presale; — декомпозировать и оценивать фичи; — проектировать архитектуру приложения; — участвовать в code review; — проводить технические интервью, набирать команду; — улучшать существующие процессы. Поэтому для комфортной работы вам понадобится: — опыт разработки коммерческих приложений на Objective-C от 3х лет и на Swift от 2х лет; — продвинутые знания ООП, SOLID, паттернов проектирования; — знания и опыт применения основных архитектур приложений (MVP/MVVM/VIPER), опыт проектирования «с нуля»; — хорошее знание официальной документации (Programming Guides, HIG, AppStore Guidelines); — знание современных средств разработки и библиотек (Alamofire/Moya/AFNetworking, Realm, MagicalRecord, FMDB, Masonry/SnapKit, AsyncDisplayKit, PromiseKit, CocoaLumberjack); — опыт технической экспертизы требований клиента. Опыт оценки и декомпозиции больших задач; — опыт сложного рефакторинга в больших приложениях, в том числе написанных другими; — понимание принципов functional reactive programming и опыт использования библиотек, связанных с ними (RXSwift, ReactiveCocoa); — умение писать Unit Tests, Integration Tests, UI Tests; — опыт применения continuous integration: Jenkins + Fastlane; — опыт работы в качестве тех. лида на проекте, опыт менторства и code review других разработчиков. Мы команда, которая знает, что такое &quot;hard-working&quot; и умеет «зажечь» в пятницу. Давайте с нами?",,,,Objective-C|iOS|Английский язык|Design Patterns|ООП|Swift|Разработка ПО
