,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
14,14,html верстальщик (front end разработчик),Новосибирск,,,Космос-Веб,2019-10-19T10:57:41+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Основная задача — кроссбраузерная, аккуратная верстка дизайн-макетов. Работаем по Scrum (недельными спринтами). (Работа в офисе) Обязательно владеть: HTML; CSS; js, jQuery. Желательно владеть: git; CMS Битрикс; less; npm; pug; gulp, webpack; reactjs. Условия работы: работа в офисе; испытательный срок 2 месяца; возможность карьерного роста; официальное трудоустройство; демократические взаимоотношения, быстрое и оперативное принятие любых решений; классный молодой, дружный, интересный и веселый коллектив; стабильность (более 15 лет на рынке); удобное расположение офиса; мы приветствуем саморазвитие человека и выделяем для этого время; у нас не запрещены ICQ, Skype, Twitter, FB и ВКонтакте — это для нас эффективные коммуникации; офис на 12-ом этаже с панорамным видом на город. О нас: Интернет-агентство «Космос-Веб» — ведущий эксперт Сибири в области разработки и продвижения сайтов. За 15 лет компанией реализовано более 500 проектов, направленных на развитие бизнеса клиентов и построение эффективных коммуникаций с их аудиторией. Компания регулярно занимает высокие места в профессиональных рейтингах. Обладатель наград «Золотой сайт» и «Премия Рунета». Среди клиентов: ТНК-BP, Dow Jones, «Ланта-банк», «Интер РАО», Банк «Левобережный», Аэропорт «Толмачево», «Lukse», «Электронный город», «Вира-строй», «iDent» и другие замечательные компании.",,,,
