,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days
269,269,backend,Новосибирск,70000.0,90000.0,Сайтсофт,2019-10-14T11:44:23+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компания «Сайтсофт» — один из признанных лидеров рынка в области разработки IT-решений для государственных организаций. Компания основана в 2005 году в Екатеринбурге. Наши основные направления деятельности: создание и поддержка интернет-проектов государственных организаций и крупного бизнеса, разработка мобильных приложений, продвижение в социальных сетях. Коллектив компании состоит из более 150 высококвалифицированных специалистов , работающих в офисах Москвы и Екатеринбурга. С чем работать? Высоконагруженные порталы (более 1 млн посетителей в сутки); информационные системы (программно-аппаратные комплексы, API для сервисов, видеотрансляции, внутренние корпоративные порталы); системы документооборота и медиахранилищ; бэкенды для мобильных приложений; интеграция и поддержка сторонних решений. Наш стек технологий: PHP 7+, JavaScript(+ES6), Golang; Elasticsearch/ELK, MySQL, PostgreSQL, Cassandra; CI/CD, Selenium; RabbitMQ, Redis и пр. Frontend-разработка у нас живет отдельно. Используются: ES6, VueJS, webpack / grunt / gulp LESS / SASS / Stylus Требования: опыт разработки на одном из фреймворков: Laravel, Yii, Kohana или Symfony; чистый читабельный код; понимание основ оптимизации кода на высоконагруженных проектах; умение читать документацию и разбираться в новых технологиях. Желательно: опыт работы командной разработки; плотное знакомство с фронтендом: JS, VueJS. Со своей стороны предлагаем: современный офис на Коммунистической, 40; гибкий рабочий график с началом работы с 8:00 до 12:00; полностью белая заработная плата. Уровень окладной части обсуждается индивидуально в зависимости от профессиональных компетенций; ежегодная солидная премия по итогам работы; ежегодный пересмотр заработной платы по результатам работы; возможности для профессионального и карьерного развития; качественное планирование вашей работы. Вы будете знать, чем вы будете заниматься через день, неделю, месяц; работа над востребованными продуктами, которыми пользуются миллионы граждан нашей страны. Среди наших проектов: Интернет-портал МВД России Интернет-портал МЧС России ФССП России и множество других Мы НЕ занимаемся разработкой простых коммерческих сайтов, визиток и т.д. Для нас разработка - это множество интеграционных решений, использование современных технологий, высоконагруженные проекты и сложные задачи. Мы понимаем ценность качественного кода и используемых решений и применяем весь спектр технологий для достижения поставленных целей. Мы поощряем инициативность, ответственность, желание развиваться и совершенствоваться. Мы также высоко ценим позитивное мышление и доброжелательность. Наш основной потенциал - это наши сотрудники. Работа в нашей жизни занимает значительное количество времени и мы делаем все для того, чтобы каждый сотрудник чувствовал себя комфортно. Минимум бюрократии - максимум человеческого отношения. Присоединяйтесь!",Без требований,Без обязанностей,Без условий,laravel|php7|Redis|PHP,4
630,630,backend,Новосибирск,70000.0,100000.0,Скайтек,2019-10-10T06:21:41+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Предлагаем вам поучаствовать в создании масштабных игр, которые собирают миллионы игроков и получают высокие оценки. Наши проекты быстро растут и развиваются, в связи с чем мы активно расширяем нашу команду перспективными сотрудниками. Чем нужно будет заниматься? Поддержка и доработка мультиплеерных HTML5 игр (Online RPG) Поддержка и доработка серверной части игр Android/iOS игр (в жанрах CCG, Online RPG Clicker и Action) Выпуск обновлений, сопровождение боевых игровых серверов Участие в разработке новых проектов компани и Необходимые навыки: Уверенное владение PHP5 и выше Хорошее знание MySQL (сложные запросы, индексы, оптимизация) Опыт работы с memcached, nginx, apache, git, *nix; Умение быстро учиться и осваивать новое. Проекты написаны с использованием связки PHP + Java, поэтому в рамках работы необходимо будет освоить и разработку на Java на базовом уровне. Будет плюсом Опыт работы с Java Опыт работы с Highload Опыт работы над игровыми проектами Опыт решения DevOps-задач Мы предлагаем: Белая зарплата и официальное трудоустройство Гибкий график работы Оплачиваемый отпуск и больничный Компенсация посещения спортзалов Офис компании представляет собой отдельно стоящее 2-этажное здание на огороженной территории, с деревьями, лавочками и удобной парковкой. Кухня, бесплатное печенье, чай и кофе. Теннис и настольный футбол Интересная и творческая работа, возможность учиться у профессиональных коллег Мы ждем от Вас: Резюме Готовность выполнить тестовое задание Напишите нам прямо сейчас и кто знает, может быть мы вместе с вами создадим новый шедевр в игровой индустрии?",Без требований,Без обязанностей,Без условий,Без ключевых навыков,8
447,447,backend,Новосибирск,70000.0,120000.0,Коровин и партнеры (ИП Коровин Данила Андреевич),2019-10-15T10:21:03+0300,От 3 до 6 лет,Удаленная работа,Частичная занятость,"Нужен напарник: опытный PHP программист, работающий с Битрикс, в небольшую команду. Удаленно. Будем вместе решать технические задачи развития и поддержки крупных проектов, построенных на Bitrix Framework. Важно При отклике, пожалуйста, прикрепляйте ссылки на примеры своего кода и перечень тех задач, которые вы решали за последний полгода. Будьте готовы выполнить тестовое задание. Требования: опыт работы в качестве программиста: с 1С-Битрикс от 4х лет, глубокое понимание того, как работает продукт и его методы. (свободное владение API модулей sale, catalog, iblock; D7, ORM; написание своих компонентов/модулей/административных страниц) умение писать качественный код на PHP, понимание принципов ООП и умение их применять, понимание PSR и следование им; чистота кода, стремление сделать лучше, чем уже есть; опыт решения проблем с производительностью, оптимизации решений, уменьшения числа запросов и объема формируемого кэша; Умение работать с Composer, Git; Что будем делать: работать только с backend-частью проектов; внедрять новые сервисы в работающие проекты, добавлять новую функциональность для тестирования гипотез; разрабатывать новые модули и изменять существующие; разбираться в чужом коде, искать в нем ошибки, и дорабатывать его; разбирать лапшекод и рефакторить его; Будет положительным признаком: опыт работы с Laravel наличие сертификатов Битрикс / PHP Условия: Объем нагрузки 20-40 часов в неделю. Почасовая оплата Испытательный срок 2 месяца Оплата частями в течение месяца, по договоренности"," опыт работы в качестве программиста: с 1С-Битрикс от 4х лет, глубокое понимание того, как работает продукт и его методы. (свободное владение API модулей sale, catalog, iblock; D7, ORM; написание своих компонентов/модулей/административных страниц) умение писать качественный код на PHP, понимание принципов ООП и умение их применять, понимание PSR и следование им; чистота кода, стремление сделать лучше, чем уже есть; опыт решения проблем с производительностью, оптимизации решений, уменьшения числа запросов и объема формируемого кэша; Умение работать с Composer, Git; Что будем делать: работать только с backend-частью проектов; внедрять новые сервисы в работающие проекты, добавлять новую функциональность для тестирования гипотез; разрабатывать новые модули и изменять существующие; разбираться в чужом коде, искать в нем ошибки, и дорабатывать его; разбирать лапшекод и рефакторить его; Будет положительным признаком: опыт работы с Laravel наличие сертификатов Битрикс / PHP ",Без обязанностей," Объем нагрузки 20-40 часов в неделю. Почасовая оплата Испытательный срок 2 месяца Оплата частями в течение месяца, по договоренности",1С-Битрикс|Git|PHP|MySQL|laravel|Ajax|ООП|XML,3
321,321,backend,Новосибирск,80000.0,146288.46153846153,БАРС Груп,2019-10-07T08:35:00+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Компании «БАРС Груп» , разработчик федерального проекта &quot;ЕГИСЗ&quot; (Единая государственная информационная система здравоохранения) ищет в команду проекта Web-разработчика. О проекте: В специализированном портфеле решений «БАРС.Здравоохранение» есть всё, что нужно для объединения основных процессов отрасли: административных, лечебно-диагностических, финансово-экономических. Входящие в него информационно-аналитические системы обеспечивают комплексную автоматизацию профильных учреждений, начиная медицинскими организациями, заканчивая органами управления здравоохранением. Задачи: Разработка распределенных систем; Проектирование архитектуры масштабируемых приложений; Разработка спецификаций на технические решения; Использование инструментария коллективной разработки; Анализ и оценка требований и технических заданий; Работа в команде. Требования к знаниям и опыту: Навыки оценки и декомпозиции задач, планирование этапов, взаимодействие со смежными подразделениями; Наличие завершенных проектов; Уверенное знание чистого JS, понимание принципов его работы; Знание и опыт работы с PostgreSQL или Oracle; Уверенные знания HTML+CSS; Знание принципов ООП, опыт применения методологий разработки; Опыт работы с VCS(git); Опыт разработки высоко-нагруженных приложений; Желателен опыт проектирования баз данных корпоративных приложений. Наши условия: Работа в больших проектах; Работа в распределенной команде; Отлично оборудованный комфортный офис в центре города; Позитивная атмосфера, дружный коллектив; Система развития карьеры сотрудников; Официальное трудоустройство, &quot;белая&quot; заработная плата. Корпоративные &quot;плюшки&quot;: Обучение: доклады и мастер-классы от опытных коллег внутри компании, возможность участия в крупных ИТ-конференциях, корпоративная библиотека; Курсы английского языка в офисе; Корпоративные праздники и спортивные мероприятия; Программа корпоративного фитнеса; Иногородним предоставляем комфортные условия для переезда.",Без требований,Без обязанностей,Без условий,JavaScript|SQL|HTML|CSS|PHP,11
461,461,backend,Новосибирск,80000.0,146288.46153846153,Shortest Track,2019-10-02T13:10:08+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Шортест Трек – российское подразделение The Shortest Track Company (США), быстрорастущей американской компании, предоставляющей услугу &quot;Интеллект, как сервис&quot;, ключевым элементом деятельности которой является разработка собственного продукта для каталогизации, разработки, конфигурирования и доставки продуктов машинного обучения и программного обеспечения. Структура нашей глобальной команды: Руководство и команды продажи и разработчик: Чикаго Команды разработки: Новосибирск Команда data scientists: Бостон Направления работы Новосибирской команды: Разработка и улучшение функционала продукта: построение complex adaptive system на основе метаданных, интерфейсов для работы с системами доставки и разработки приложений, каталогизации интеллектуальных активов и пользовательского интерфейса. Обеспечение полного жизненного цикла доставки аналитических решений. Инфраструктурное развитие продукта и проектов клиентов. В команду инженеров требуется Python разработчик с опытом работы в качестве Data Engineer или Data Scientist. Обязанности : Участие в разработке инструментов поддержки жизненного цикла приложений; Генерация гипотез, постановка экспериментов; Разработка, доставка и поддержка прикладных решений машинного обучения. Требования : Опыт построения Production решений с использованием Python 3.7 и SQL; Понимание теории вероятности и мат. статистики; Знание английского языка на уровне Intermediate. Также будут большим плюсом будет : Опыт работы с data science стеком: sklearn, keras, pytorch; Понимание принципов работы асинхронных приложений; Опыт работы в Linux и Docker; Опыт работы с Python frameworks: Django, Flask, Asynchronous I/O; Знание R; Опыт участия в соревнованиях по машинному обучению. Мы предлагаем : Интересный и амбициозный проект; Корпоративные уроки английского; Достойную зарплату; Официальное трудоустройство; Комфортный офис в центре города (в пешей доступности от метро).",Без требований,Без обязанностей,Без условий,Python|SQL|Git|Docker|Linux|AsyncIO|Machine Learning|sklearn|keras|pytorch,16
343,343,backend,Новосибирск,80000.0,146288.46153846153,ВилайнТв,2019-10-09T15:01:00+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"В нашу компанию требуется backend разработчик (NodeJS) для создания и развития нового проекта Видео тематики. Условия Работа в офисе или возможность работать удаленно на полный рабочий день; Трудоустройство в соответствии с ТК РФ; График работы с Пн по Пт; Просторный офис в центре Новосибирска либо удаленно Начало рабочего дня ненормировано; Требования к кандидату Опыт backend разработки - от 3 лет, на NodeJS (ES5, ES6) - от 1 года. Умение работать со сложными SQL-запросами. Самостоятельность и умение планировать свою работу. Навыки работы с системами контроля версий. Ждем в нашу команду инициативного, ответственного сотрудника. Будет плюсом Опыт проектирования и разработки API сервисов. Опыт работы в команде. Опыт работы с NoSQL базами данных. Опыт разработки highload систем",Без требований,Без обязанностей,Без условий,Node.js|MySQL|Git|Nginx|PostgreSQL|MongoDB|Linux,9
23,23,backend,Новосибирск,80000.0,100000.0,R-брокер,2019-09-22T15:36:10+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Для работы над крупным проектом требуется PHP-разработчик. Удаленная работа. ФУЛТАЙМ! Обязанности: Думать Проектировать Программировать Тестировать свои творения Требования: PHP (ООП) Понимание шаблонов проектирования Написание технической документации jQuery (работа с элементами, атрибутами, стилями, ajax) MySQL (CRUD и объединение таблиц обязательно) fireBug (html, сеть, отладка js) Любая IDE: NetBeans,Eclipse phpStorm Умение работать с GIT Пользоваться отладчиком и использовать трассировку (Xdebug) Опыт работы с Yii 1/2 или другими PHP-фреймворками. Внимание! Требуется именно разработчик, а не кодер! Условия: , График работы с 10 до 19 Заработная плата от 80 т.р и выше Молодой коллектив, пока небольшой. По результатам работы возможна оплата участия в различных конференциях."," PHP (ООП) Понимание шаблонов проектирования Написание технической документации jQuery (работа с элементами, атрибутами, стилями, ajax) MySQL (CRUD и объединение таблиц обязательно) fireBug (html, сеть, отладка js) Любая IDE: NetBeans,Eclipse phpStorm Умение работать с GIT Пользоваться отладчиком и использовать трассировку (Xdebug) Опыт работы с Yii 1/2 или другими PHP-фреймворками. Внимание! Требуется именно разработчик, а не кодер! ", Думать Проектировать Программировать Тестировать свои творения ," , График работы с 10 до 19 Заработная плата от 80 т.р и выше Молодой коллектив, пока небольшой. По результатам работы возможна оплата участия в различных конференциях.",Без ключевых навыков,26
67,67,backend,Новосибирск,80000.0,130000.0,Kiwitaxi,2019-10-07T09:51:46+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Ищем senior PHP-разработчика на full-time удаленно. Kiwitaxi - это международная компания и сервис бронирования трансферов по всему миру. Турист на нашем сайте может найти и заказать такси от аэропорта до места отдыха более чем в 98 странах мира, а обслуживаем мы более 700 аэропортов. Мы создаем комплексный продукт, который используют путешественники, компании-перевозчики, турагентства и travel-блогеры. Для развития данного высоконагруженного сервиса нам требуется PHP разработчик. Чем предстоит заниматься: Работать над развитием веб-приложений и сервисов компании (разработка нового функционала, доработка текущего). Выполнять рефакторинг кода, участвовать в проектировании функциональных модулей и архитектуры в целом, проводить code review. Взаимодействовать с project managers, другими группами разработки и тестировщиками. Требования: Больше 3 лет опыта разработки на PHP. Желательно с использованием Symfony (или других фреймворков). Уверенно пишете SQL запросы и умеете оптимизировать запросы и схемы. Имеете опыт работы с реляционными и документоориентированными СУБД. Понимаете микросервисную архитектуру. Понимаете, что такое ООП, и умеете применять на практике основные паттерны проектирования. Понимаете зачем нужны Unit-тесты и знаете как их писать. Для вас не проблема залезть в чужой код и разобраться. Мы предлагаем: Уникальный опыт в международном проекте. Участие в профессиональных конференциях. Предложение по зарплате обсуждается индивидуально, зависит от опыта и знаний.",Без требований,Без обязанностей,Без условий,PHP|Symfony|MongoDB|MySQL,11
961,961,backend,Новосибирск,80000.0,200000.0,Геймгард,2019-10-12T19:54:43+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Legionfarm - это крупнейшая платформа для найма профессионалов в виртуальных мирах. Тысячи пользователей из 48 стран ежедневно пользуются нашим сервисом для обучения и совместной игры с экспертами в онлайн играх на ПК и консолях, а также в VR. У нас сильная команда, состоящая из 70+ человек. И сейчас мы объявляем конкурс на позицию PHP разработчика. Чем предстоит заниматься? Будем ходить в API игр, анализировать игровые профили наших клиентов, строить рекомендательные системы. Автоматическая отправка сообщений через API в мессенджеры: discord, telegram, fb, будем сводить общение наших клиентов через мессенджеры в единую систему intercom.com. Автоматизация процессов в нашей команде (полуавтоматизированные инструменты для работы с сайтом). Инфраструктурные задачи (переделать текущую структуру хранения данных, добавлять новые структуры, настраивать взаимодействие между моделями в ORM). Что ты должен знать/уметь? Знание PHP на хорошем уровне. Знание Linux. Понимание работы протоколов передачи данных, ООП. Умение работать в системах контроля версий. Знание mysql, redis. Опыт работы с различными API. Что будет твоим преимуществом перед другими кандидатами? Сильный математический бэкграунд. Базовое знание html, CSS, JavaScript. Опыт работы с фронтенд фреймворками. Что мы предлагаем? В зависимости от твоих текущих навыков по результатам собеседования ты можешь рассчитывать на зарплату от 80 000 до 200 000. Возможность работать как из офиса, так и удаленно. Работу в уютном и современном лофт-офисе недалеко от центра - м. Парк Культуры. Вся инфраструктура - рукой подать. Корпоративный английский язык, тренинги, мероприятия с коллегами и прокачку своих скиллов. Мы следим за модными тенденциями, поэтому чай, кофе, сахар и даже сахарозаменитель - ждут тебя на кухне за барной стойкой Почему мы? У нас крутая команда. Мы отлично работаем, но и толк в отдыхе знаем. Твои коллеги будут твоими друзьями! Мы создаём профессию будущего - геймер. Мы хотим, чтобы сотни миллионов игроков по всему миру получили возможность официально зарабатывать деньги в играх.",Без требований,Без обязанностей,Без условий,PHP|Linux|Протоколирование|Базы данных|ABC-анализ|ABC analysis|MS SQL|Redis|API|HTML|CSS|JavaScript|MySQL|frontend|SQL|jQuery|Facebook API|Автоматизация процессов|Автоматизация продаж|Аналитические исследования|Маркетинговые исследования,5
304,304,backend,Новосибирск,80000.0,150000.0,Kama Flow,2019-10-13T12:36:50+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Международная компания-разработчик решений в сфере финансовых технологий и сервисов ищет специалистов. Обязанности: разработка и поддержка электронных кошельков, мобильных банков и других приложений, требующих соответствующий уровень надежности и безопасности. Чем придется заниматься? Участие в разработке веб сервисов, API и микросервисов Разработка unit &amp; acceptance тестов Проектирование баз данных Оптимизация проектов под меняющиеся условия и нагрузки Поиск простых решений для сложных задач Требования : Законченное высшее образование по IT специальности Знание и понимание ООП Знание и понимание паттернов и принципов проектирования Опыт разработки на PHP от 2-ух лет Опыт работы с одним или несколькими из перечисленных фреймвороков: Yii2, Symfony 3.x, Symfony 4.x, Laravel Уверенное владение SQL и MySQL. Триггеры, хранимые процедуры, оптимизация запросов и т.д. Опыт работы с одной или несколькими из перечисленных NoSQL баз данных: MongoDb, Redis, Tarantool Опыт работы со связкой nginx + php-fpm Умение писать unit, acceptance и functional тесты Вы уверенный пользователь Git, Docker, Composer, Linux Знание английского на уровне чтения технической документации Будет большим плюсом: Опыт работы с Go или C++ Опыт работы с AngularJs, TypeScript, VueJs Знание и понимание структур и алгоритмов Наличие открытого репозитория с примерами вашего кода, на github, или любом другом ресурсе. Опыт профилирования нагрузок и нагрузочного тестирования Плотное знакомство с OWASP документацией Опыт командной разработки. Agile, SCRUM, СI Условия: Стабильная заработная плата, полный день, пятидневная рабочая неделя Scrum, Agile и CI Комфортный офис со всеми удобствами в центре г. Новосибирска Работа в международной команде",Без требований,Без обязанностей," Стабильная заработная плата, полный день, пятидневная рабочая неделя Scrum, Agile и CI Комфортный офис со всеми удобствами в центре г. Новосибирска Работа в международной команде",PHP|ООП|Yii2|Symfony 3.x|Symfony 4.x|Laravel|NoSQL|MySQL|Redis|Tarantool|MongoDB|Nginx,5
944,944,backend,Новосибирск,80000.0,150000.0,iSpring,2019-10-08T14:41:59+0300,Нет опыта,Полный день,Полная занятость,"iSpring — крупнейший российский разработчик решений для корпоративного обучения, работающий кроме России еще в 154 странах мира. Входит в Топ 3 рынка EdTech (по данным РБК). Среди клиентов iSpring крупные мировые и российские компании: «Яндекс», «Сбербанк», «Альфа-Капитал», «Балтика», Unilever, Honeywell, Bayer, Lamoda. С 2010 года iSpring получает золотые награды в престижном отраслевом конкурсе Brandon Hall Group и занимает высокие позиции в рейтингах G2 Crowd, GetApp, Software Advice, Capterra. Мы ищем крутых разработчиков, готовых вместе с нами создавать лучшие в мире продукты для онлайн обучения. Что нужно делать: Наш ключевой продукт - платформа для дистанционного обучения, ядро которой написано на PHP 7+Symfony 4. Сейчас мы активно переходим на микросервисы на Go. Система CI/CD разворачивает платформу в Docker-контейнерах под управлением Kubernetes, что позволяет выкатывать релизы по нескольку раз в день. Качество кода стоит на первом месте. Поэтому в разработке мы применяем подходы Clean Architecture и Domain-Driven Design. Ответственные участки кода покрываем тестами и проводим регулярное Code review. Разработка ведётся кросс-функциональными командами по Scrum. Требования: Знание PHP или Golang ; Опыт работы с MySQL ; Знание и понимание ООП , принципов SOLID и основных паттернов проектирования; Желание развивать свои профессиональные навыки и личностные качества. Работа Вам подойдет, если Вы: Амбициозны и хотите работать с командой высокого уровня, создавать мировой продукт и устанавливать новые рекорды вместе с нами; Трудолюбивы и настойчивы, доходите да самой сути и привыкли достигать результата; Ответственны и осознаете важность своего вклада в общее дело, уважаете командный труд; Хотите жить в чистом экологичном месте вдалеке от шума и суеты; Имеете опыт работы с Symfony; Понимаете принципы чистой архитектуры и DDD; Обладаете навыками написания юнит тестов, умеете разрабатывать код по TDD/BDD; Имеете опыт разработки высоконагруженных отказоустойчивых приложений и опыт; работы с gRPC/REST, Protobuf, Docker + Kubernetes, ОС Linux; Имеете профильное образование. Что мы предлагаем: Официальное трудоустройство; Конкурентоспособную, полностью белую зарплату; Возможность обучения и преподавания в “Институте программных систем”; Оплату трансфера до Йошкар-Олы вам и членам вашей семьи, а также аренду квартиры с комфортными условиями в центре города (на 6 мес.); Обучение, наставничество, поездки на курсы и зарубежные конференции, бесплатные корпоративные тренинги; Современный офис с кухней, столовой, спортзалом и библиотекой. Работа в г. Йошкар-Ола. Откликайтесь, будем знакомиться !",Без требований,Без обязанностей,Без условий,MySQL|ООП|Linux|Golang,10
874,874,backend,Новосибирск,80000.0,120000.0,Bazon,2019-10-14T11:57:40+0300,От 3 до 6 лет,Полный день,Полная занятость,"Ты хороший программист и хочешь работать в активно растущей компании? Хочешь быть не просто рядовым сотрудником, выполняющим скучные технические задачки, а полноценным активным членом команды, со своими идеями, которые будут услышаны, и со своим мнением, которое будут уважать? Тогда давай знакомиться! Мы Bazon – развивающаяся быстрыми темпами, специализированная учетная система для продавцов б/у автозапчастей, и мы ищем именно тебя! Мы не зацикливаемся на старых технологиях, постоянно совершенствуемся и используем новые, современные способы для решения поставленных задач. Наши клиенты – это компании, продающие контрактные и б/у автозапчасти. Сейчас мы обслуживаем более 400 компаний от Москвы до Владивостока, и являемся лидером в своей сфере. Тебя ждут интересные задачи, огромное поле для идей и новшеств, дружный коллектив, который не только поддержит, но и направит, если вдруг сбился с курса, а ещё просторный офис с видом на реку, и другие плюшки, которые мы обсудим с тобой при личной встрече! Что мы уже делаем: Развиваем и сопровождаем крупный нагруженный проект с бизнес-логикой на PHP, MySQL и NodeJS, развитым фронтендом на JS, внешними API (сервисы и мобильные приложения). Мы активно используем CI/CD, Docker. И все это работает в Kubernetes. Что ты точно будешь делать: Решать задачи самого разного плана: начиная от исправления небольшого бага до разработки и внедрения сложных бизнес-процессов компании; Рефакторить, оптимизировать и искать узкие места в уже существующем коде; Предлагать и обсуждать идеи, внедрять свои собственные решения. Чего тебе делать не придется: Скучать и раскладывать Косынку от нечего делать :) Сидеть на долгих и нудных совещаниях – все решения мы принимаем быстро. Требования: Опыт разработки проектов на PHP + MySQL не менее 3 лет; Знание любого современного фреймворка (Yii2, Laravel, Symfony); Понимание принципов построения HighLoad-сервисов с высоким SLA; Хорошее знание любой СУБД (MySQL, PostgreSQL и т.д.); Понимание и опыт применения паттернов проектирования (понимание принципов SOLID и MVC); Знание UNIX-подобных ОС (уровень продвинутого пользователя); Опыт командной разработки с использованием Git или Mercurial; Опыт разработки коммерческих продуктов; Ориентация на результат, а не процесс. Условия: Официальное трудоустройство; Работа в небольшой команде; Просторный офис с видом на реку; Современное рабочее место; Гибкий график работы; Только полная занятость и работа в офисе; Перспективы для профессионального и карьерного роста. Уровень заработной платы по результатам собеседования."," Опыт разработки проектов на PHP + MySQL не менее 3 лет; Знание любого современного фреймворка (Yii2, Laravel, Symfony); Понимание принципов построения HighLoad-сервисов с высоким SLA; Хорошее знание любой СУБД (MySQL, PostgreSQL и т.д.); Понимание и опыт применения паттернов проектирования (понимание принципов SOLID и MVC); Знание UNIX-подобных ОС (уровень продвинутого пользователя); Опыт командной разработки с использованием Git или Mercurial; Опыт разработки коммерческих продуктов; Ориентация на результат, а не процесс. ",Без обязанностей, Официальное трудоустройство; Работа в небольшой команде; Просторный офис с видом на реку; Современное рабочее место; Гибкий график работы; Только полная занятость и работа в офисе; Перспективы для профессионального и карьерного роста. Уровень заработной платы по результатам собеседования.,PHP|MySQL|JavaScript|Ajax|HTML|jQuery|CSS,4
