,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
1015,1015,java разработчик в онлайн сервисы,Новосибирск,,,Центр финансовых технологий,2019-10-11T13:29:34+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы делаем мобильные приложения для онлайн-сервисов &quot;Золотая Корона&quot;! Уже сейчас на площадке https://koronapay.com работают сервисы по отправке денежных переводов, обмену валют, погашению кредитов . Они позволяют клиенту не выходя из дома совершать платежи для получения различных финансовых услуг. Ключевой особенностью этой линейки сервисов является то, что платежи можно совершать с любой своей карты любого банка. Наша жизнь это: высокий темп разработки, релизы раз в две недели; использование Continuous Integration; выбор фреймворков &quot;под задачу&quot;; практикуем гибкие методологии разработки; отличный коллектив, распределенные команды, периодические командировки. Обязанности: развивать проекты; участвовать в принятии архитектурных, интеграционных решений, проектировании систем, реализовывать сервисы и АРМы; взаимодействовать с коллегами из своей команды, а также со смежными командами из других городов; профессионально развиваться. Требования: знание ООП/представление о шаблонах проектирования; опыт разработки java-приложений; опыт работы с Tomcat и/или GlassFish/Jetty или другими servlet-контейнерами; опыт работы с системами контроля версий; понимание принципов работы Web/AJAX-приложений. Что ты получишь: современный стек технологий (Java 8\11, hibernate, spring, spring boot); возможность быть наставником, возможность делиться опытом и знаниями, получать их от более опытных сотрудников (внутри компании существует Java Community); опыт работы в распределенной команде (Новосибирск, Томск, Санкт-Петербург); стабильность; гибкий график (40 часов в неделю); возможность посещать различные конференции и обучения. Место работы: Академгородок (доставка корпоративным транспортом).",," развивать проекты; участвовать в принятии архитектурных, интеграционных решений, проектировании систем, реализовывать сервисы и АРМы; взаимодействовать с коллегами из своей команды, а также со смежными командами из других городов; профессионально развиваться. ",,Java|Oracle Pl/SQL|Spring Framework|Java Servlets|Hibernate ORM|REST
