,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
547,547,программист 1с в офисе или удаленно,Челябинск,60000.0,,Первый Гипермаркет Мебели,2019-10-19T15:45:49+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"В наш ИТ - отдел, где каждый - специалист своего дела требуется талантливый программист 1С &amp; хороший человек! У нас понятные задания, отзывчивые пользователи! А если Вы хотите стать частью проекта &quot;мебельный маркетплейс&quot; - дайте нам знать! Будем рады Вам, если Вы ответите положительно более чем на 83% вопросов из списка: Программируете 1С уже больше 1 года? А может, больше 3 лет... или даже 5-ти? Занимались разработкой на управляемых и обычных формах? Разрабатывали отчеты на СКД и обмены по протоколам SOAP и REST? Хотите &quot;писать&quot; без болезненных согласований &quot;заданий для технических заданий&quot;? Лежит душа к автоматизации бизнес-процессов в команде специалистов, готовых помочь и поделиться опытом? Откликайтесь и мы назначим Вам встречу в течение 3 дней! Что мы Вам предоставим: Крутой офис, постоянный контакт с командой ИТ-службы, приятная рабочая атмосфера ; Работ в команде full-time (5/2 09.00- 18 .00 ) в современном бизнес-центре или удаленно Бесплатная парковка для сотрудников; Организованный и НЕ бюрократический процесс работы с запросами бизнеса и заявками пользователей; Jira используется для организации взаимодействия с пользователями, для управления проектами. Спасибо, Atlassian! Мы работаем в Open Space, а для ИТ- отдела выделен отдельный кабинет (!) ; Подтвержденный официально стаж, гарантия занятости в развивающейся компании; Рабочее мощное &quot;железо&quot; (совсем новенько е), мы даже общаемся через Discord ; Отличная команда хороших людей: с нами работают и студенты, и опытные разработчики! Ценные подарки именинникам; корпоративные мероприятия (от похода в горы до билета в кино); Уединенная кухня в 18 шагах от рабочего стола, с релаксирующим видом из окна; Отдельное место для бесплатного чая и кофе прямо на рабочем месте; Чай и кофе закупает компания? К онечно! А в ИТ - отделе кофемашина ; &quot;Зарплатная карта&quot; с cashback, скидки на продукцию, подарки детям и т.п; Стабильная оплата труда 2 раза в месяц, без зависимости от &quot;заказчика&quot;; Регулярный пересмотр оплаты труда по результатам работы (по практике, всегда в положительную сторону ); За знания и умения мы платим больше , чем конкурент - проверено, НИЖНЯЯ ГРАНИЦА ФОТ - в описании вакансии ; Уровень дохода оговаривается по итогам интервью и прямо пропорционален навыкам; Важно: сразу проводим тех.интервью, без сложных этапов отбора, 30-40 минут; Конфиденциальность гарантируем - наш HR дружит с кандидатами и доступен в &quot;телеграмм&quot; 24/7! объявление не является публичной офертой",,,,Терминалы Сбора Данных|1С: Предприятие 8|1С: Зарплата и кадры|СКД|1С: Торговля|On-line bank|SOAP|Торговое оборудование|REST|1С: Склад|ККМ|Эквайринг|1С программирование|1С: Зарплата и управление персоналом|1С: Управление Производственным Предприятием|1С: Бухгалтерия
