,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
95,95,"fullstack developer (angular, react, node,.net)",Новосибирск,60000.0,150000.0,Шарп Девелоперс,2019-09-25T10:50:21+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"Мы: Быстро растущая команда единомышленников и высококлассных профессионалов. Разрабатываем много и успешно, создаем разнообразные высокотехнологичные web- и мобильные приложения Используем только самые последние технологии Работаем с передовыми зарубежными компаниями Нам нужны единомышленники и помощники, в связи с взрывным ростом компании. Вам нужны единомышленники и друзья, интересная работа, хорошая заработная плата, интересный досуг Подробности: Серверное и Веб программирование Умение разбираться с чужим кодом и встраивать в свой код вызовы различных веб-сервисов Наш стек технологий: Фронт: HTML5, CSS3, Javascript, Angular, React+Redux, AJAX, JQuery, Typescript Гибридные мобильные приложения: Ionic, Cordova Сервер: .NET C#, MVC, Azure и AWS, Node.js Мы не требуем, чтобы программист владел всем стеком технологий, но чем больше опыта, тем лучше. Необходимо знание английского языка на уровне понимания техспецификаций. Письменный и разговорный английский – большое преимущество. Умение в сжатые сроки осваивать и применять новые технологии. Аналитический склад ума. Условия работы: Полный день, возможна удаленная работа. Корпоративное обучение английскому языку, как в офисе, так и удаленно. В ЕКБ: комфортный офис, где есть все необходимое для работы и отдыха. Горячие обеды. Кофе, чай, плюшки, теннис без ограничений. Классный коллектив единомышленников. Вознаграждение зависит от уровня квалификации и устанавливается по итогам собеседования. Присоединяйтесь!",,,,C#|jQuery|Git|ASP.NET|JavaScript|.NET Framework|HTML|WCF|MS SQL Server|CSS|Bootstrap|Ajax|HTML5|MVC|React|Redux|Angular 2+
