,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
487,487,инженер программист на платформе 1с,Краснодар,,,Газпром информ,2019-10-07T17:25:23+0300,Нет опыта,Полный день,Полная занятость,"Обязанности: Сопровождение, расширение функционала конфигурации УПП на платформе 1С 8.х: конфигурирование и программирование; Разработка новых и модификация существующих документов, обработок и отчетов; Устранение ошибок функциональности; Оптимизация имеющихся программных алгоритмов (анализ быстродействия, устранение &quot;узких&quot; мест); Осуществление разработки механизмов по обмену/экспорту/импорту данных из систем на базе 1С; Тестирование полученных изменений в программном коде; Написание пользовательских инструкций, планов тестирования разработанного ПО; Консультирование пользователей по работе с типовым и нетиповым функционалом. Требования: Высшее образование (ИТ, экономика или финансы); Знание платформы 1С 8.х и конфигурации «Управление производственным предприятием» в части подсистем бухгалтерского, налогового и управленческого учета; Владение средствами разработки 1С, опыт в реализации сложных комплексных запросов, внешних отчетов, обработок, печатных форм; Навыки правильного оформления кода (структурирован‚ читаем‚ комментирован), умение разбираться в чужом коде; Способности находить оптимальные способы программных решений, сохраняющие возможности дальнейшего обновления программного продукта, отлаживать и оптимизировать программный код и запросы под максимальное быстродействие; Отличное знание методологий бухгалтерского и налогового учета ; Опыт работы &quot;без тех. задания&quot;, т.е. умение самостоятельно формализовать поставленную задачу, выбрать оптимальный метод решения, согласовать выбранный подход и выполнить реализацию. Условия: Соблюдение ТК"," Высшее образование (ИТ, экономика или финансы); Знание платформы 1С 8.х и конфигурации «Управление производственным предприятием» в части подсистем бухгалтерского, налогового и управленческого учета; Владение средствами разработки 1С, опыт в реализации сложных комплексных запросов, внешних отчетов, обработок, печатных форм; Навыки правильного оформления кода (структурирован‚ читаем‚ комментирован), умение разбираться в чужом коде; Способности находить оптимальные способы программных решений, сохраняющие возможности дальнейшего обновления программного продукта, отлаживать и оптимизировать программный код и запросы под максимальное быстродействие; Отличное знание методологий бухгалтерского и налогового учета ; Опыт работы &quot;без тех. задания&quot;, т.е. умение самостоятельно формализовать поставленную задачу, выбрать оптимальный метод решения, согласовать выбранный подход и выполнить реализацию. "," Сопровождение, расширение функционала конфигурации УПП на платформе 1С 8.х: конфигурирование и программирование; Разработка новых и модификация существующих документов, обработок и отчетов; Устранение ошибок функциональности; Оптимизация имеющихся программных алгоритмов (анализ быстродействия, устранение &quot;узких&quot; мест); Осуществление разработки механизмов по обмену/экспорту/импорту данных из систем на базе 1С; Тестирование полученных изменений в программном коде; Написание пользовательских инструкций, планов тестирования разработанного ПО; Консультирование пользователей по работе с типовым и нетиповым функционалом. ", Соблюдение ТК,1С программирование|1С: Предприятие 8|1С: Управление Производственным Предприятием|1С: Бухгалтерия|1С: Документооборот
