,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills
662,662,junior .net разработчик,Новосибирск,,,Айнексика,2019-09-24T12:10:10+0300,От 1 года до 3 лет,Гибкий график,Полная занятость,"Необходимо: опыт разработки Web приложений на основе Microsoft .NET и C# опыт работы с .NET, .NET Core, ASP.NET, ADO.NET, MVC, ORM опыт работы с SQL / NoSQL базами данных Желательно: знание английского языка не ниже уровня чтения технической документации Личные качества: ответственность умение работать в коллективе способность к самообучению Обязанности: поддержка и разработка новой функциональности участие как в уже разрабатываемых, так и новых проектах проведение оценки объема требующихся работ Inexika - команда профессионалов, занимающихся разработкой программного обеспечения на заказ и разработкой собственных продуктов. Компания была основана в 2002 году. Что Вы получаете, работая с нами? интересные проекты, использующие передовые технологии; официальное трудоустройство и медицинскую страховку; ежегодный оплачиваемый отпуск 4 недели; бесплатное обучение английскому языку; возможность карьерного и финансового роста; гибкий график работы; работа в молодой, сплоченной и доброжелательной команде опытных специалистов; либеральное руководство. Офис компании расположен в Академгородке.",,,,JavaScript|HTML5|CSS|React|ASP.NET|SQL|.NET Framework|C#|MongoDB|Entity Framework|.NET Core|Микросервисы
